event_id,user_id,session_id,event_time,event_type,order_id,amount
A0000420,101021,S001732,2025-07-02 23:19:25,click,,0.0
A0000421,101024,S001737,2025-07-04 01:40:38,click,,0.0
A0000422,101024,S001738,2025-07-04 05:30:29,click,,0.0
A0000423,101024,S001738,2025-07-04 05:37:07,purchase,O000089,48617.73
A0000424,101024,S001739,2025-07-04 00:05:18,click,,0.0
A0000425,101024,S001739,2025-07-04 00:13:54,purchase,O000090,31586.98
A0000426,101026,S001743,2025-07-05 18:26:38,click,,0.0
A0000427,101030,S001748,2025-07-03 08:10:09,click,,0.0
A0000428,101030,S001750,2025-07-03 07:05:26,click,,0.0
A0000429,101037,S001760,2025-07-11 02:30:19,click,,0.0
A0000430,101042,S001768,2025-07-05 17:50:31,click,,0.0
A0000431,101042,S001768,2025-07-05 17:52:59,purchase,O000091,31840.86
A0000432,101051,S001784,2025-07-12 10:36:27,click,,0.0
A0000433,101054,S001788,2025-07-03 00:07:48,click,,0.0
A0000434,101055,S001790,2025-07-10 06:05:42,click,,0.0
A0000435,101056,S001792,2025-07-02 07:44:45,click,,0.0
A0000436,101056,S001793,2025-07-02 07:47:52,click,,0.0
A0000437,101056,S001793,2025-07-02 07:52:59,purchase,O000092,27789.05
A0000438,101059,S001796,2025-07-06 12:17:18,click,,0.0
A0000439,101064,S001805,2025-07-13 12:37:16,click,,0.0
A0000440,101065,S001806,2025-07-13 22:46:47,click,,0.0
A0000441,101065,S001806,2025-07-13 22:52:29,purchase,O000093,36948.34
A0000442,101067,S001809,2025-07-11 22:15:45,click,,0.0
A0000443,101067,S001810,2025-07-12 01:50:40,click,,0.0
A0000444,101070,S001814,2025-07-12 18:26:20,click,,0.0
A0000445,101070,S001814,2025-07-12 18:35:39,purchase,O000094,27828.23
A0000446,101077,S001826,2025-07-13 00:54:49,click,,0.0
A0000447,101077,S001826,2025-07-13 01:04:11,purchase,O000095,40899.28
A0000448,101079,S001830,2025-07-14 02:46:37,click,,0.0
A0000449,101079,S001830,2025-07-14 02:53:31,purchase,O000096,35709.25
A0000450,101090,S001846,2025-07-15 01:28:58,click,,0.0
A0000451,101090,S001846,2025-07-15 01:33:53,purchase,O000097,58955.98
A0000452,101094,S001853,2025-07-03 23:38:37,click,,0.0
A0000453,101094,S001853,2025-07-03 23:46:38,purchase,O000098,44529.93
A0000454,101095,S001856,2025-07-13 01:38:38,click,,0.0
A0000455,101097,S001858,2025-07-04 02:57:40,click,,0.0
A0000456,101101,S001863,2025-07-05 14:33:46,click,,0.0
A0000457,101105,S001868,2025-07-13 00:30:46,click,,0.0
A0000458,101106,S001870,2025-07-05 17:50:36,click,,0.0
A0000459,101108,S001875,2025-07-10 18:03:09,click,,0.0
A0000460,101110,S001877,2025-07-04 23:01:18,click,,0.0
A0000461,101110,S001877,2025-07-04 23:04:33,purchase,O000099,67685.07
A0000462,101111,S001882,2025-07-15 08:34:31,click,,0.0
A0000463,101114,S001886,2025-07-06 12:19:30,click,,0.0
A0000464,101125,S001902,2025-07-08 22:35:13,click,,0.0
A0000465,101125,S001902,2025-07-08 22:35:55,purchase,O000100,31555.39
A0000466,101126,S001906,2025-07-03 01:08:45,click,,0.0
A0000467,101127,S001907,2025-07-07 06:59:20,click,,0.0
A0000468,101129,S001912,2025-07-14 19:22:07,click,,0.0
A0000469,101130,S001913,2025-07-13 15:07:58,click,,0.0
A0000470,101130,S001913,2025-07-13 15:09:05,purchase,O000101,33447.22
A0000471,101130,S001914,2025-07-13 13:06:40,click,,0.0
A0000472,101131,S001915,2025-07-02 10:19:10,click,,0.0
A0000473,101131,S001916,2025-07-02 12:41:37,click,,0.0
A0000474,101135,S001924,2025-07-15 07:42:07,click,,0.0
A0000475,101136,S001926,2025-07-11 17:53:41,click,,0.0
A0000476,101136,S001926,2025-07-11 18:03:25,purchase,O000102,33007.11
A0000477,101140,S001931,2025-07-09 17:33:31,click,,0.0
A0000478,101143,S001937,2025-07-11 19:47:40,click,,0.0
A0000479,101145,S001943,2025-07-06 10:36:31,click,,0.0
A0000480,101145,S001944,2025-07-06 10:22:51,click,,0.0
A0000481,101150,S001954,2025-07-08 10:23:07,click,,0.0
A0000482,101154,S001958,2025-07-09 11:01:35,click,,0.0
A0000483,101156,S001961,2025-07-04 00:12:09,click,,0.0
A0000484,101156,S001962,2025-07-04 04:42:31,click,,0.0
A0000485,101156,S001962,2025-07-04 04:44:57,purchase,O000103,33577.07
A0000486,101161,S001971,2025-07-02 16:09:49,click,,0.0
A0000487,101163,S001973,2025-07-14 14:38:46,click,,0.0
A0000488,101166,S001982,2025-07-03 11:04:09,click,,0.0
A0000489,101166,S001982,2025-07-03 11:12:52,purchase,O000104,28970.29
A0000490,101168,S001986,2025-07-03 23:07:54,click,,0.0
A0000491,101168,S001986,2025-07-03 23:15:15,purchase,O000105,47020.35
A0000492,101169,S001989,2025-07-05 14:55:08,click,,0.0
A0000493,101174,S001996,2025-07-14 18:51:24,click,,0.0
A0000494,101175,S001999,2025-07-02 10:37:16,click,,0.0
A0000495,101179,S002006,2025-07-08 07:55:58,click,,0.0
A0000496,101180,S002008,2025-07-09 14:34:51,click,,0.0
A0000497,101181,S002009,2025-07-06 01:41:20,click,,0.0
A0000498,101183,S002013,2025-07-08 08:10:24,click,,0.0
A0000499,101188,S002022,2025-07-08 04:27:32,click,,0.0
A0000500,101192,S002029,2025-07-09 01:04:46,click,,0.0
A0000501,101192,S002029,2025-07-09 01:07:23,purchase,O000106,34729.52
A0000502,101193,S002030,2025-07-11 18:55:41,click,,0.0
A0000503,101202,S002044,2025-07-07 22:32:29,click,,0.0
A0000504,101205,S002049,2025-07-11 13:24:45,click,,0.0
A0000505,101210,S002059,2025-07-10 06:46:03,click,,0.0
A0000506,101210,S002059,2025-07-10 06:49:55,purchase,O000107,37414.61
A0000507,101211,S002060,2025-07-09 17:01:15,click,,0.0
A0000508,101212,S002061,2025-07-11 09:11:20,click,,0.0
A0000509,101212,S002062,2025-07-11 08:26:31,click,,0.0
A0000510,101213,S002064,2025-07-13 15:17:40,click,,0.0
A0000511,101215,S002067,2025-07-06 15:05:49,click,,0.0
A0000512,101216,S002068,2025-07-04 19:30:40,click,,0.0
A0000513,101221,S002076,2025-07-07 23:49:17,click,,0.0
A0000514,101221,S002076,2025-07-07 23:57:22,purchase,O000108,21765.19
A0000515,101227,S002084,2025-07-07 04:41:48,click,,0.0
A0000516,101228,S002086,2025-07-03 01:18:10,click,,0.0
A0000517,101228,S002086,2025-07-03 01:21:14,purchase,O000109,41173.51
A0000518,101228,S002087,2025-07-03 02:25:44,click,,0.0
A0000519,101234,S002096,2025-07-13 18:17:41,click,,0.0
A0000520,101235,S002099,2025-07-03 21:05:27,click,,0.0
A0000521,101235,S002099,2025-07-03 21:13:04,purchase,O000110,32170.54
A0000522,101236,S002100,2025-07-10 03:20:35,click,,0.0
A0000523,101237,S002104,2025-07-05 20:02:35,click,,0.0
A0000524,101239,S002106,2025-07-10 03:58:50,click,,0.0
A0000525,101241,S002110,2025-07-06 14:02:38,click,,0.0
A0000526,101242,S002113,2025-07-02 23:44:27,click,,0.0
A0000527,101244,S002115,2025-07-03 00:17:04,click,,0.0
A0000528,101244,S002116,2025-07-02 23:30:59,click,,0.0
A0000529,101245,S002118,2025-07-03 04:51:15,click,,0.0
A0000530,101245,S002118,2025-07-03 04:57:56,purchase,O000111,57980.79
A0000531,101247,S002121,2025-07-01 10:39:25,click,,0.0
A0000532,101247,S002121,2025-07-01 10:45:40,purchase,O000112,36605.72
A0000533,101247,S002122,2025-07-01 16:57:49,click,,0.0
A0000534,101249,S002125,2025-07-02 07:22:58,click,,0.0
A0000535,101253,S002132,2025-07-06 13:05:53,click,,0.0
A0000536,101259,S002144,2025-07-05 21:07:29,click,,0.0
A0000537,101265,S002154,2025-07-06 23:13:55,click,,0.0
A0000538,101265,S002154,2025-07-06 23:21:28,purchase,O000113,35832.58
A0000539,101266,S002155,2025-07-03 13:53:35,click,,0.0
A0000540,101267,S002157,2025-07-13 12:08:46,click,,0.0
A0000541,101270,S002163,2025-07-08 06:07:38,click,,0.0
A0000542,101273,S002168,2025-07-10 07:10:17,click,,0.0
A0000543,101275,S002174,2025-07-05 18:16:35,click,,0.0
A0000544,101275,S002174,2025-07-05 18:18:16,purchase,O000114,45429.11
A0000545,101277,S002177,2025-07-11 18:32:19,click,,0.0
A0000546,101277,S002177,2025-07-11 18:38:00,purchase,O000115,56273.35
A0000547,101279,S002179,2025-07-15 07:49:12,click,,0.0
A0000548,101280,S002180,2025-07-14 05:35:27,click,,0.0
A0000549,101282,S002185,2025-07-13 16:11:01,click,,0.0
A0000550,101283,S002186,2025-07-14 20:10:04,click,,0.0
A0000551,101283,S002188,2025-07-15 01:06:53,click,,0.0
A0000552,101285,S002190,2025-07-13 06:35:40,click,,0.0
A0000553,101287,S002194,2025-07-02 11:48:57,click,,0.0
A0000554,101287,S002194,2025-07-02 11:52:12,purchase,O000116,44194.0
A0000555,101289,S002196,2025-07-13 15:55:59,click,,0.0
A0000556,101289,S002196,2025-07-13 16:03:10,purchase,O000117,38812.9
A0000557,101292,S002201,2025-07-09 05:25:50,click,,0.0
A0000558,101294,S002203,2025-07-10 06:42:16,click,,0.0
A0000559,101302,S002212,2025-07-06 14:44:07,click,,0.0
A0000560,101304,S002215,2025-07-07 16:13:58,click,,0.0
A0000561,101310,S002225,2025-07-08 22:18:31,click,,0.0
A0000562,101310,S002225,2025-07-08 22:19:54,purchase,O000118,1000.0
A0000563,101314,S002232,2025-07-01 17:59:40,click,,0.0
A0000564,101315,S002234,2025-07-04 15:23:09,click,,0.0
A0000565,101317,S002237,2025-07-14 00:57:52,click,,0.0
A0000566,101318,S002238,2025-07-06 04:53:59,click,,0.0
A0000567,101319,S002240,2025-07-13 17:23:07,click,,0.0
A0000568,101321,S002243,2025-07-12 06:57:49,click,,0.0
A0000569,101324,S002247,2025-07-07 16:36:38,click,,0.0
A0000570,101332,S002257,2025-07-01 15:23:07,click,,0.0
A0000571,101332,S002257,2025-07-01 15:29:32,purchase,O000119,51233.57
A0000572,101339,S002266,2025-07-11 01:57:40,click,,0.0
A0000573,101340,S002268,2025-07-11 08:28:12,click,,0.0
A0000574,101340,S002268,2025-07-11 08:34:00,purchase,O000120,5165.07
A0000575,101343,S002273,2025-07-12 17:16:45,click,,0.0
A0000576,101347,S002277,2025-07-02 18:12:44,click,,0.0
A0000577,101353,S002285,2025-07-06 11:38:43,click,,0.0
A0000578,101354,S002287,2025-07-12 07:14:28,click,,0.0
A0000579,101356,S002289,2025-07-11 10:54:08,click,,0.0
A0000580,101366,S002304,2025-07-03 18:21:47,click,,0.0
A0000581,101366,S002304,2025-07-03 18:27:11,purchase,O000121,21513.68
A0000582,101368,S002307,2025-07-04 06:09:07,click,,0.0
A0000583,101368,S002307,2025-07-04 06:15:54,purchase,O000122,21410.09
A0000584,101371,S002313,2025-07-13 04:41:05,click,,0.0
A0000585,101372,S002315,2025-07-08 02:33:16,click,,0.0
A0000586,101372,S002316,2025-07-08 07:23:47,click,,0.0
A0000587,101376,S002323,2025-07-04 09:08:42,click,,0.0
A0000588,101377,S002324,2025-07-09 22:27:00,click,,0.0
A0000589,101377,S002325,2025-07-09 21:28:08,click,,0.0
A0000590,101381,S002330,2025-07-03 21:46:49,click,,0.0
A0000591,101381,S002330,2025-07-03 21:53:02,purchase,O000123,35167.18
A0000592,101389,S002344,2025-07-06 20:39:11,click,,0.0
A0000593,101390,S002346,2025-07-04 12:31:49,click,,0.0
A0000594,101394,S002352,2025-07-01 16:46:11,click,,0.0
A0000595,101394,S002352,2025-07-01 16:51:02,purchase,O000124,26519.1
A0000596,101395,S002355,2025-07-03 00:12:06,click,,0.0
A0000597,101396,S002358,2025-07-09 04:16:13,click,,0.0
A0000598,101397,S002361,2025-07-10 23:32:55,click,,0.0
A0000599,101407,S002377,2025-07-09 12:13:38,click,,0.0
A0000600,101408,S002380,2025-07-14 20:16:58,click,,0.0
A0000601,101411,S002389,2025-07-12 05:08:14,click,,0.0
A0000602,101413,S002392,2025-07-06 07:53:31,click,,0.0
A0000603,101417,S002398,2025-07-12 02:17:38,click,,0.0
A0000604,101420,S002406,2025-07-10 14:01:13,click,,0.0
A0000605,101420,S002406,2025-07-10 14:01:43,purchase,O000125,42544.7
A0000606,101421,S002407,2025-07-12 06:11:26,click,,0.0
A0000607,101421,S002407,2025-07-12 06:20:22,purchase,O000126,35988.75
A0000608,101425,S002412,2025-07-05 23:29:29,click,,0.0
A0000609,101426,S002415,2025-07-11 12:00:07,click,,0.0
A0000610,101427,S002416,2025-07-02 12:00:00,click,,0.0
A0000611,101430,S002423,2025-07-06 06:35:26,click,,0.0
A0000612,101440,S002439,2025-07-12 01:03:12,click,,0.0
A0000613,101456,S002462,2025-07-15 02:03:56,click,,0.0
A0000614,101456,S002462,2025-07-15 02:08:46,purchase,O000127,29440.5
A0000615,101463,S002474,2025-07-11 23:22:57,click,,0.0
A0000616,101463,S002474,2025-07-11 23:27:49,purchase,O000128,33283.13
A0000617,101465,S002477,2025-07-12 01:41:41,click,,0.0
A0000618,101465,S002477,2025-07-12 01:45:24,purchase,O000129,36077.91
A0000619,101469,S002485,2025-07-10 19:07:42,click,,0.0
A0000620,101469,S002486,2025-07-10 20:01:51,click,,0.0
A0000621,101470,S002487,2025-07-04 21:58:16,click,,0.0
A0000622,101471,S002488,2025-07-10 06:55:27,click,,0.0
A0000623,101473,S002492,2025-07-06 23:10:28,click,,0.0
A0000624,101473,S002492,2025-07-06 23:20:02,purchase,O000130,14393.99
A0000625,101477,S002498,2025-07-11 21:14:33,click,,0.0
A0000626,101477,S002498,2025-07-11 21:17:01,purchase,O000131,29514.29
A0000627,101488,S002520,2025-07-11 03:56:19,click,,0.0
A0000628,101488,S002521,2025-07-11 02:53:04,click,,0.0
A0000629,101491,S002525,2025-07-04 22:13:23,click,,0.0
A0000630,101491,S002525,2025-07-04 22:17:50,purchase,O000132,41129.07
A0000631,101492,S002530,2025-07-10 06:14:39,click,,0.0
A0000632,101494,S002533,2025-07-08 07:54:10,click,,0.0
A0000633,101496,S002535,2025-07-04 15:19:19,click,,0.0
A0000634,101501,S002545,2025-07-12 15:08:37,click,,0.0
A0000635,101502,S002546,2025-07-06 02:34:27,click,,0.0
A0000636,101502,S002546,2025-07-06 02:36:02,purchase,O000133,31855.17
A0000637,101503,S002549,2025-07-02 03:53:22,click,,0.0
A0000638,101505,S002556,2025-07-02 18:52:07,click,,0.0
A0000639,101505,S002556,2025-07-02 18:59:36,purchase,O000134,52230.6
A0000640,101507,S002560,2025-07-03 13:12:48,click,,0.0
A0000641,101510,S002563,2025-07-14 07:14:15,click,,0.0
A0000642,101510,S002563,2025-07-14 07:18:03,purchase,O000135,9693.64
A0000643,101513,S002568,2025-07-11 14:05:23,click,,0.0
A0000644,101513,S002568,2025-07-11 14:15:15,purchase,O000136,24463.67
A0000645,101514,S002569,2025-07-09 02:14:14,click,,0.0
A0000646,101515,S002571,2025-07-03 08:42:08,click,,0.0
A0000647,101517,S002574,2025-07-07 03:12:52,click,,0.0
A0000648,101519,S002579,2025-07-12 18:27:30,click,,0.0
A0000649,101521,S002582,2025-07-08 01:19:46,click,,0.0
A0000650,101521,S002582,2025-07-08 01:26:25,purchase,O000137,19088.75
A0000651,101522,S002583,2025-07-15 13:25:05,click,,0.0
A0000652,101522,S002584,2025-07-15 12:22:51,click,,0.0
A0000653,101523,S002585,2025-07-14 08:22:19,click,,0.0
A0000654,101525,S002588,2025-07-12 10:28:57,click,,0.0
A0000655,101527,S002593,2025-07-08 15:41:43,click,,0.0
A0000656,101527,S002593,2025-07-08 15:44:40,purchase,O000138,25324.52
A0000657,101528,S002594,2025-07-09 19:54:27,click,,0.0
A0000658,101529,S002596,2025-07-15 07:31:56,click,,0.0
A0000659,101532,S002603,2025-07-11 06:37:49,click,,0.0
A0000660,101532,S002603,2025-07-11 06:44:46,purchase,O000139,41573.01
A0000661,101539,S002615,2025-07-08 20:48:59,click,,0.0
A0000662,101539,S002615,2025-07-08 20:55:05,purchase,O000140,31637.94
A0000663,101541,S002617,2025-07-13 21:14:54,click,,0.0
A0000664,101542,S002618,2025-07-03 15:02:30,click,,0.0
A0000665,101543,S002620,2025-07-06 02:29:26,click,,0.0
A0000666,101547,S002628,2025-07-15 09:05:05,click,,0.0
A0000667,101553,S002640,2025-07-07 23:15:20,click,,0.0
A0000668,101553,S002640,2025-07-07 23:23:12,purchase,O000141,36137.61
A0000669,101554,S002641,2025-07-13 08:23:14,click,,0.0
A0000670,101554,S002642,2025-07-13 09:10:49,click,,0.0
A0000671,101558,S002646,2025-07-13 12:13:00,click,,0.0
A0000672,101559,S002648,2025-07-02 12:53:45,click,,0.0
A0000673,101568,S002663,2025-07-01 17:07:20,click,,0.0
A0000674,101573,S002673,2025-07-11 11:23:36,click,,0.0
A0000675,101573,S002673,2025-07-11 11:28:26,purchase,O000142,29872.9
A0000676,101574,S002675,2025-07-07 23:49:38,click,,0.0
A0000677,101578,S002682,2025-07-10 04:06:52,click,,0.0
A0000678,101578,S002682,2025-07-10 04:16:22,purchase,O000143,30061.72
A0000679,101584,S002693,2025-07-13 06:12:22,click,,0.0
A0000680,101589,S002704,2025-07-01 13:01:10,click,,0.0
A0000681,101591,S002709,2025-07-01 17:11:47,click,,0.0
A0000682,101593,S002712,2025-07-13 00:37:17,click,,0.0
A0000683,101595,S002715,2025-07-04 06:26:59,click,,0.0
A0000684,101609,S002731,2025-07-02 12:45:26,click,,0.0
A0000685,101612,S002735,2025-07-11 06:14:20,click,,0.0
A0000686,101615,S002738,2025-07-14 17:20:23,click,,0.0
A0000687,101620,S002750,2025-07-12 13:21:22,click,,0.0
A0000688,101621,S002751,2025-07-07 18:34:35,click,,0.0
A0000689,101621,S002751,2025-07-07 18:39:38,purchase,O000144,20892.88
A0000690,101623,S002754,2025-07-08 03:31:16,click,,0.0
A0000691,101623,S002755,2025-07-08 02:24:14,click,,0.0
A0000692,101627,S002762,2025-07-12 18:15:57,click,,0.0
A0000693,101628,S002764,2025-07-01 22:03:51,click,,0.0
A0000694,101630,S002768,2025-07-02 07:20:37,click,,0.0
A0000695,101638,S002780,2025-07-15 04:56:46,click,,0.0
A0000696,101649,S002795,2025-07-05 22:21:27,click,,0.0
A0000697,101649,S002795,2025-07-05 22:30:17,purchase,O000145,41649.41
A0000698,101650,S002798,2025-07-11 09:51:15,click,,0.0
A0000699,101653,S002802,2025-07-10 09:14:14,click,,0.0
A0000700,101662,S002816,2025-07-10 08:49:20,click,,0.0
A0000701,101667,S002822,2025-07-06 17:58:14,click,,0.0
A0000702,101668,S002825,2025-07-15 10:49:35,click,,0.0
A0000703,101674,S002834,2025-07-02 02:18:18,click,,0.0
A0000704,101677,S002840,2025-07-02 05:26:33,click,,0.0
A0000705,101681,S002847,2025-07-09 17:23:11,click,,0.0
A0000706,101683,S002850,2025-07-13 16:41:35,click,,0.0
A0000707,101684,S002852,2025-07-05 19:00:34,click,,0.0
A0000708,101691,S002861,2025-07-14 15:18:19,click,,0.0
A0000709,101691,S002861,2025-07-14 15:20:23,purchase,O000146,23853.01
A0000710,101696,S002869,2025-07-07 12:13:07,click,,0.0
A0000711,101696,S002869,2025-07-07 12:18:01,purchase,O000147,20577.2
A0000712,101700,S002875,2025-07-13 11:53:15,click,,0.0
A0000713,101700,S002875,2025-07-13 11:56:01,purchase,O000148,15477.6
A0000714,101703,S002879,2025-07-12 20:35:35,click,,0.0
A0000715,101705,S002882,2025-07-15 12:43:26,click,,0.0
A0000716,101705,S002882,2025-07-15 12:44:59,purchase,O000149,14411.57
A0000717,101712,S002894,2025-07-12 15:05:02,click,,0.0
A0000718,101714,S002896,2025-07-09 14:53:10,click,,0.0
A0000719,101714,S002898,2025-07-09 17:47:22,click,,0.0
A0000720,101716,S002901,2025-07-01 21:01:39,click,,0.0
A0000721,101716,S002901,2025-07-01 21:11:24,purchase,O000150,22468.79
A0000722,101720,S002910,2025-07-03 20:57:59,click,,0.0
A0000723,101720,S002910,2025-07-03 21:02:00,purchase,O000151,34947.45
A0000724,101722,S002912,2025-07-14 19:26:20,click,,0.0
A0000725,101729,S002924,2025-07-12 08:01:40,click,,0.0
A0000726,101729,S002924,2025-07-12 08:10:13,purchase,O000152,29710.84
A0000727,101730,S002927,2025-07-04 07:30:50,click,,0.0
A0000728,101738,S002941,2025-07-14 12:06:17,click,,0.0
A0000729,101741,S002947,2025-07-01 15:32:40,click,,0.0
A0000730,101744,S002952,2025-07-14 22:41:05,click,,0.0
A0000731,101744,S002952,2025-07-14 22:48:34,purchase,O000153,44206.1
A0000732,101748,S002959,2025-07-05 02:11:18,click,,0.0
A0000733,101751,S002967,2025-07-03 14:00:34,click,,0.0
A0000734,101752,S002968,2025-07-05 02:45:45,click,,0.0
A0000735,101760,S002980,2025-07-11 14:33:20,click,,0.0
A0000736,101763,S002985,2025-07-06 19:27:24,click,,0.0
A0000737,101765,S002987,2025-07-13 04:05:50,click,,0.0
A0000738,101766,S002990,2025-07-03 15:33:13,click,,0.0
A0000739,101767,S002993,2025-07-08 13:47:46,click,,0.0
A0000740,101769,S002997,2025-07-04 11:21:58,click,,0.0
A0000741,101770,S002998,2025-07-10 08:31:13,click,,0.0
A0000742,101778,S003009,2025-07-09 23:44:07,click,,0.0
A0000743,101779,S003010,2025-07-07 15:40:35,click,,0.0
A0000744,101784,S003020,2025-07-06 19:24:10,click,,0.0
A0000745,101786,S003022,2025-07-04 03:52:02,click,,0.0
A0000746,101787,S003023,2025-07-14 05:45:38,click,,0.0
A0000747,101787,S003024,2025-07-14 01:34:51,click,,0.0
A0000748,101790,S003031,2025-07-13 07:36:16,click,,0.0
A0000749,101790,S003032,2025-07-13 06:45:27,click,,0.0
A0000750,101790,S003032,2025-07-13 06:46:52,purchase,O000154,33723.85
A0000751,101796,S003041,2025-07-15 02:08:11,click,,0.0
A0000752,101809,S003062,2025-07-01 18:52:59,click,,0.0
A0000753,101815,S003072,2025-07-05 04:26:12,click,,0.0
A0000754,101815,S003072,2025-07-05 04:31:34,purchase,O000155,36677.26
A0000755,101820,S003081,2025-07-12 03:38:14,click,,0.0
A0000756,101821,S003084,2025-07-08 20:55:52,click,,0.0
A0000757,101824,S003088,2025-07-03 00:46:31,click,,0.0
A0000758,101825,S003090,2025-07-03 10:28:24,click,,0.0
A0000759,101827,S003094,2025-07-12 10:56:33,click,,0.0
A0000760,101827,S003094,2025-07-12 10:58:30,purchase,O000156,27810.96
A0000761,101829,S003097,2025-07-15 13:59:27,click,,0.0
A0000762,101833,S003105,2025-07-02 05:41:05,click,,0.0
A0000763,101834,S003107,2025-07-09 18:21:05,click,,0.0
A0000764,101834,S003107,2025-07-09 18:27:10,purchase,O000157,24570.56
A0000765,101840,S003114,2025-07-04 23:41:07,click,,0.0
A0000766,101840,S003115,2025-07-05 00:09:08,click,,0.0
A0000767,101840,S003115,2025-07-05 00:10:04,purchase,O000158,17687.58
A0000768,101841,S003117,2025-07-13 09:39:29,click,,0.0
A0000769,101845,S003125,2025-07-08 00:48:46,click,,0.0
A0000770,101847,S003128,2025-07-12 08:50:25,click,,0.0
A0000771,101857,S003145,2025-07-08 03:36:12,click,,0.0
A0000772,101859,S003148,2025-07-02 12:21:36,click,,0.0
A0000773,101861,S003151,2025-07-07 07:30:26,click,,0.0
A0000774,101869,S003163,2025-07-02 05:54:43,click,,0.0
A0000775,101869,S003164,2025-07-01 23:51:49,click,,0.0
A0000776,101873,S003170,2025-07-12 23:56:14,click,,0.0
A0000777,101874,S003172,2025-07-03 05:54:53,click,,0.0
A0000778,101875,S003173,2025-07-09 20:54:22,click,,0.0
A0000779,101875,S003173,2025-07-09 21:04:17,purchase,O000159,28518.36
A0000780,101879,S003180,2025-07-14 04:19:41,click,,0.0
A0000781,101880,S003183,2025-07-10 14:11:56,click,,0.0
A0000782,101880,S003183,2025-07-10 14:20:45,purchase,O000160,28553.96
A0000783,101882,S003185,2025-07-11 12:19:36,click,,0.0
A0000784,101884,S003189,2025-07-02 16:43:06,click,,0.0
A0000785,101884,S003189,2025-07-02 16:45:20,purchase,O000161,48638.68
A0000786,101885,S003190,2025-07-03 18:18:51,click,,0.0
A0000787,101891,S003201,2025-07-12 06:55:26,click,,0.0
A0000788,101892,S003202,2025-07-05 02:54:40,click,,0.0
A0000789,101895,S003207,2025-07-01 12:48:12,click,,0.0
A0000790,101895,S003207,2025-07-01 12:50:05,purchase,O000162,33907.65
A0000791,101898,S003212,2025-07-14 23:36:13,click,,0.0
A0000792,101903,S003219,2025-07-10 12:29:50,click,,0.0
A0000793,101908,S003228,2025-07-12 22:08:59,click,,0.0
A0000794,101912,S003233,2025-07-05 06:33:06,click,,0.0
A0000795,101912,S003234,2025-07-05 00:44:51,click,,0.0
A0000796,101919,S003248,2025-07-11 05:21:09,click,,0.0
A0000797,101924,S003254,2025-07-09 04:24:42,click,,0.0
A0000798,101928,S003263,2025-07-01 20:26:02,click,,0.0
A0000799,101929,S003264,2025-07-05 12:47:11,click,,0.0
A0000800,101929,S003265,2025-07-05 08:06:12,click,,0.0
A0000801,101930,S003266,2025-07-07 10:34:44,click,,0.0
A0000802,101930,S003266,2025-07-07 10:42:42,purchase,O000163,38533.51
A0000803,101931,S003267,2025-07-15 06:36:35,click,,0.0
A0000804,101932,S003270,2025-07-05 15:01:39,click,,0.0
A0000805,101935,S003276,2025-07-02 05:14:50,click,,0.0
A0000806,101937,S003278,2025-07-07 13:12:24,click,,0.0
A0000807,101940,S003283,2025-07-12 17:38:52,click,,0.0
A0000808,101941,S003284,2025-07-14 15:45:28,click,,0.0
A0000809,101941,S003286,2025-07-14 15:42:04,click,,0.0
A0000810,101946,S003293,2025-07-11 19:58:35,click,,0.0
A0000811,101954,S003306,2025-07-03 02:44:34,click,,0.0
A0000812,101960,S003314,2025-07-12 02:10:30,click,,0.0
A0000813,101963,S003320,2025-07-03 04:22:07,click,,0.0
A0000814,101966,S003326,2025-07-15 06:22:41,click,,0.0
A0000815,101970,S003330,2025-07-07 08:57:55,click,,0.0
A0000816,101970,S003330,2025-07-07 09:07:50,purchase,O000164,23050.51
A0000817,101976,S003339,2025-07-07 12:43:29,click,,0.0
A0000818,101981,S003347,2025-07-14 05:01:23,click,,0.0
A0000819,101981,S003348,2025-07-14 01:33:44,click,,0.0
A0000820,101984,S003353,2025-07-08 13:21:04,click,,0.0
A0000821,101986,S003356,2025-07-10 10:37:05,click,,0.0
A0000822,101987,S003358,2025-07-14 04:01:25,click,,0.0
A0000823,101987,S003358,2025-07-14 04:02:58,purchase,O000165,29745.22
A0000824,101988,S003360,2025-07-10 22:20:17,click,,0.0
A0000825,101989,S003362,2025-07-04 14:00:39,click,,0.0
A0000826,101991,S003365,2025-07-06 05:01:15,click,,0.0
A0000827,101998,S003376,2025-07-12 01:07:31,click,,0.0
A0000828,101999,S003377,2025-07-04 17:28:43,click,,0.0
