user_id,signup_date,country,device,age_group,variant
100610,2025-02-14,UK,mobile,25-34,1
100611,2025-05-12,UK,mobile,45-54,0
100612,2025-02-05,DE,mobile,45-54,0
100613,2025-03-11,UK,desktop,25-34,1
100614,2025-06-08,UK,mobile,25-34,1
100615,2025-01-19,DE,desktop,18-24,0
100616,2025-04-18,FR,tablet,25-34,1
100617,2025-06-16,ES,desktop,25-34,1
100618,2025-04-01,UK,mobile,18-24,0
100619,2025-03-31,UK,mobile,25-34,1
100620,2025-01-19,FR,mobile,45-54,0
100621,2025-02-08,DE,desktop,35-44,0
100622,2025-05-06,FR,mobile,18-24,1
100623,2025-06-22,FR,desktop,25-34,1
100624,2025-05-21,UK,mobile,25-34,0
100625,2025-05-06,DE,mobile,25-34,0
100626,2025-02-27,UK,mobile,25-34,1
100627,2025-05-28,UK,mobile,35-44,1
100628,2025-03-02,DE,mobile,35-44,0
100629,2025-05-07,UK,mobile,45-54,0
100630,2025-04-15,UK,mobile,25-34,0
100631,2025-06-16,ES,mobile,45-54,1
100632,2025-01-01,FR,mobile,25-34,0
100633,2025-05-11,DE,mobile,18-24,0
100634,2025-04-02,UK,mobile,35-44,0
100635,2025-04-23,DE,desktop,35-44,0
100636,2025-06-02,UK,desktop,55+,1
100637,2025-02-25,UK,desktop,35-44,0
100638,2025-06-10,ES,mobile,55+,1
100639,2025-06-15,DE,mobile,55+,1
100640,2025-04-27,FR,mobile,35-44,1
100641,2025-05-14,UK,mobile,35-44,0
100642,2025-02-27,ES,mobile,35-44,1
100643,2025-02-13,FR,tablet,55+,0
100644,2025-06-22,DE,mobile,45-54,0
100645,2025-06-09,DE,mobile,18-24,0
100646,2025-06-22,UK,desktop,45-54,1
100647,2025-03-02,UK,tablet,18-24,0
100648,2025-02-16,DE,desktop,25-34,1
100649,2025-05-29,UK,mobile,25-34,1
100650,2025-03-21,UK,mobile,35-44,0
100651,2025-04-28,ES,mobile,45-54,1
100652,2025-06-13,FR,mobile,25-34,1
100653,2025-05-27,DE,mobile,18-24,1
100654,2025-01-20,FR,mobile,25-34,0
100655,2025-05-26,FR,tablet,35-44,0
100656,2025-02-16,UK,mobile,25-34,0
100657,2025-02-18,UK,desktop,25-34,1
100658,2025-01-14,UK,desktop,25-34,0
100659,2025-05-23,UK,mobile,25-34,1
100660,2025-06-08,DE,desktop,25-34,1
100661,2025-01-01,UK,mobile,35-44,1
100662,2025-04-27,FR,mobile,18-24,0
100663,2025-02-23,UK,desktop,35-44,0
100664,2025-04-28,UK,mobile,25-34,0
100665,2025-01-03,UK,tablet,25-34,0
100666,2025-05-24,UK,mobile,25-34,1
100667,2025-01-12,UK,mobile,35-44,1
100668,2025-03-15,UK,mobile,55+,0
100669,2025-01-16,UK,mobile,55+,1
100670,2025-04-12,DE,mobile,35-44,1
100671,2025-06-01,UK,desktop,25-34,1
100672,2025-06-05,UK,desktop,45-54,1
100673,2025-04-27,FR,desktop,35-44,1
100674,2025-01-08,UK,mobile,25-34,1
100675,2025-05-02,ES,desktop,45-54,1
100676,2025-04-02,FR,desktop,25-34,0
100677,2025-06-13,UK,desktop,25-34,0
100678,2025-03-31,FR,mobile,25-34,0
100679,2025-05-16,UK,desktop,25-34,1
100680,2025-03-01,FR,desktop,35-44,1
100681,2025-06-27,UK,mobile,25-34,0
100682,2025-01-28,ES,desktop,18-24,0
100683,2025-04-11,UK,mobile,18-24,1
100684,2025-02-10,FR,mobile,35-44,1
100685,2025-06-04,FR,mobile,35-44,1
100686,2025-05-25,UK,mobile,25-34,0
100687,2025-06-10,UK,mobile,18-24,0
100688,2025-06-06,DE,desktop,18-24,0
100689,2025-05-21,DE,mobile,55+,1
100690,2025-02-15,UK,desktop,25-34,0
100691,2025-02-04,DE,desktop,25-34,0
100692,2025-05-14,ES,mobile,18-24,1
100693,2025-03-23,ES,desktop,35-44,0
100694,2025-04-25,UK,tablet,35-44,1
100695,2025-02-16,DE,desktop,25-34,0
100696,2025-06-02,UK,desktop,18-24,1
100697,2025-01-10,ES,tablet,25-34,1
100698,2025-02-25,FR,mobile,45-54,0
100699,2025-01-30,UK,mobile,45-54,0
100700,2025-04-19,DE,desktop,35-44,0
100701,2025-01-05,UK,mobile,35-44,0
100702,2025-04-29,ES,mobile,18-24,0
100703,2025-02-02,ES,mobile,35-44,0
100704,2025-04-28,DE,desktop,35-44,1
100705,2025-03-06,UK,mobile,25-34,1
100706,2025-05-26,DE,tablet,45-54,1
100707,2025-06-26,UK,mobile,25-34,0
100708,2025-01-11,UK,mobile,25-34,0
100709,2025-03-26,DE,mobile,35-44,0
100710,2025-01-26,UK,mobile,35-44,0
100711,2025-03-04,UK,desktop,35-44,1
100712,2025-03-27,ES,desktop,18-24,0
100713,2025-02-28,UK,desktop,45-54,0
100714,2025-01-27,UK,mobile,35-44,0
100715,2025-06-26,ES,mobile,25-34,1
100716,2025-06-10,UK,desktop,55+,0
100717,2025-04-08,DE,tablet,45-54,0
100718,2025-04-15,ES,mobile,18-24,0
100719,2025-04-09,ES,mobile,45-54,0
100720,2025-05-09,DE,mobile,18-24,0
100721,2025-05-29,UK,desktop,18-24,0
100722,2025-02-24,UK,desktop,25-34,0
100723,2025-01-06,DE,mobile,55+,0
100724,2025-04-05,ES,mobile,18-24,0
100725,2025-05-13,FR,desktop,35-44,0
100726,2025-04-12,UK,mobile,18-24,0
100727,2025-01-03,UK,mobile,35-44,0
100728,2025-01-23,UK,mobile,35-44,0
100729,2025-02-22,DE,mobile,35-44,1
100730,2025-06-14,UK,mobile,25-34,0
100731,2025-03-24,ES,desktop,45-54,0
100732,2025-05-25,DE,desktop,55+,1
100733,2025-03-26,UK,desktop,35-44,1
100734,2025-03-19,FR,desktop,25-34,0
100735,2025-04-20,UK,mobile,55+,1
100736,2025-01-01,FR,desktop,18-24,0
100737,2025-02-20,DE,mobile,35-44,0
100738,2025-06-22,DE,desktop,45-54,0
100739,2025-01-04,DE,tablet,18-24,1
100740,2025-04-23,UK,mobile,25-34,1
100741,2025-02-01,UK,mobile,25-34,0
100742,2025-02-03,DE,mobile,35-44,1
100743,2025-04-02,UK,mobile,35-44,0
100744,2025-04-05,UK,mobile,25-34,0
100745,2025-03-13,UK,desktop,25-34,0
100746,2025-02-08,DE,tablet,25-34,0
100747,2025-06-03,UK,mobile,25-34,1
100748,2025-06-11,DE,mobile,18-24,1
100749,2025-04-28,ES,mobile,45-54,1
100750,2025-01-03,UK,desktop,18-24,0
100751,2025-05-03,UK,mobile,45-54,1
100752,2025-02-19,UK,mobile,35-44,0
100753,2025-01-12,ES,mobile,25-34,1
100754,2025-02-23,UK,mobile,35-44,1
100755,2025-05-13,UK,mobile,35-44,0
100756,2025-02-26,UK,desktop,25-34,0
100757,2025-05-25,DE,mobile,18-24,0
100758,2025-04-22,UK,desktop,25-34,1
100759,2025-02-16,DE,mobile,25-34,0
100760,2025-05-31,ES,desktop,18-24,0
100761,2025-03-26,UK,desktop,25-34,1
100762,2025-05-22,DE,mobile,18-24,1
100763,2025-03-07,UK,mobile,25-34,0
100764,2025-03-16,ES,mobile,18-24,0
100765,2025-06-28,DE,desktop,18-24,0
100766,2025-04-13,ES,mobile,25-34,1
100767,2025-06-15,UK,tablet,55+,0
100768,2025-02-07,UK,mobile,18-24,0
100769,2025-02-19,UK,desktop,35-44,1
100770,2025-04-08,UK,desktop,18-24,0
100771,2025-03-23,UK,desktop,55+,0
100772,2025-01-30,UK,mobile,18-24,1
100773,2025-03-20,UK,mobile,55+,0
100774,2025-04-01,UK,desktop,35-44,1
100775,2025-06-28,DE,mobile,18-24,0
100776,2025-02-21,FR,mobile,45-54,1
100777,2025-06-15,UK,mobile,35-44,1
100778,2025-03-20,UK,mobile,25-34,0
100779,2025-01-30,UK,mobile,45-54,1
100780,2025-04-16,ES,mobile,55+,1
100781,2025-02-20,UK,mobile,25-34,1
100782,2025-03-22,DE,desktop,25-34,0
100783,2025-05-13,ES,desktop,45-54,0
100784,2025-01-29,DE,desktop,35-44,0
100785,2025-05-12,DE,tablet,45-54,0
100786,2025-05-18,DE,mobile,35-44,1
100787,2025-05-25,ES,mobile,25-34,1
100788,2025-03-15,FR,mobile,55+,0
100789,2025-01-17,FR,mobile,18-24,1
100790,2025-03-25,FR,tablet,25-34,0
100791,2025-03-10,FR,mobile,35-44,0
100792,2025-02-03,FR,mobile,35-44,1
100793,2025-01-06,UK,mobile,18-24,1
100794,2025-02-22,UK,mobile,45-54,0
100795,2025-05-06,UK,desktop,25-34,0
100796,2025-02-12,UK,mobile,25-34,0
100797,2025-04-25,UK,tablet,45-54,0
100798,2025-04-21,UK,mobile,25-34,1
100799,2025-05-31,FR,mobile,18-24,0
100800,2025-03-21,UK,desktop,18-24,0
100801,2025-04-05,DE,mobile,55+,1
100802,2025-04-28,UK,desktop,18-24,1
100803,2025-05-24,UK,tablet,25-34,0
100804,2025-01-08,DE,desktop,35-44,1
100805,2025-05-12,FR,desktop,25-34,1
100806,2025-04-14,UK,mobile,18-24,0
100807,2025-05-12,ES,tablet,35-44,1
100808,2025-01-25,ES,mobile,25-34,0
100809,2025-04-06,UK,desktop,55+,1
100810,2025-06-04,UK,tablet,18-24,0
100811,2025-04-03,ES,tablet,25-34,1
100812,2025-06-09,FR,desktop,25-34,1
100813,2025-06-27,FR,mobile,25-34,0
100814,2025-03-02,DE,tablet,35-44,1
100815,2025-05-02,UK,desktop,25-34,0
100816,2025-02-20,UK,tablet,25-34,0
100817,2025-05-27,UK,desktop,35-44,0
100818,2025-01-21,DE,mobile,35-44,1
100819,2025-01-05,FR,mobile,25-34,0
100820,2025-04-02,DE,mobile,18-24,1
100821,2025-06-19,UK,desktop,25-34,1
100822,2025-03-02,UK,mobile,18-24,0
100823,2025-01-22,FR,mobile,18-24,1
100824,2025-05-29,DE,mobile,35-44,1
100825,2025-03-11,FR,desktop,45-54,1
100826,2025-01-01,UK,mobile,25-34,0
100827,2025-05-13,ES,mobile,25-34,1
100828,2025-01-12,UK,mobile,18-24,1
100829,2025-03-31,ES,mobile,25-34,1
100830,2025-02-15,UK,mobile,18-24,1
100831,2025-02-03,DE,mobile,55+,0
100832,2025-06-26,UK,mobile,35-44,1
100833,2025-03-19,ES,tablet,55+,1
100834,2025-02-14,FR,desktop,45-54,0
100835,2025-06-04,UK,mobile,25-34,0
100836,2025-03-14,UK,tablet,35-44,0
100837,2025-01-26,UK,mobile,25-34,1
100838,2025-02-16,UK,mobile,25-34,1
100839,2025-05-01,ES,mobile,55+,0
100840,2025-02-25,UK,mobile,18-24,1
100841,2025-04-04,DE,mobile,45-54,0
100842,2025-04-17,FR,mobile,25-34,1
100843,2025-03-04,DE,mobile,45-54,0
100844,2025-02-17,UK,desktop,55+,1
100845,2025-03-02,UK,mobile,35-44,1
100846,2025-03-22,DE,mobile,35-44,0
100847,2025-01-26,ES,mobile,25-34,0
100848,2025-02-05,UK,mobile,45-54,1
100849,2025-01-01,UK,mobile,55+,1
100850,2025-01-08,FR,mobile,45-54,0
100851,2025-04-23,ES,desktop,35-44,0
100852,2025-04-09,UK,mobile,35-44,1
100853,2025-06-29,UK,mobile,45-54,1
100854,2025-02-16,ES,desktop,35-44,0
100855,2025-05-07,UK,mobile,45-54,0
100856,2025-02-25,UK,mobile,35-44,0
100857,2025-01-14,FR,desktop,18-24,0
100858,2025-01-28,ES,mobile,25-34,0
100859,2025-03-19,UK,mobile,25-34,0
100860,2025-05-10,FR,mobile,18-24,0
100861,2025-04-19,FR,mobile,18-24,0
100862,2025-06-03,FR,mobile,35-44,0
100863,2025-01-14,FR,mobile,18-24,0
100864,2025-02-25,FR,mobile,25-34,0
100865,2025-04-25,UK,mobile,45-54,0
100866,2025-01-07,FR,desktop,55+,1
100867,2025-01-03,FR,mobile,35-44,0
100868,2025-04-21,FR,mobile,55+,0
100869,2025-05-31,ES,mobile,35-44,1
100870,2025-04-17,UK,desktop,25-34,1
100871,2025-01-18,DE,mobile,35-44,0
100872,2025-02-07,DE,desktop,35-44,0
100873,2025-04-25,UK,mobile,25-34,1
100874,2025-01-15,FR,mobile,18-24,0
100875,2025-04-29,UK,mobile,35-44,1
100876,2025-01-28,UK,mobile,18-24,1
100877,2025-02-08,UK,mobile,35-44,1
100878,2025-01-17,UK,mobile,18-24,1
100879,2025-03-27,UK,mobile,35-44,0
100880,2025-05-06,DE,mobile,35-44,1
100881,2025-02-13,UK,desktop,18-24,1
100882,2025-01-25,DE,desktop,25-34,1
100883,2025-05-25,FR,mobile,35-44,1
100884,2025-01-13,ES,mobile,45-54,1
100885,2025-01-25,FR,mobile,45-54,1
100886,2025-03-09,UK,desktop,25-34,1
100887,2025-05-18,DE,mobile,35-44,0
100888,2025-03-08,UK,tablet,25-34,1
100889,2025-04-19,FR,mobile,25-34,1
100890,2025-05-26,ES,mobile,25-34,1
100891,2025-04-21,UK,mobile,35-44,0
100892,2025-04-21,UK,desktop,25-34,1
100893,2025-02-03,DE,mobile,18-24,1
100894,2025-04-21,ES,mobile,35-44,1
100895,2025-01-08,DE,tablet,35-44,1
100896,2025-06-17,UK,mobile,25-34,0
100897,2025-04-23,DE,desktop,18-24,1
100898,2025-03-24,UK,mobile,25-34,0
100899,2025-02-11,DE,desktop,25-34,1
100900,2025-06-18,ES,mobile,35-44,1
100901,2025-04-11,DE,mobile,25-34,1
100902,2025-01-06,ES,desktop,35-44,1
100903,2025-06-29,UK,mobile,45-54,1
100904,2025-01-26,DE,mobile,25-34,1
100905,2025-03-05,DE,mobile,55+,1
100906,2025-02-28,UK,mobile,25-34,1
100907,2025-04-19,ES,mobile,25-34,0
100908,2025-05-01,UK,mobile,25-34,1
100909,2025-02-02,DE,mobile,18-24,1
100910,2025-05-30,DE,mobile,18-24,0
100911,2025-01-21,DE,mobile,25-34,0
100912,2025-03-11,UK,mobile,45-54,0
100913,2025-04-22,FR,desktop,55+,1
100914,2025-01-04,FR,desktop,35-44,0
100915,2025-04-04,ES,desktop,18-24,1
100916,2025-03-16,UK,mobile,35-44,0
100917,2025-03-03,UK,mobile,35-44,1
100918,2025-04-04,DE,mobile,45-54,0
100919,2025-04-05,UK,mobile,45-54,0
100920,2025-06-01,FR,mobile,45-54,0
100921,2025-02-24,FR,mobile,25-34,0
100922,2025-05-17,ES,mobile,35-44,1
100923,2025-05-11,FR,tablet,25-34,0
100924,2025-01-31,FR,mobile,55+,0
100925,2025-02-09,UK,mobile,18-24,1
100926,2025-02-05,UK,mobile,18-24,1
100927,2025-06-01,UK,mobile,18-24,0
100928,2025-01-06,UK,desktop,45-54,1
100929,2025-03-07,FR,mobile,25-34,1
100930,2025-03-16,DE,mobile,25-34,0
100931,2025-01-04,FR,mobile,55+,1
100932,2025-03-20,DE,mobile,55+,0
100933,2025-05-14,ES,mobile,25-34,1
100934,2025-04-28,DE,desktop,25-34,0
100935,2025-04-23,DE,desktop,45-54,0
100936,2025-04-04,FR,desktop,55+,1
100937,2025-06-28,UK,mobile,35-44,1
100938,2025-03-03,UK,desktop,35-44,1
100939,2025-03-20,UK,mobile,25-34,0
100940,2025-05-16,ES,mobile,45-54,0
100941,2025-01-26,DE,desktop,35-44,0
100942,2025-06-28,UK,mobile,35-44,1
100943,2025-06-22,FR,mobile,18-24,0
100944,2025-02-13,DE,desktop,55+,0
100945,2025-05-13,UK,mobile,35-44,0
100946,2025-03-11,UK,mobile,25-34,1
100947,2025-06-03,ES,mobile,35-44,0
100948,2025-04-28,UK,desktop,35-44,0
100949,2025-03-09,UK,tablet,35-44,1
100950,2025-01-19,FR,desktop,35-44,1
100951,2025-01-20,ES,mobile,35-44,0
100952,2025-04-23,FR,mobile,55+,1
100953,2025-05-20,UK,mobile,18-24,0
100954,2025-02-16,UK,mobile,18-24,1
100955,2025-01-01,FR,mobile,18-24,1
100956,2025-03-31,FR,mobile,35-44,1
100957,2025-05-22,DE,mobile,35-44,1
100958,2025-03-05,UK,tablet,45-54,1
100959,2025-02-07,ES,mobile,35-44,1
100960,2025-02-06,UK,mobile,35-44,1
100961,2025-05-06,UK,mobile,55+,1
100962,2025-05-19,UK,desktop,25-34,1
100963,2025-04-10,UK,desktop,45-54,0
100964,2025-03-18,FR,desktop,25-34,0
100965,2025-01-03,FR,desktop,35-44,0
100966,2025-06-10,UK,mobile,35-44,1
100967,2025-05-14,FR,mobile,35-44,0
100968,2025-06-27,UK,mobile,18-24,1
100969,2025-01-10,DE,mobile,25-34,1
100970,2025-01-05,ES,mobile,35-44,0
100971,2025-05-31,UK,mobile,45-54,0
100972,2025-05-18,FR,tablet,25-34,0
100973,2025-06-21,UK,tablet,55+,0
100974,2025-05-10,UK,desktop,25-34,0
100975,2025-01-13,UK,desktop,35-44,0
100976,2025-06-17,DE,desktop,45-54,1
100977,2025-05-10,FR,mobile,35-44,0
100978,2025-03-25,UK,mobile,55+,0
100979,2025-03-06,DE,desktop,35-44,1
100980,2025-03-04,FR,desktop,35-44,0
100981,2025-04-11,DE,mobile,18-24,0
100982,2025-03-14,FR,tablet,25-34,1
100983,2025-01-17,FR,mobile,25-34,0
100984,2025-01-09,UK,mobile,45-54,1
100985,2025-05-23,UK,desktop,25-34,1
100986,2025-06-01,ES,mobile,25-34,1
100987,2025-02-07,UK,mobile,25-34,1
100988,2025-06-12,ES,mobile,18-24,1
100989,2025-04-04,FR,desktop,25-34,0
100990,2025-04-05,UK,mobile,45-54,0
100991,2025-02-18,UK,desktop,45-54,0
100992,2025-03-10,UK,mobile,35-44,0
100993,2025-03-03,ES,mobile,45-54,1
100994,2025-06-27,UK,tablet,25-34,1
100995,2025-03-19,UK,mobile,45-54,0
100996,2025-04-27,UK,tablet,18-24,1
100997,2025-04-30,UK,mobile,25-34,0
100998,2025-05-17,FR,tablet,35-44,1
100999,2025-06-11,UK,mobile,18-24,0
101000,2025-03-17,DE,mobile,35-44,1
101001,2025-02-04,UK,mobile,25-34,0
101002,2025-01-01,UK,mobile,45-54,1
101003,2025-02-09,FR,mobile,25-34,1
101004,2025-03-05,UK,mobile,25-34,1
101005,2025-05-30,ES,mobile,35-44,1
101006,2025-03-01,FR,mobile,25-34,1
101007,2025-03-05,UK,mobile,25-34,0
101008,2025-04-03,FR,desktop,18-24,1
101009,2025-03-13,UK,mobile,35-44,0
101010,2025-01-11,UK,desktop,35-44,1
101011,2025-04-15,ES,desktop,25-34,1
101012,2025-01-14,DE,desktop,55+,1
101013,2025-03-01,ES,mobile,45-54,1
101014,2025-01-30,FR,desktop,35-44,0
101015,2025-02-04,FR,tablet,35-44,1
101016,2025-06-14,UK,desktop,25-34,1
101017,2025-01-05,UK,mobile,35-44,0
101018,2025-03-24,DE,desktop,25-34,0
101019,2025-05-03,UK,desktop,18-24,0
101020,2025-03-19,DE,mobile,55+,1
101021,2025-06-03,DE,mobile,35-44,0
101022,2025-03-03,UK,mobile,25-34,0
101023,2025-05-12,FR,desktop,25-34,0
101024,2025-03-30,DE,mobile,35-44,1
101025,2025-02-11,UK,desktop,18-24,0
101026,2025-03-30,DE,mobile,18-24,0
101027,2025-05-26,FR,mobile,18-24,1
101028,2025-02-09,UK,mobile,25-34,0
101029,2025-03-13,FR,mobile,35-44,1
101030,2025-02-08,ES,tablet,18-24,1
101031,2025-04-14,UK,desktop,35-44,0
101032,2025-01-14,DE,desktop,25-34,0
101033,2025-02-01,UK,mobile,35-44,0
101034,2025-06-28,DE,desktop,55+,1
101035,2025-05-05,DE,mobile,35-44,1
101036,2025-06-15,UK,mobile,45-54,1
101037,2025-04-07,UK,mobile,55+,0
101038,2025-01-23,DE,desktop,25-34,0
101039,2025-03-04,FR,desktop,35-44,1
101040,2025-05-23,DE,tablet,45-54,0
101041,2025-06-02,UK,mobile,25-34,0
101042,2025-05-25,ES,desktop,25-34,1
101043,2025-02-22,DE,mobile,55+,0
101044,2025-04-14,ES,mobile,35-44,1
101045,2025-04-14,UK,mobile,25-34,0
101046,2025-06-28,FR,mobile,25-34,0
101047,2025-02-08,FR,mobile,45-54,0
101048,2025-06-28,UK,mobile,35-44,1
101049,2025-05-14,FR,desktop,35-44,0
101050,2025-03-08,UK,desktop,45-54,0
101051,2025-05-15,DE,mobile,35-44,1
101052,2025-06-28,FR,tablet,35-44,1
101053,2025-02-11,UK,mobile,45-54,1
101054,2025-01-15,DE,mobile,35-44,0
101055,2025-04-21,FR,desktop,35-44,0
101056,2025-06-06,UK,mobile,25-34,0
101057,2025-02-02,ES,mobile,25-34,1
101058,2025-06-04,ES,mobile,55+,1
101059,2025-06-13,FR,mobile,18-24,0
101060,2025-06-06,UK,desktop,25-34,0
101061,2025-02-07,DE,mobile,25-34,0
101062,2025-04-07,FR,mobile,45-54,0
101063,2025-06-04,UK,mobile,18-24,0
101064,2025-02-02,FR,desktop,25-34,1
101065,2025-03-27,FR,mobile,18-24,1
101066,2025-03-07,FR,desktop,35-44,1
101067,2025-01-10,UK,mobile,25-34,0
101068,2025-01-05,FR,mobile,25-34,0
101069,2025-05-03,ES,mobile,25-34,1
101070,2025-03-15,UK,mobile,45-54,1
101071,2025-04-07,DE,mobile,25-34,1
101072,2025-04-28,ES,mobile,18-24,0
101073,2025-02-07,FR,desktop,35-44,1
101074,2025-05-21,UK,mobile,55+,0
101075,2025-06-08,FR,desktop,35-44,1
101076,2025-02-16,FR,mobile,55+,1
101077,2025-04-19,DE,mobile,45-54,0
101078,2025-06-29,FR,mobile,18-24,0
101079,2025-01-15,ES,desktop,35-44,1
101080,2025-06-06,UK,mobile,25-34,1
101081,2025-05-16,UK,mobile,35-44,1
101082,2025-01-05,FR,mobile,25-34,1
101083,2025-06-06,UK,mobile,25-34,1
101084,2025-02-16,UK,mobile,55+,1
101085,2025-03-09,UK,mobile,25-34,0
101086,2025-03-17,UK,mobile,45-54,0
101087,2025-06-22,UK,mobile,18-24,0
101088,2025-05-10,ES,desktop,18-24,1
101089,2025-06-04,UK,mobile,45-54,0
101090,2025-04-05,DE,mobile,35-44,1
101091,2025-04-25,DE,mobile,45-54,1
101092,2025-06-13,ES,desktop,25-34,1
101093,2025-02-05,UK,mobile,35-44,0
101094,2025-01-26,ES,mobile,35-44,1
101095,2025-02-12,FR,mobile,35-44,0
101096,2025-01-27,FR,mobile,25-34,1
101097,2025-03-10,FR,mobile,55+,1
101098,2025-05-28,DE,desktop,35-44,0
101099,2025-01-11,UK,desktop,55+,1
101100,2025-03-15,DE,mobile,35-44,0
101101,2025-04-14,FR,mobile,35-44,0
101102,2025-02-07,DE,mobile,18-24,0
101103,2025-05-14,ES,mobile,25-34,0
101104,2025-01-23,UK,mobile,45-54,1
101105,2025-02-16,ES,mobile,25-34,0
101106,2025-03-31,UK,desktop,18-24,0
101107,2025-02-15,UK,mobile,25-34,0
101108,2025-04-17,UK,mobile,25-34,0
101109,2025-05-20,UK,mobile,55+,1
101110,2025-05-21,FR,mobile,45-54,0
101111,2025-04-14,UK,mobile,25-34,0
101112,2025-04-21,UK,desktop,18-24,1
101113,2025-04-14,ES,mobile,35-44,0
101114,2025-03-01,DE,desktop,35-44,1
101115,2025-06-20,DE,desktop,55+,1
101116,2025-04-10,ES,desktop,35-44,1
101117,2025-03-09,DE,mobile,25-34,1
101118,2025-05-13,UK,mobile,35-44,1
101119,2025-04-30,UK,mobile,55+,0
101120,2025-02-06,DE,mobile,35-44,1
101121,2025-03-13,UK,mobile,35-44,0
101122,2025-05-07,DE,desktop,25-34,1
101123,2025-04-16,UK,mobile,45-54,1
101124,2025-04-02,UK,mobile,45-54,0
101125,2025-01-31,FR,mobile,25-34,1
101126,2025-05-02,FR,mobile,25-34,1
101127,2025-05-17,FR,mobile,25-34,0
101128,2025-02-20,DE,desktop,25-34,1
101129,2025-01-29,UK,desktop,18-24,1
101130,2025-02-09,UK,desktop,25-34,0
101131,2025-02-10,ES,desktop,35-44,0
101132,2025-01-11,DE,desktop,18-24,0
101133,2025-05-31,UK,mobile,25-34,0
101134,2025-01-01,DE,desktop,45-54,1
101135,2025-02-15,UK,mobile,35-44,0
101136,2025-04-11,FR,mobile,35-44,1
101137,2025-05-29,UK,desktop,25-34,0
101138,2025-03-31,DE,mobile,35-44,1
101139,2025-04-20,DE,mobile,25-34,0
101140,2025-06-13,UK,mobile,45-54,0
101141,2025-02-26,ES,mobile,18-24,1
101142,2025-01-01,UK,desktop,35-44,0
101143,2025-03-04,UK,mobile,25-34,0
101144,2025-02-24,UK,mobile,45-54,1
101145,2025-04-25,UK,mobile,35-44,1
101146,2025-06-17,UK,mobile,25-34,0
101147,2025-05-23,FR,desktop,18-24,1
101148,2025-05-29,DE,mobile,35-44,0
101149,2025-06-24,FR,mobile,55+,0
101150,2025-02-22,UK,desktop,45-54,1
101151,2025-05-17,UK,tablet,18-24,1
101152,2025-06-29,UK,desktop,25-34,0
101153,2025-02-26,UK,desktop,55+,1
101154,2025-04-27,DE,mobile,35-44,0
101155,2025-06-03,UK,mobile,35-44,1
101156,2025-06-18,DE,mobile,55+,1
101157,2025-02-04,ES,desktop,45-54,0
101158,2025-03-04,FR,mobile,35-44,0
101159,2025-01-25,DE,mobile,25-34,1
101160,2025-03-31,FR,mobile,25-34,1
101161,2025-03-16,FR,mobile,35-44,0
101162,2025-02-07,FR,mobile,25-34,1
101163,2025-05-10,FR,tablet,25-34,1
101164,2025-05-15,UK,mobile,25-34,1
101165,2025-06-11,UK,desktop,18-24,1
101166,2025-04-01,UK,desktop,35-44,1
101167,2025-01-17,FR,mobile,35-44,1
101168,2025-05-08,UK,mobile,25-34,1
101169,2025-06-20,ES,mobile,25-34,0
101170,2025-04-18,DE,mobile,55+,1
101171,2025-06-28,UK,desktop,18-24,0
101172,2025-06-01,UK,mobile,45-54,0
101173,2025-01-25,ES,mobile,55+,1
101174,2025-06-29,DE,mobile,25-34,1
101175,2025-03-29,DE,tablet,35-44,1
101176,2025-06-10,UK,desktop,55+,1
101177,2025-06-26,UK,desktop,25-34,0
101178,2025-01-29,UK,desktop,35-44,1
101179,2025-03-04,UK,mobile,25-34,1
101180,2025-05-30,DE,desktop,25-34,0
101181,2025-06-03,DE,mobile,45-54,1
101182,2025-06-05,FR,desktop,45-54,1
101183,2025-04-24,ES,desktop,45-54,0
101184,2025-02-18,FR,mobile,25-34,1
101185,2025-03-22,FR,desktop,18-24,1
101186,2025-03-25,UK,desktop,35-44,1
101187,2025-04-15,ES,mobile,18-24,1
101188,2025-06-26,UK,desktop,35-44,0
101189,2025-05-28,ES,mobile,35-44,1
101190,2025-04-28,DE,mobile,35-44,1
101191,2025-03-27,UK,mobile,35-44,0
101192,2025-03-04,FR,mobile,25-34,0
101193,2025-04-14,ES,tablet,25-34,0
101194,2025-02-18,FR,desktop,25-34,1
101195,2025-03-12,ES,desktop,35-44,1
101196,2025-01-01,ES,mobile,35-44,1
101197,2025-05-21,UK,desktop,45-54,0
101198,2025-06-28,UK,mobile,45-54,1
101199,2025-05-03,ES,desktop,55+,0
101200,2025-03-03,DE,mobile,25-34,1
101201,2025-02-01,UK,mobile,18-24,0
101202,2025-06-07,UK,desktop,25-34,1
101203,2025-01-29,FR,mobile,45-54,1
101204,2025-02-18,ES,mobile,25-34,0
101205,2025-06-22,DE,mobile,45-54,0
101206,2025-01-30,DE,mobile,35-44,1
101207,2025-05-24,UK,mobile,55+,0
101208,2025-06-17,UK,mobile,55+,1
101209,2025-01-19,ES,mobile,18-24,1
101210,2025-01-18,UK,mobile,25-34,1
101211,2025-01-01,UK,desktop,35-44,0
101212,2025-03-19,UK,mobile,25-34,0
101213,2025-04-25,DE,tablet,25-34,0
101214,2025-06-24,ES,desktop,35-44,1
101215,2025-04-23,UK,mobile,25-34,0
101216,2025-04-24,FR,desktop,35-44,0
101217,2025-06-15,FR,desktop,35-44,0
101218,2025-06-28,ES,tablet,18-24,0
101219,2025-03-04,UK,mobile,25-34,0
