event_date,variant_id,gender,age,impressions,users,clicks,conversions,purchases,revenue
2011-02-17,control,M,30s,24,1,10,6,146,152.70000000000002
2011-10-16,test,M,50s,33,1,12,8,69,127.2
2011-08-22,control,F,20s,58,1,30,16,116,325.79999999999995
2011-03-16,control,M,20s,5,1,2,1,144,152.64
2010-12-06,control,M,40s,12,1,5,3,192,223.68
2011-05-13,control,F,40s,4,1,2,1,96,101.76
2011-09-02,test,M,40s,5,1,2,1,1,852.8
2011-08-02,control,F,50s,4,1,3,1,10,20.8
2011-03-02,control,F,50s,5,1,2,1,10,85.0
2011-05-17,test,F,20s,1,1,1,1,360,259.2
2011-06-15,test,F,20s,2,1,1,1,96,171.84
2011-07-29,test,M,30s,268,2,132,66,799,1036.7199999999998
2011-10-05,test,M,20s,103,3,49,29,306,562.66
2011-02-10,control,M,30s,335,1,162,84,344,510.9999999999999
2011-11-22,control,F,50s,417,3,198,98,508,904.6100000000001
2010-12-05,control,F,50s,737,4,348,190,604,1144.8500000000015
2010-12-02,test,M,50s,328,4,136,80,1157,1883.8299999999997
2011-07-08,control,F,40s,160,2,71,39,238,525.34
2011-06-16,control,M,50s,142,1,75,31,320,455.30000000000007
2011-01-06,test,M,40s,188,1,97,45,95,317.05999999999995
2011-02-15,test,F,40s,106,2,47,22,193,824.85
2011-01-14,control,M,50s,169,2,82,45,584,909.2199999999999
2011-09-15,test,F,40s,132,2,67,32,476,549.1
2011-04-13,control,M,50s,573,4,270,138,846,1556.7199999999996
2011-04-26,control,F,50s,233,1,110,56,291,285.37
2011-08-25,control,F,50s,175,4,91,44,686,1037.42
2011-06-07,control,M,20s,279,3,136,71,2129,2945.1600000000008
2011-09-11,test,M,30s,144,3,79,37,878,2303.7199999999993
2011-01-21,control,M,20s,456,3,236,115,2554,8681.720000000001
2011-07-14,test,M,40s,196,2,88,44,556,1034.2500000000002
2011-05-05,control,F,50s,236,3,101,62,404,914.4000000000002
2011-11-04,test,F,30s,455,2,211,114,585,1997.6800000000005
2011-11-08,control,F,40s,73,1,41,16,139,210.95000000000007
2010-12-06,test,F,30s,182,1,77,46,132,406.6899999999997
2011-01-10,test,M,20s,173,1,69,42,246,646.5399999999998
2011-04-11,test,F,30s,343,1,158,86,217,380.34000000000026
2011-01-19,test,M,20s,162,1,83,41,758,740.3899999999998
2011-09-12,test,F,50s,153,1,76,38,294,705.7399999999999
2011-07-22,control,M,50s,106,1,44,29,520,649.4599999999999
2011-10-05,control,M,30s,102,1,51,28,128,354.15
2011-09-14,test,F,30s,235,1,109,54,107,237.19
2011-11-27,test,F,20s,85,1,40,21,150,277.1599999999999
2011-04-08,control,F,30s,117,1,50,32,311,431.78000000000003
2010-12-15,test,F,30s,79,2,41,21,68,208.16
2011-11-08,test,F,30s,547,1,245,130,450,796.64
2011-08-19,test,M,40s,112,1,58,30,240,534.7000000000002
2010-12-06,test,F,20s,360,2,173,83,236,526.4400000000002
2011-10-05,test,M,30s,154,1,75,36,190,299.4099999999999
2011-11-27,test,F,30s,434,1,195,107,271,400.61999999999983
2011-01-20,control,M,40s,249,3,125,64,423,785.0500000000001
2011-07-27,control,F,30s,90,1,43,21,249,445.8500000000001
2011-11-08,test,F,20s,142,1,68,32,495,1833.6900000000005
2011-11-28,control,M,20s,338,3,156,77,384,1064.8800000000003
2011-07-28,control,F,50s,192,2,80,43,760,1145.5199999999993
2011-03-27,control,M,40s,371,1,175,90,322,609.9500000000002
2011-12-01,test,F,30s,547,2,248,129,543,848.6300000000002
2011-03-16,control,F,50s,90,1,39,22,166,352.59999999999997
2011-10-16,control,M,20s,606,3,285,163,2005,8883.21
2011-04-12,control,M,30s,326,3,163,86,2380,3925.7899999999995
2011-10-07,test,F,20s,105,1,55,27,342,427.59999999999997
2011-02-02,test,M,20s,13,2,7,4,4,21.849999999999998
2011-02-13,control,M,50s,98,1,44,25,382,981.9000000000001
2011-06-27,test,M,40s,128,1,53,30,271,510.45
2011-07-17,test,M,30s,138,1,71,30,236,201.25000000000003
2011-02-24,control,M,30s,96,1,47,23,139,405.0300000000001
2010-12-09,test,M,40s,97,2,55,26,190,614.5299999999999
2011-04-18,test,M,40s,219,1,104,63,362,484.2499999999999
2011-07-29,test,M,20s,61,2,34,14,77,215.85
2010-12-02,test,F,50s,489,2,226,127,332,675.05
2011-06-14,control,F,20s,452,2,221,119,364,1076.1399999999999
2010-12-12,test,F,50s,214,2,111,63,295,579.2699999999999
2011-10-05,control,M,20s,237,3,113,53,992,1078.69
2011-12-01,test,F,20s,44,2,21,11,144,462.80000000000007
2011-07-27,test,F,30s,203,1,100,58,142,252.22
2011-01-04,test,F,30s,355,2,169,84,266,801.5699999999998
2011-06-06,test,M,50s,13,1,8,4,324,612.0
2011-11-18,control,M,50s,103,2,55,27,364,1238.6
2011-03-21,test,M,30s,190,2,85,52,151,262.6699999999999
2011-04-08,control,F,20s,4,1,2,1,1,1867.86
2011-03-29,control,M,50s,166,3,77,41,425,877.9500000000003
2011-05-25,control,M,20s,114,1,51,29,464,714.7700000000002
2011-08-15,test,F,20s,81,1,39,20,51,68.08000000000001
2011-01-26,control,F,20s,70,2,38,20,287,365.8
2011-09-22,test,M,20s,146,1,69,32,171,275.4000000000001
2011-05-03,test,M,40s,65,1,28,18,160,288.59999999999997
2011-04-04,test,F,50s,29,1,18,7,27,124.15
2011-03-20,test,M,30s,136,3,63,41,443,669.3899999999998
2011-01-10,control,F,20s,49,1,26,13,522,402.65999999999997
2010-12-23,control,M,20s,78,1,36,20,65,256.61
2010-12-16,control,F,50s,142,2,64,34,185,440.99999999999994
2010-12-03,control,M,30s,144,1,74,39,343,754.8700000000003
2011-10-27,control,F,30s,102,2,54,25,227,498.41
2011-11-22,test,M,30s,46,2,27,13,218,364.9
2011-08-22,test,M,30s,317,1,141,79,629,319.55
2010-12-19,test,F,30s,179,2,82,46,1028,2345.9599999999987
2011-01-27,test,F,40s,208,1,96,50,231,316.21000000000004
2011-03-13,test,M,20s,80,1,40,23,47,183.24999999999997
2011-05-20,test,M,50s,167,1,80,42,333,691.54
2011-08-22,test,M,20s,59,1,31,17,192,931.4999999999999
2011-11-13,control,M,50s,32,1,12,8,68,141.44000000000003
2011-06-14,test,F,50s,58,1,27,14,132,306.46
2011-08-01,control,F,50s,63,1,27,14,220,457.60000000000014
2011-04-15,control,F,30s,91,2,45,24,180,469.1999999999999
2011-11-17,test,M,50s,87,1,39,21,418,305.38
2011-03-21,test,M,20s,171,1,89,40,259,614.8500000000003
2011-09-11,test,F,40s,81,1,40,20,108,277.55
2011-05-25,control,M,30s,44,1,23,10,35,152.35000000000002
2011-05-24,control,F,20s,19,1,10,5,100,339.70000000000005
2011-12-04,control,M,50s,234,3,119,57,363,871.96
2011-11-20,control,F,40s,224,1,107,55,282,613.78
2011-12-08,control,M,20s,163,2,82,41,116,278.55999999999995
2011-05-13,control,M,50s,72,1,34,17,166,333.8
2011-06-05,control,M,50s,122,1,59,31,290,493.6800000000001
2011-04-28,test,M,50s,55,1,23,16,161,112.25000000000004
2011-01-28,test,M,40s,68,2,35,18,83,344.16
2011-03-30,test,M,30s,46,1,22,14,488,611.94
2011-02-14,control,F,30s,76,1,38,21,27,101.45000000000005
2011-05-06,control,M,40s,60,2,32,13,306,377.29
2011-11-10,control,M,40s,176,2,83,45,452,808.9899999999998
2011-08-23,control,M,30s,162,2,73,40,382,478.36999999999995
2011-09-04,control,M,50s,108,1,49,29,85,313.05
2011-04-05,test,M,40s,60,1,31,16,145,335.07
2011-09-20,test,M,50s,86,2,43,26,1544,3276.12
2011-11-04,test,F,20s,95,1,49,25,131,190.88
2011-03-25,control,F,20s,68,1,35,17,215,194.92000000000002
2011-10-28,control,M,40s,63,1,31,18,150,296.07
2011-04-15,control,M,50s,88,1,37,21,161,328.15
2011-04-08,test,F,50s,25,1,12,5,39,129.45
2011-10-07,test,F,30s,609,3,304,154,633,1708.1999999999998
2011-11-22,test,M,20s,95,2,41,25,99,268.19
2011-11-15,control,F,40s,33,1,11,6,48,261.3
2011-02-22,test,F,50s,73,1,33,19,393,487.75
2011-03-20,test,M,20s,111,1,53,31,371,986.7500000000002
2011-07-24,control,M,50s,92,2,43,25,242,432.43000000000006
2011-08-23,control,M,20s,175,1,81,43,100,128.31
2011-06-29,test,F,40s,49,1,29,14,270,406.4599999999999
2011-01-11,test,F,20s,53,1,29,17,144,252.42000000000004
2011-11-07,test,F,50s,58,1,30,16,189,335.47
2011-08-31,test,M,40s,46,1,21,11,821,1475.44
2011-10-13,test,M,20s,4,1,3,1,4,10.2
2011-11-22,control,M,50s,205,2,88,46,363,957.66
2011-11-04,test,M,20s,108,1,55,26,186,239.55999999999986
2010-12-20,control,M,20s,31,1,13,8,45,134.14
2011-07-29,control,M,40s,28,1,13,8,28,139.6
2011-06-13,control,F,30s,62,2,36,17,123,267.1300000000001
2011-01-06,control,F,20s,80,1,42,17,711,563.1500000000001
2011-09-12,test,M,30s,77,1,31,18,422,309.70000000000005
2011-10-18,control,F,40s,57,1,26,14,182,281.42
2011-08-12,test,M,40s,52,1,22,13,195,210.05
2011-11-09,test,M,50s,20,1,8,4,48,49.800000000000004
2011-11-29,test,M,30s,30,1,17,9,112,152.32
2010-12-03,control,M,20s,29,1,17,9,222,215.58
2011-04-19,test,F,50s,202,2,93,52,526,825.8399999999995
2011-11-29,test,M,20s,53,3,26,15,167,759.6999999999999
2011-05-05,control,M,20s,92,1,46,20,78,239.52000000000004
2010-12-10,test,F,30s,29,1,13,7,56,106.4
2011-11-09,control,M,40s,37,2,11,7,54,175.3
2011-03-31,test,M,30s,26,1,10,4,26,61.10000000000001
2011-07-12,test,F,50s,52,1,24,12,89,204.34999999999997
2011-01-14,control,F,30s,25,1,13,6,76,127.80000000000001
2011-12-08,control,M,30s,88,1,44,23,104,227.25
2011-08-26,control,M,50s,43,1,16,9,234,191.10000000000002
2011-08-05,test,M,40s,120,3,58,30,347,575.6700000000001
2011-03-23,test,F,40s,27,1,12,7,192,330.24
2011-06-08,control,F,30s,37,1,20,9,260,320.9200000000001
2011-09-19,control,F,40s,44,1,25,11,48,275.0
2011-09-14,test,F,20s,17,1,9,5,250,621.6600000000001
2011-02-10,test,M,30s,34,1,16,9,59,168.35
2011-01-31,test,F,30s,78,1,35,23,35,93.60000000000001
2011-07-18,test,F,40s,42,1,20,11,84,183.5
2011-02-11,test,M,50s,4,1,1,1,2400,2256.0
2011-02-07,test,F,50s,45,1,25,11,99,182.85000000000002
2011-08-03,test,M,50s,38,1,18,8,699,1202.22
2011-02-27,test,M,20s,37,1,20,10,73,145.05
2011-04-07,test,M,20s,7,1,3,1,16,175.2
2011-10-12,test,F,50s,32,1,16,7,50,118.22
2011-03-30,control,M,50s,9,1,3,3,31,116.45
2011-03-25,control,F,30s,27,1,13,7,34,102.69999999999999
2011-11-04,control,M,20s,82,1,43,20,518,627.0
2011-06-28,test,M,50s,35,1,19,8,792,1883.6000000000001
2011-12-08,test,F,50s,21,1,9,6,265,275.4
2011-08-24,control,M,40s,18,1,4,4,264,116.88
2011-04-17,test,F,40s,7,1,4,1,1,2.1
2011-01-11,control,F,50s,50,1,25,13,92,355.8
2011-07-24,control,F,20s,5,1,1,1,96,244.8
2011-05-20,control,F,40s,24,1,14,6,41,118.55
2011-02-10,test,M,20s,7,1,3,2,184,160.4
2011-01-26,control,F,30s,10,1,6,2,128,326.4
2011-09-01,control,F,30s,15,1,7,4,25,77.31
2011-06-19,test,F,50s,10,1,4,3,30,88.50000000000001
2011-12-09,control,M,40s,6,1,3,2,72,171.60000000000002
2011-06-06,control,F,20s,2,1,1,1,10,57.5
2011-10-11,test,M,40s,220,1,105,58,183,399.24999999999994
2011-11-14,test,M,30s,94,2,42,24,231,525.62
2011-06-08,control,M,20s,172,1,77,41,82,193.20000000000007
2011-08-22,test,F,50s,279,2,138,69,756,1191.55
2011-05-10,control,F,40s,348,3,152,78,847,1203.18
2011-02-24,test,F,20s,122,2,61,29,448,520.08
2011-07-10,test,F,50s,130,1,63,31,235,198.56
2011-03-11,control,M,20s,267,3,129,69,733,1050.79
2011-10-17,test,F,50s,200,2,93,46,328,418.6699999999999
2011-07-31,control,F,50s,1075,2,508,269,1003,1132.4599999999987
2011-11-09,control,F,50s,498,3,227,123,1216,1433.0800000000013
2010-12-16,test,F,30s,156,4,74,38,530,1305.66
2011-10-30,control,F,30s,184,2,89,48,779,1195.0899999999997
2011-10-19,control,M,50s,134,2,63,29,782,694.1600000000002
2011-11-27,test,M,50s,180,1,74,39,359,426.37
2011-11-11,control,M,20s,738,4,348,174,3305,5018.459999999999
2011-11-10,control,F,50s,815,3,390,209,1026,1545.3600000000015
2011-04-27,test,M,30s,137,1,57,37,150,228.14999999999995
2011-01-23,test,M,50s,154,1,74,41,67,162.99999999999997
2011-04-01,control,M,50s,152,1,74,35,101,292.84999999999997
2011-08-15,control,F,50s,68,1,40,17,186,434.74
2011-05-06,test,F,30s,255,2,121,59,179,484.97
2011-09-05,test,M,20s,100,1,50,26,307,497.61000000000007
2011-04-26,test,M,40s,560,2,270,138,1757,2225.7400000000007
2011-11-01,control,M,40s,268,4,124,70,944,1922.7800000000004
2011-11-14,test,M,20s,67,1,31,19,61,137.57999999999998
2011-05-18,test,F,30s,164,2,84,44,4649,6620.269999999997
2011-03-20,test,F,50s,81,2,45,22,280,915.6199999999999
2010-12-06,control,M,30s,98,2,44,26,113,278.4
2011-07-11,control,F,20s,224,1,104,55,489,631.6500000000001
2011-08-25,test,F,30s,247,3,116,63,256,892.6700000000003
2011-04-19,control,M,50s,130,1,58,34,478,429.57000000000005
2011-04-14,test,M,20s,453,3,230,113,958,2072.62
2011-09-15,control,F,20s,330,2,153,79,485,1066.45
2011-05-13,control,F,20s,366,2,168,89,289,424.2499999999999
2011-07-13,test,F,20s,177,1,89,48,97,105.78000000000004
2011-04-28,control,M,50s,196,2,99,46,429,880.7399999999999
2011-07-26,test,M,20s,98,1,41,18,290,625.1
2011-07-13,test,F,30s,169,1,75,42,581,610.0100000000001
2011-05-20,test,F,40s,98,3,48,24,342,870.8199999999998
2011-09-26,test,F,30s,188,1,87,47,204,183.54
2011-11-24,control,F,20s,232,1,109,54,351,521.21
2011-11-28,test,F,40s,162,3,72,33,417,448.23999999999995
2011-06-30,test,F,30s,235,1,110,58,207,306.28999999999985
2011-01-17,control,M,20s,211,2,101,56,278,769.7200000000001
2011-02-01,test,M,40s,164,3,76,44,251,645.1100000000004
2011-07-19,test,M,30s,126,1,56,30,248,554.84
2011-04-20,control,M,30s,99,2,48,27,198,423.98000000000025
2011-06-30,test,F,20s,115,2,56,30,8469,19817.079999999998
2011-08-28,test,F,40s,179,1,82,46,110,259.93
2011-05-29,control,M,50s,116,1,49,30,258,582.7299999999999
2011-11-18,test,F,30s,342,1,157,87,135,314.08000000000004
2011-07-06,test,F,30s,266,1,130,67,85,197.8699999999999
2011-05-06,test,M,30s,69,1,35,17,60,90.12
2011-02-22,test,M,40s,286,3,133,71,4408,4048.499999999999
2011-04-27,test,M,20s,117,1,53,30,320,506.37999999999994
2011-07-12,control,M,40s,124,1,55,31,164,263.38
2011-10-07,control,M,20s,121,1,61,28,160,291.26000000000005
2011-06-05,test,M,20s,98,1,47,25,100,302.42
2011-06-27,test,F,30s,408,1,209,107,324,447.5999999999998
2010-12-05,test,F,50s,262,2,144,71,269,526.31
2011-11-22,test,F,40s,55,1,33,14,137,221.36000000000004
2011-04-13,test,F,30s,88,1,44,23,3500,4018.3599999999997
2011-03-01,control,M,20s,213,3,102,55,1416,3137.21
2011-09-15,control,M,40s,123,1,61,31,119,244.70000000000002
2011-05-10,control,M,40s,30,1,12,6,90,404.7
2011-09-11,control,M,50s,75,1,38,18,186,305.62
2011-04-28,control,F,30s,123,1,64,35,64,222.47
2011-01-25,control,F,40s,115,1,49,28,153,355.12
2011-02-14,test,M,40s,102,1,50,23,222,317.11999999999995
2011-01-12,test,M,20s,130,1,66,29,197,492.6499999999999
2010-12-15,control,F,40s,11,1,6,4,132,67.24
2011-11-07,control,F,50s,278,3,120,69,554,1258.6599999999999
2011-07-20,test,F,40s,161,1,72,38,55,111.04000000000006
2010-12-06,control,F,40s,169,2,83,45,494,636.61
2010-12-03,test,F,20s,7,1,4,1,120,1314.0
2010-12-21,test,M,50s,16,1,8,4,236,479.4
2010-12-13,control,M,40s,35,1,15,10,73,177.35000000000002
2010-12-16,test,F,20s,136,2,56,32,622,518.8199999999999
2010-12-09,control,M,40s,128,2,61,33,333,864.6499999999999
2011-10-14,control,M,20s,56,1,30,15,1006,3528.34
2011-11-21,control,M,40s,169,1,89,47,110,192.39999999999998
2011-10-27,test,M,20s,135,2,62,36,479,791.0000000000002
2010-12-03,test,F,30s,118,1,51,29,136,339.5399999999999
2011-11-27,control,F,40s,196,1,96,52,104,267.75999999999993
2011-02-21,test,F,30s,49,2,22,15,129,400.40000000000003
2011-06-14,control,M,30s,41,1,24,13,748,1393.4799999999998
2011-10-18,control,M,50s,262,3,141,73,1096,1248.8300000000004
2011-08-22,control,F,40s,80,1,32,18,210,409.76
2011-01-09,control,M,30s,101,1,48,25,93,145.5
2011-09-30,control,F,50s,126,1,68,30,293,618.59
2011-08-04,control,F,20s,96,1,49,24,230,496.24
2011-09-19,control,M,50s,93,2,48,25,251,576.8700000000001
2011-07-18,control,M,50s,120,3,61,30,554,779.0299999999999
2011-02-08,control,M,40s,153,1,66,40,224,449.97999999999996
2011-03-07,test,M,50s,143,1,77,37,313,638.6499999999999
2010-12-06,control,M,20s,67,2,33,17,139,314.04999999999995
2011-03-09,test,M,40s,43,1,20,10,90,210.89999999999998
2011-06-30,control,M,40s,111,1,54,29,309,482.5999999999999
2011-06-24,control,F,40s,74,1,33,15,168,497.9
2011-06-24,test,F,40s,46,2,25,11,330,471.4
2011-03-08,control,M,50s,85,1,41,19,169,301.40000000000003
2011-05-22,control,M,20s,123,2,63,34,98,326.84000000000003
2011-02-14,test,F,30s,85,1,41,20,61,151.67999999999998
2011-08-25,test,F,20s,61,2,31,17,378,534.51
2011-02-06,control,M,30s,79,1,33,19,34,108.07
2011-10-19,control,F,50s,28,1,10,6,269,318.8
2011-02-04,control,M,50s,26,1,15,7,2910,1987.6200000000001
2011-07-06,control,F,40s,41,1,17,9,74,167.50000000000003
2011-04-27,control,F,30s,26,1,14,8,94,154.66000000000003
2011-02-17,control,M,40s,108,2,45,27,224,350.09999999999997
2011-04-20,test,F,40s,248,4,110,62,707,1497.9599999999996
2011-02-16,test,F,40s,28,1,19,7,144,363.36
2011-03-03,test,F,50s,20,1,7,5,347,482.81000000000006
2011-06-08,control,M,30s,37,1,19,9,55,151.95000000000002
2011-08-25,control,M,50s,38,1,16,9,90,341.1
2011-07-11,control,M,30s,151,1,79,40,372,793.8799999999999
2011-07-25,test,M,50s,57,2,29,13,164,297.34000000000003
2011-04-08,test,M,20s,24,1,10,6,66,213.80000000000004
2011-05-06,control,F,30s,22,1,10,5,21,93.75
2011-10-30,control,F,20s,73,1,37,21,51,149.30999999999995
2011-05-23,control,M,40s,36,1,14,7,424,698.8800000000001
2011-07-19,test,M,20s,11,1,6,4,172,186.20000000000002
2011-01-21,test,F,40s,12,1,2,2,3,8.25
2011-05-12,test,M,50s,112,2,53,26,633,910.52
2011-11-03,test,M,20s,92,2,42,25,227,482.75
2011-06-19,control,M,50s,130,1,56,33,81,382.9
2011-03-11,control,M,30s,18,1,9,5,84,156.6
2011-12-07,control,F,40s,145,3,73,37,307,577.4200000000002
2011-05-18,test,F,20s,22,1,9,6,101,157.9
2011-04-08,control,M,50s,102,1,51,31,262,609.74
2011-10-18,test,F,40s,59,1,28,13,87,211.92999999999998
2011-10-25,test,F,50s,54,1,29,15,330,733.94
2010-12-19,test,M,40s,62,1,26,17,56,193.63999999999996
2011-04-01,test,F,50s,7,1,2,1,40,102.0
2011-11-25,control,M,40s,16,1,8,4,92,107.0
2011-07-22,test,F,40s,40,2,24,13,192,511.13999999999993
2010-12-17,control,F,50s,33,1,19,10,146,415.7
2011-03-22,control,M,40s,101,1,52,27,112,198.02
2011-08-31,control,F,30s,7,1,3,2,49,219.0
2011-01-10,control,M,50s,3,1,2,1,200,212.0
2011-10-31,test,F,40s,4,1,1,1,1,15.0
2011-01-12,test,M,30s,6,1,1,1,1,0.85
2011-10-04,test,F,20s,20,1,10,5,202,520.54
2011-01-20,test,M,50s,20,1,13,5,309,957.63
2011-08-19,control,M,20s,18,1,7,4,49,138.68
2011-11-18,control,F,30s,3,1,2,1,40,102.0
2011-09-14,control,F,30s,3,1,2,1,216,228.96
2011-06-21,test,F,30s,304,1,144,75,208,355.4299999999999
2011-08-31,control,M,50s,285,3,124,68,403,789.8400000000004
2011-02-27,test,F,50s,69,1,29,16,260,333.48
2011-12-02,test,F,30s,316,2,152,78,178,326.8900000000001
2011-01-21,test,M,40s,140,1,68,30,73,125.13000000000004
2010-12-12,control,M,20s,184,1,85,46,128,172.70999999999992
2011-10-25,control,F,50s,304,2,149,73,948,1886.6499999999996
2011-09-26,control,F,50s,188,2,93,48,300,638.3199999999999
2011-03-24,control,F,50s,78,1,36,18,210,310.4
2011-09-30,test,M,20s,387,3,190,101,1044,1771.13
2011-10-27,test,F,50s,133,2,60,39,251,590.94
2010-12-03,test,M,30s,103,3,46,27,186,461.68
2011-04-04,control,F,30s,172,1,84,40,123,375.00000000000006
2011-10-20,test,M,30s,925,3,429,229,487,1133.6300000000003
2010-12-12,control,M,30s,238,1,113,62,88,212.60000000000005
2011-08-30,test,F,50s,210,2,102,51,183,391.6899999999998
2011-01-31,test,M,50s,38,1,18,10,114,177.5
2011-10-17,control,M,50s,249,4,115,67,536,1166.5499999999997
2011-01-30,test,F,20s,225,2,112,61,160,257.84999999999985
2011-12-02,test,F,20s,71,2,32,18,1276,1241.7100000000003
2011-09-21,control,M,50s,100,2,45,24,712,1142.8799999999999
2011-07-15,control,M,20s,101,1,44,25,286,472.8100000000001
2011-02-23,control,M,40s,166,1,75,40,711,622.88
2011-11-02,control,F,40s,209,1,109,55,127,191.71999999999997
2011-09-01,test,M,20s,189,1,92,44,208,559.7200000000001
2011-03-09,control,F,50s,387,2,178,97,565,1550.78
2011-04-27,test,F,30s,258,1,123,63,188,261.24
2010-12-05,control,M,20s,306,3,151,74,725,1289.8899999999999
2011-02-02,control,M,50s,72,1,43,21,199,349.27000000000004
2011-07-04,test,M,40s,50,1,20,12,77,107.69999999999999
2011-11-07,test,M,20s,107,4,53,25,511,699.0100000000001
2011-10-12,control,M,40s,177,2,78,42,415,689.6800000000002
2011-09-01,test,F,30s,323,2,152,85,292,476.31000000000006
2011-11-28,control,F,30s,111,1,57,30,136,300.02000000000004
2011-09-20,control,F,40s,27,1,14,6,82,105.89999999999999
2011-11-04,control,F,30s,160,1,79,42,248,283.16999999999996
2011-08-02,test,M,40s,251,2,129,63,550,1184.04
2011-10-16,test,F,50s,245,1,126,63,125,197.41
2011-12-02,control,M,50s,229,1,113,55,460,894.2500000000003
2011-09-29,control,F,50s,127,2,64,32,372,555.8600000000001
2011-10-03,test,F,40s,157,1,71,40,340,864.1899999999999
2011-04-07,control,M,40s,234,1,113,57,194,191.05999999999997
2011-05-24,control,M,40s,42,1,20,12,250,342.46000000000004
2011-01-13,test,M,20s,142,3,61,36,265,656.39
2011-01-28,test,F,30s,224,2,111,58,700,989.9099999999996
2011-04-21,test,M,50s,301,2,143,69,626,1261.9199999999996
2011-08-09,control,M,50s,103,1,47,23,280,335.2799999999999
2011-07-19,control,M,20s,458,2,234,124,3070,9552.440000000002
2011-06-02,control,F,40s,70,1,34,18,183,345.97
2011-09-27,test,M,40s,239,3,112,59,364,589.8500000000001
2011-06-17,control,M,50s,86,1,45,20,466,381.35999999999996
2011-12-05,test,F,20s,160,3,74,41,311,630.9799999999999
2011-02-24,control,F,50s,45,1,22,9,68,116.19999999999997
2011-01-19,control,M,50s,225,1,115,57,182,335.6299999999999
2011-11-17,control,M,40s,149,2,67,39,328,443.5199999999999
2011-05-19,test,F,40s,110,2,47,29,242,555.8200000000002
2011-10-12,control,F,20s,136,1,66,34,189,223.92
2011-10-10,control,F,50s,174,2,82,41,517,730.6599999999999
2011-04-04,control,F,20s,300,3,140,67,594,926.0000000000001
2011-10-06,control,M,50s,160,2,74,40,178,296.76
2011-11-30,test,F,50s,349,2,159,90,1042,1706.7000000000007
2011-04-10,control,M,50s,62,1,27,16,226,329.04999999999995
2011-12-05,test,F,30s,115,1,57,29,4732,5401.979999999999
2011-07-29,control,F,20s,78,1,36,20,368,532.8
2011-09-13,test,M,50s,380,1,180,98,1147,1126.4700000000005
2011-03-11,test,M,40s,4,1,2,1,120,14.4
2011-10-06,control,F,20s,40,1,13,8,67,139.88
2011-05-16,test,F,30s,375,1,169,93,220,466.2799999999998
2011-05-04,test,F,40s,155,3,74,44,586,1122.7100000000005
2011-02-14,control,M,40s,80,2,37,22,258,1125.34
2011-10-28,test,M,40s,239,2,110,63,5289,8988.760000000004
2011-06-15,control,F,40s,37,1,18,10,101,171.63
2011-09-19,test,M,40s,329,3,156,83,583,1569.1599999999999
2011-10-26,test,F,30s,232,1,123,60,334,404.77
2011-01-31,control,M,50s,341,3,164,82,1256,1451.2400000000002
2010-12-16,test,M,20s,123,3,49,29,367,664.1700000000001
2011-08-12,control,F,50s,99,2,40,21,655,915.0899999999999
2011-07-13,control,M,40s,135,1,56,30,294,516.12
2011-07-07,test,M,20s,143,2,75,36,217,524.4599999999998
2011-01-30,test,F,30s,94,1,45,25,82,165.9
2011-11-08,control,M,20s,44,1,23,10,124,258.42
2011-08-18,test,M,20s,108,2,60,29,165,424.79
2011-10-12,control,F,30s,154,3,77,37,458,664.0600000000001
2011-07-28,test,F,20s,36,1,16,9,2733,10732.35
2011-01-06,test,F,30s,52,1,25,13,149,175.14999999999998
2011-06-26,test,F,50s,53,1,23,14,142,222.32000000000002
2011-07-31,test,F,40s,98,1,47,24,225,408.33
2011-03-17,control,M,20s,195,3,92,51,244,511.1200000000001
2010-12-14,test,M,40s,116,2,55,29,311,540.0499999999998
2011-11-14,control,F,50s,37,1,19,10,72,243.53
2011-05-08,control,F,50s,62,1,30,17,290,426.8399999999999
2011-09-13,control,F,50s,158,1,75,37,360,921.4000000000001
2010-12-05,control,M,30s,284,1,136,69,252,423.51999999999987
2011-11-04,control,F,20s,11,1,5,3,13,42.45
2011-08-01,test,M,40s,102,2,51,25,90,433.00000000000006
2011-03-18,control,F,50s,377,2,174,97,415,796.3999999999999
2011-01-13,test,M,30s,160,1,67,36,294,336.07000000000005
2011-02-20,control,F,30s,48,1,22,13,110,177.68
2011-10-06,control,F,30s,42,1,17,11,112,460.4
2011-11-11,control,F,50s,27,1,13,6,116,197.64000000000001
2011-07-05,control,F,20s,12,1,4,3,606,467.7
2011-01-06,test,F,20s,22,2,10,5,959,1357.35
2011-05-05,test,M,30s,114,2,47,28,365,566.3100000000001
2011-01-11,control,M,50s,32,1,15,9,348,602.4399999999999
2010-12-07,control,M,50s,47,1,20,12,476,713.88
2011-04-26,test,F,20s,44,1,22,11,110,205.7
2011-02-28,test,M,40s,51,1,20,13,214,353.43
2011-10-30,control,M,20s,92,1,49,22,83,124.93999999999998
2011-10-24,test,F,50s,116,1,57,26,91,180.27000000000004
2011-09-05,control,M,30s,39,1,22,7,148,537.3
2010-12-08,control,F,50s,38,1,18,10,151,514.39
2011-11-03,test,F,50s,144,2,75,35,244,631.8
2011-10-10,test,M,50s,6,1,4,1,200,358.0
2011-09-05,control,F,40s,54,1,26,16,34,131.64
2011-05-25,test,M,40s,182,2,92,44,370,718.5400000000001
2010-12-03,control,F,50s,43,1,19,11,42,334.29999999999995
2011-07-22,control,F,50s,83,1,35,21,202,572.9300000000001
