event_date,variant_id,gender,age,row_count,user_count,click_sum,conversion_sum,purchase_sum,revenue_sum,click_sq_sum,conversion_sq_sum,purchase_sq_sum,revenue_sq_sum
2011-03-10,control,F,30s,139,2,63,34,363,528.45,63,34,6151,9808.227900000002
2011-04-14,test,F,50s,37,1,16,8,338,301.42,16,8,41922,22958.928200000002
2011-08-04,test,F,40s,98,1,47,24,196,476.29999999999995,47,24,2538,15199.378199999996
2011-03-23,test,M,40s,134,1,65,32,404,589.4,65,32,10062,15147.2558
2011-08-07,control,M,40s,122,2,53,32,459,910.3100000000001,53,32,11475,50341.456300000005
2011-11-16,control,M,50s,161,2,74,41,369,717.2500000000005,74,41,4811,14970.074300000004
2011-06-03,control,M,40s,185,1,85,47,356,1109.3199999999997,85,47,3898,36212.53140000001
2011-01-05,control,M,50s,32,1,13,6,224,229.56,13,6,13152,11467.368000000002
2011-09-01,control,M,40s,57,1,34,16,98,125.55,34,16,1580,2047.4174999999998
2011-12-05,control,F,20s,35,1,19,9,192,297.47999999999996,19,9,5256,15027.0264
2011-09-13,control,M,20s,112,1,55,30,361,679.69,55,30,30185,97190.8823
2011-09-16,test,F,20s,57,1,28,16,170,271.28,28,16,2132,5136.452
2011-08-03,control,M,20s,150,3,74,39,1661,1837.1599999999999,74,39,251417,174207.9168
2011-10-09,test,M,40s,79,1,35,20,49,129.93,35,20,249,1986.4439
2011-11-10,test,F,30s,85,2,45,21,257,483.4000000000001,45,21,7257,12974.878799999999
2011-03-31,control,M,50s,43,1,20,12,246,301.6,20,12,7548,10406.192800000003
2011-09-21,control,F,30s,81,1,34,22,458,569.34,34,22,14900,18071.2116
2011-07-03,control,F,40s,106,1,48,32,171,155.79999999999998,48,32,3959,1491.3045999999997
2011-05-23,test,F,20s,6,1,4,1,24,204.0,4,1,576,41616.0
2011-07-01,test,F,40s,13,1,6,3,132,351.48,6,3,7632,69779.2464
2011-03-17,test,M,20s,34,1,17,8,388,606.84,17,8,45232,63756.44640000001
2011-11-23,test,F,40s,45,1,25,11,111,219.22999999999996,25,11,2833,5796.0245
2011-03-25,test,M,50s,36,1,20,9,864,1490.88,20,9,112992,319012.61759999994
2011-08-03,control,M,30s,110,1,48,25,274,444.2200000000001,48,25,4050,8734.5714
2011-04-13,test,M,30s,23,1,10,6,248,186.88000000000002,10,6,37568,8802.131200000002
2011-02-25,test,M,50s,41,1,19,12,85,234.15,19,12,709,5109.952500000001
2011-08-12,control,M,20s,70,1,34,20,180,366.11,34,20,2466,7026.6981
2011-06-24,test,M,20s,40,1,18,10,162,229.26,18,10,4108,5897.7356
2011-05-12,control,M,30s,28,1,12,8,222,281.65999999999997,12,8,11972,19370.4676
2011-12-04,test,F,50s,56,1,29,17,149,240.66999999999996,29,17,1897,5836.311299999999
2011-05-23,test,M,30s,19,1,6,4,180,109.80000000000001,6,4,21168,6584.76
2011-12-06,test,M,20s,12,1,6,3,180,302.04,6,3,11664,33969.844800000006
2011-08-28,control,M,50s,4,1,2,1,12,35.400000000000006,2,1,144,1253.1600000000003
2011-01-24,control,M,30s,20,1,9,5,109,163.49999999999997,9,5,10039,21129.765
2011-12-06,control,M,40s,4,1,1,1,24,61.2,1,1,576,3745.4400000000005
2011-10-25,control,M,50s,12,2,5,3,1548,633.96,5,3,1545552,236559.0096
2011-11-18,test,M,20s,4,1,2,2,16,92.4,2,2,160,4617.360000000001
2011-09-06,test,F,20s,10,1,7,2,12,99.0,7,2,72,4900.5
2011-07-24,test,F,40s,12,1,7,3,144,354.24,7,3,8064,69823.296
2011-03-11,test,F,20s,3,1,2,1,480,345.6,2,1,230400,119439.36000000002
2011-11-10,test,F,20s,4,1,2,1,1000,1790.0,2,1,1000000,3204100.0
2011-11-24,control,M,40s,6,1,4,2,36,39.480000000000004,4,2,720,989.8704
2010-12-23,test,M,30s,9,1,6,3,120,344.88,6,3,5184,43257.888
2011-03-17,test,F,40s,1,1,1,1,12,71.4,1,1,144,5097.960000000001
2011-06-03,control,M,20s,115,1,45,29,169,228.6299999999999,45,29,2735,3678.079699999999
2011-07-05,control,M,50s,116,3,53,26,313,485.06,53,26,4837,10357.703000000003
2011-05-29,test,F,30s,179,1,91,46,48,210.64999999999995,91,46,52,1401.3525000000004
2011-06-17,control,F,20s,310,1,149,81,836,2060.0300000000007,149,81,13232,128912.0938999999
2011-03-28,control,F,40s,79,1,46,22,1310,2188.5,46,22,121300,331685.25
2011-04-26,control,M,40s,109,2,58,29,286,875.5399999999998,58,29,5880,83483.13659999998
2011-12-06,control,M,30s,256,1,125,61,789,897.3499999999999,125,61,16075,16082.136500000002
2011-03-10,test,F,30s,336,3,159,79,266,543.14,159,79,1982,9359.403199999997
2011-02-01,control,M,20s,447,2,221,109,836,1153.43,221,109,48146,37638.62850000002
2011-11-01,test,M,40s,790,2,364,190,566,1128.5200000000007,364,190,3130,12276.1022
2011-11-23,test,F,30s,696,2,333,174,643,1623.41,333,174,5413,40613.414699999994
2011-11-20,control,M,20s,88,1,38,20,182,285.56,38,20,2360,4362.221799999999
2011-05-17,test,M,30s,351,2,158,89,851,1634.4299999999994,158,89,25475,81508.38109999991
2011-04-13,control,F,50s,153,2,85,39,220,343.15000000000003,85,39,3690,4297.2485000000015
2011-11-14,control,M,30s,243,2,112,64,992,1222.12,112,64,22098,39623.547399999996
2011-01-26,control,M,50s,130,2,59,29,341,504.16999999999996,59,29,5595,10013.405700000001
2011-11-13,test,F,20s,60,2,28,17,481,673.73,28,17,44707,60048.38169999999
2011-08-08,test,M,30s,763,4,360,196,2424,4001.2499999999995,360,196,230766,733973.2670999997
2011-06-12,test,F,40s,118,1,63,30,58,110.12,63,30,198,619.7422
2011-03-28,test,F,30s,294,2,138,74,258,452.73999999999995,138,74,2870,6658.0598
2011-07-10,test,M,30s,199,1,89,49,61,115.72000000000003,89,49,101,448.8308
2010-12-07,test,F,20s,139,2,49,30,80,205.82,49,30,396,2092.8864000000003
2011-08-23,control,F,20s,283,3,138,71,1032,1818.4499999999994,138,71,101906,85475.66689999997
2011-05-18,control,F,30s,328,2,152,80,171,566.26,152,80,651,12138.973399999999
2011-08-11,test,F,50s,207,3,100,49,620,991.3800000000001,100,49,11720,30047.619599999998
2011-03-16,test,M,40s,425,1,195,102,309,581.8900000000002,195,102,1581,5232.930900000003
2011-07-10,test,M,20s,90,1,43,24,69,111.22999999999999,43,24,757,1087.4834999999998
2011-06-27,control,M,40s,83,1,40,21,72,154.15,40,21,312,1440.3925000000002
2011-01-24,control,F,40s,239,2,111,57,1041,1999.2200000000003,111,57,24359,144696.96039999998
2011-09-27,test,F,50s,55,1,26,16,128,304.30000000000007,26,16,1566,6496.158600000001
2011-05-27,test,M,50s,94,1,48,22,62,128.33,48,22,394,1904.5617000000002
2011-09-28,test,F,40s,234,2,104,52,714,798.2600000000002,104,52,17136,15089.109800000002
2010-12-01,control,M,20s,442,2,213,116,418,964.39,213,116,4894,25906.684899999993
2011-01-05,test,F,40s,83,2,44,19,345,439.87,44,19,11137,21634.890499999998
2011-12-06,test,M,40s,115,1,49,26,758,706.64,49,26,38060,36082.3976
2011-10-21,control,M,30s,144,1,66,33,319,657.23,66,33,4269,15305.774100000002
2011-05-17,test,M,20s,24,1,12,6,41,159.49,12,6,325,5953.824100000001
2011-10-21,control,M,20s,62,1,35,16,115,97.25,35,16,3699,1042.0371
2011-12-01,control,F,20s,82,2,36,21,262,714.0600000000002,36,21,5378,48056.836599999995
2011-11-10,test,F,40s,135,3,64,34,546,1397.82,64,34,16802,144273.68420000005
2011-08-31,test,F,30s,340,1,165,90,1151,4257.0599999999995,165,90,30047,452381.56279999996
2011-09-25,control,M,30s,297,2,135,72,591,592.7599999999996,135,72,10119,9173.285399999997
2011-03-14,test,F,30s,442,4,192,110,596,1341.280000000001,192,110,6352,31822.760200000004
2010-12-02,control,M,50s,106,4,53,26,1669,1912.6000000000006,53,26,506967,317670.0318
2011-02-07,test,M,40s,78,2,28,17,77,246.35000000000002,28,17,551,4455.5075000000015
2011-02-13,test,F,30s,92,1,41,22,55,104.33000000000001,41,22,269,1032.0427000000002
2011-12-08,control,F,50s,402,3,188,96,464,899.3299999999998,188,96,12194,56844.475699999995
2011-11-23,test,F,20s,137,2,67,37,543,389.40999999999997,67,37,33561,8700.831099999998
2011-06-23,test,F,50s,133,2,68,34,285,585.34,68,34,3247,11361.706600000001
2010-12-08,test,M,50s,125,3,71,36,214,634.1,71,36,2244,14648.950000000003
2011-02-20,test,F,40s,116,1,54,25,146,209.05,54,25,2434,3754.0925
2011-09-21,control,F,40s,31,1,10,6,1100,1862.0,10,6,210000,646004.0
2011-07-24,test,F,30s,387,4,190,98,5633,8833.080000000004,190,98,1531063,2823633.669599999
2011-06-07,test,M,40s,176,1,87,47,320,387.4200000000001,87,47,11266,4599.363799999998
2011-10-09,test,M,30s,222,1,105,56,75,168.12000000000012,105,56,153,749.1936000000004
2011-08-07,control,M,20s,23,1,12,6,60,107.4,12,6,624,2272.5000000000005
2011-09-30,test,F,30s,82,1,40,19,268,317.9,40,19,5776,6006.026799999999
2011-10-05,test,F,30s,439,2,216,113,15049,18432.15000000001,216,113,5909109,10947992.469300004
2011-07-21,control,M,20s,130,1,54,34,260,460.6999999999999,54,34,11484,26341.2796
2011-11-24,control,M,30s,11,1,4,2,384,279.35999999999996,4,2,92160,39721.88159999999
2010-12-07,test,F,30s,300,2,153,82,163,474.6999999999998,153,82,955,8159.004399999998
2011-05-23,control,F,20s,40,1,18,11,92,379.4,18,11,896,21516.559999999998
2011-01-12,control,M,20s,514,2,235,123,348,563.3099999999998,235,123,3486,10908.6319
2011-09-07,test,M,50s,76,2,37,20,620,1090.6000000000004,37,20,48640,150136.06000000008
2011-04-18,test,F,50s,71,3,30,19,322,656.2200000000003,30,19,15156,77478.21139999997
2011-05-11,control,M,50s,336,1,153,75,859,1637.43,153,75,49827,61272.0659
2011-03-10,control,F,40s,23,1,11,7,106,101.33999999999999,11,7,2044,1602.918
2011-12-07,control,M,40s,214,4,106,56,1206,1110.2199999999998,106,56,54962,34164.90059999999
2011-10-05,test,F,20s,68,1,33,16,22,59.519999999999996,33,16,36,492.597
2011-03-24,test,M,30s,281,4,146,68,729,1332.170000000001,146,68,32953,51867.3075
2011-09-09,test,M,20s,131,1,61,35,136,322.37,61,35,1830,10373.3387
2011-02-04,control,F,20s,112,1,47,23,47,123.78,47,23,315,1052.4404
2011-05-09,control,M,20s,212,3,101,55,477,1266.7499999999998,101,55,6333,55350.58289999999
2011-11-13,test,F,30s,427,2,198,109,334,696.0600000000002,198,109,2780,12531.194399999995
2011-03-30,control,F,50s,275,4,123,64,840,1131.2700000000004,123,64,361538,172673.25530000002
2011-11-02,test,M,20s,162,2,76,42,149,494.38999999999993,76,42,947,8372.2875
2011-11-16,test,M,50s,381,1,182,92,930,1995.5600000000004,182,92,21588,59212.40160000001
2011-05-03,control,M,50s,206,1,95,50,125,209.98999999999998,95,50,589,1472.4704999999997
2011-05-26,control,M,20s,68,1,29,15,186,215.52000000000004,29,15,3532,4025.8728
2011-04-17,control,M,50s,132,1,58,29,123,175.27,58,29,2657,4371.8255
2011-05-09,test,F,50s,217,3,97,59,675,919.4999999999999,97,59,10417,16998.505800000006
2011-12-05,test,M,20s,167,2,68,40,670,1156.4399999999998,68,40,15516,42748.471999999994
2010-12-08,test,F,40s,82,2,35,22,253,580.3500000000001,35,22,4817,32135.235300000004
2011-08-23,control,F,30s,189,1,87,49,217,263.12999999999994,87,49,12187,3174.1767000000004
2011-10-24,test,M,50s,315,1,140,73,125,244.4500000000001,140,73,603,1121.1027000000001
2011-06-16,control,F,30s,103,1,43,26,284,395.30000000000007,43,26,4446,7417.923599999999
2011-03-17,test,F,30s,38,1,21,11,252,326.04,21,11,6192,14495.400000000001
2011-08-14,test,F,30s,242,1,106,62,134,278.4599999999999,106,62,934,3327.3686000000002
2011-02-09,test,M,20s,107,1,50,25,172,371.59999999999997,50,25,2250,12912.705000000002
2011-01-07,test,M,50s,180,1,87,39,367,688.4499999999998,87,39,4273,20570.978500000005
2011-08-17,control,M,50s,91,1,48,29,400,580.0799999999999,48,29,6830,18379.368000000006
2011-09-30,control,M,30s,211,1,93,52,181,253.7800000000001,93,52,1277,1847.957800000001
2010-12-07,control,F,40s,38,1,19,11,112,178.40000000000003,19,11,1464,3239.9799999999996
2011-11-23,control,M,50s,265,3,126,64,715,1248.9600000000005,126,64,18039,53729.77920000001
2011-02-23,test,M,20s,100,1,49,24,202,411.01999999999987,49,24,3248,8865.4804
2011-04-14,control,M,20s,106,2,52,25,910,964.67,52,25,86510,68774.21569999999
2011-10-14,test,M,40s,246,2,120,63,596,1131.2799999999997,120,63,12148,30886.671599999994
2011-10-21,test,F,30s,47,1,26,12,94,224.28,26,12,1316,5804.7480000000005
2011-05-26,control,M,30s,28,1,16,6,528,426.9599999999999,16,6,54144,32617.324800000002
2011-12-05,test,M,30s,155,3,79,40,681,632.31,79,40,15131,15477.450900000002
2011-06-20,control,M,50s,92,1,41,20,211,484.0599999999999,41,20,2913,14290.391599999999
2011-11-20,test,F,40s,422,3,204,102,715,1427.8200000000004,204,102,17309,80474.94539999998
2011-10-23,test,M,50s,35,1,11,8,55,161.81,11,8,1125,7699.1660999999995
2011-04-21,control,M,50s,114,4,54,28,1984,1099.79,54,28,1315160,139937.8399
2011-03-01,control,F,50s,136,1,72,38,107,297.15999999999997,72,38,627,4086.8338000000003
2011-10-02,test,F,50s,297,1,149,75,646,743.7899999999997,149,75,14820,11366.112899999995
2011-01-09,test,M,20s,103,1,47,26,429,557.07,47,26,9837,17591.375700000004
2011-04-04,control,M,50s,136,1,63,36,169,583.87,63,36,1239,9941.155900000002
2011-09-02,test,F,50s,142,2,63,36,111,284.92,63,36,2575,27292.766
2011-05-23,test,M,40s,170,1,88,45,434,1083.58,88,45,5524,61771.6244
2011-03-11,test,F,40s,27,1,10,7,54,182.7,10,7,540,7840.709999999999
2011-07-20,control,M,20s,113,2,49,32,1169,1446.8899999999996,49,32,227925,150417.3121
2011-05-19,control,M,50s,65,2,30,20,232,503.6000000000001,30,20,3606,16949.835
2011-11-25,test,F,50s,34,1,18,9,41,138.55,18,9,631,8849.1575
2011-01-20,control,F,50s,141,1,67,36,146,222.23999999999998,67,36,1580,2792.4008000000003
2011-06-06,control,M,20s,87,1,48,22,357,507.7,48,22,7065,18146.642800000005
2011-03-29,test,M,30s,112,1,54,32,108,411.3300000000001,54,32,558,10062.2639
2011-02-15,control,M,20s,95,1,46,27,430,784.74,46,27,33552,86997.052
2011-10-21,test,F,20s,44,1,19,11,201,1096.65,19,11,7985,446467.9125
2011-11-24,control,M,20s,313,6,148,79,1664,2920.1200000000013,148,79,111016,362627.46660000004
2011-09-21,test,M,30s,48,1,21,11,198,324.74,21,11,6524,10539.425200000001
2011-09-01,control,M,20s,34,1,12,6,846,576.74,12,6,229652,61510.0996
2011-03-29,test,F,30s,50,1,26,13,368,304.40000000000003,26,13,18400,8949.0592
2011-05-25,test,F,20s,34,1,21,9,85,230.55,21,9,1221,7735.332500000001
2011-06-22,test,M,40s,156,3,73,40,2712,2208.53,73,40,1035410,583750.0721000001
2011-12-04,test,M,40s,56,1,24,15,72,262.68,24,15,574,5004.9854
2010-12-01,control,M,30s,85,1,43,23,416,950.09,43,23,13776,81172.62670000001
2011-06-16,control,F,20s,380,3,179,97,288,658.7899999999996,179,97,2278,9107.694500000001
2011-06-13,control,M,20s,29,2,13,6,115,152.51999999999998,13,6,10107,9800.2854
2011-02-04,test,M,50s,38,1,19,8,756,1376.52,19,8,88176,267892.8624
2011-11-14,control,M,20s,26,2,16,7,534,997.9800000000001,16,7,49860,167785.29
2011-10-24,control,M,40s,39,1,18,12,205,255.9,18,12,5025,7560.9396
2011-07-21,control,M,30s,52,1,24,13,206,189.26000000000002,24,13,4684,3737.8738000000003
2011-10-10,control,M,40s,24,1,15,7,94,225.18,15,7,1612,14488.556400000003
2011-08-26,test,M,40s,99,1,41,23,267,346.01,41,23,4037,5842.038899999999
2011-05-24,test,F,40s,185,2,94,47,438,668.9300000000001,94,47,5508,13732.089900000003
2010-12-20,test,F,30s,5,1,3,2,126,311.7,3,2,14436,67068.09
2011-06-20,test,M,50s,72,2,34,20,205,548.94,34,20,4113,59869.171600000016
2011-02-18,control,M,40s,239,1,128,58,493,623.7800000000001,128,58,11909,12688.355199999996
2011-09-30,control,M,20s,97,3,45,26,757,484.66999999999996,45,26,30229,16147.8569
2011-11-13,control,F,50s,40,1,18,9,138,308.1,18,9,2484,17061.930000000004
2011-04-13,test,M,40s,46,1,18,9,315,490.05000000000007,18,9,12243,39081.427500000005
2011-12-02,test,M,50s,296,1,137,76,230,309.5800000000001,137,76,1698,2149.299799999999
2011-11-02,control,M,20s,172,2,81,41,1475,4147.27,81,41,70091,634565.5941
2011-05-12,control,F,20s,41,2,22,11,481,539.14,22,11,131811,149103.4874
2011-03-29,control,F,20s,84,1,36,20,38,108.20000000000002,36,20,90,816.1850000000001
2011-04-14,control,M,30s,61,1,31,14,100,205.8,31,14,1634,4392.220000000001
2011-03-17,control,F,50s,49,1,26,14,90,136.57,26,14,1430,3141.5079000000005
2010-12-02,control,F,40s,28,1,12,5,97,138.1,12,5,2065,4551.610000000001
2011-02-23,test,M,30s,77,1,32,16,169,317.73,32,16,1937,13276.4657
2011-08-21,test,F,20s,27,1,10,7,284,393.14,10,7,23594,49600.4674
2011-05-18,control,F,20s,55,3,31,15,288,496.30000000000007,31,15,9654,29826.6686
2011-05-31,control,F,50s,92,1,38,21,166,324.9200000000001,38,21,2100,6510.8992
2011-09-16,control,F,50s,47,1,17,13,185,533.6,17,13,4069,27557.300000000003
2011-08-07,control,M,30s,21,1,11,6,186,316.38,11,6,21132,22734.212400000004
2011-12-06,control,M,20s,132,1,56,31,180,429.36,56,31,2890,21292.7312
2011-06-10,test,F,40s,149,2,73,38,158,550.0499999999998,73,38,1322,17150.330100000003
2011-03-01,test,M,50s,45,1,22,10,135,242.03,22,10,3005,10468.7865
2011-06-13,test,M,30s,57,1,30,14,191,417.80000000000007,30,14,4397,17800.46
2011-04-05,control,M,40s,20,2,8,5,34,540.4000000000001,8,5,276,95639.07999999999
2011-08-19,test,F,30s,103,1,52,27,81,149.06,52,27,857,1273.2334
2011-12-01,control,F,30s,74,2,41,19,196,402.29,41,19,2766,14051.0333
2011-04-19,test,M,30s,50,1,29,13,270,354.78000000000003,29,13,14492,12624.206000000002
2011-04-20,control,F,50s,69,1,37,21,208,370.67999999999995,37,21,2718,7659.5664
2011-04-18,control,F,50s,92,1,41,21,1001,874.24,41,21,266655,79738.1704
2011-02-06,control,F,50s,98,2,52,25,143,268.55,52,25,1121,3869.5225
2011-03-08,control,F,30s,26,2,15,10,66,250.0,15,10,574,8874.355000000001
2011-09-22,test,F,40s,28,1,13,8,44,126.66,13,8,310,2081.3466
2011-06-13,test,M,20s,39,1,15,9,28,147.0,15,9,182,2925.955
2011-09-29,test,F,40s,103,2,48,29,587,1393.99,48,29,24689,141420.7687
2011-07-03,control,F,20s,49,1,20,10,178,145.79999999999998,20,10,15232,4135.82
2011-11-01,control,F,30s,20,1,7,5,23,85.44999999999999,7,5,177,1545.7825
2011-03-01,test,F,40s,43,1,22,9,108,155.0,22,9,1512,2925.7
2011-04-19,control,F,40s,27,1,12,7,68,109.04,12,7,752,1962.2415999999998
2011-01-14,test,F,20s,14,1,7,3,44,302.76,7,3,776,46418.637599999995
2011-02-15,control,M,30s,9,1,4,3,31,211.0,4,3,501,22853.5
2011-04-03,test,M,30s,42,1,21,10,19,146.99,21,10,109,12277.4003
2011-05-18,control,M,40s,5,1,4,3,162,205.74,4,3,10692,14469.094800000003
2011-09-09,control,M,50s,7,1,6,3,96,85.92,6,3,5472,2921.8464000000004
2011-07-20,control,M,30s,14,1,8,5,248,464.71999999999997,8,5,18080,49152.98240000001
2011-04-19,test,M,20s,4,1,3,1,12,35.400000000000006,3,1,144,1253.1600000000003
2011-03-08,control,F,20s,6,1,3,2,864,181.44,3,2,373248,16460.2368
2011-08-04,test,F,20s,23,1,8,6,216,754.8000000000001,8,6,8976,135124.68000000005
2011-09-01,control,M,30s,17,1,6,3,14,75.3,6,3,84,1942.29
2011-03-10,test,F,20s,21,1,8,5,50,337.5,8,5,500,22781.25
2011-09-30,test,F,20s,12,1,4,3,2584,4488.0,4,3,2587456,8366400.0
2011-08-31,test,F,20s,9,1,2,1,1000,340.0,2,1,1000000,115600.0
2011-03-29,test,F,20s,14,1,8,4,48,65.16000000000001,8,4,792,1230.8616000000002
2011-02-28,control,M,50s,14,1,3,3,84,50.76,3,3,3024,926.6256
2011-06-24,test,M,40s,4,1,2,1,3,119.85,2,1,9,14364.0225
2011-07-27,control,M,40s,5,1,1,1,20,99.0,1,1,400,9801.0
2011-08-21,test,F,30s,2,1,1,1,25,52.0,1,1,625,2704.0
2011-09-22,test,M,40s,588,5,266,133,1591,2493.9999999999995,266,133,76141,129110.45420000001
2011-05-15,test,M,20s,251,2,114,66,129,272.53999999999974,114,66,373,2004.7184
2011-06-10,control,M,50s,73,3,35,20,380,687.7600000000001,35,20,8368,25669.961600000002
2010-12-14,control,F,20s,148,2,74,37,155,339.34999999999985,74,37,1555,5620.247499999997
2011-08-22,test,M,40s,505,2,244,121,774,1420.68,244,121,36866,79161.63759999999
2011-08-11,control,M,50s,255,2,115,63,830,1136.0500000000002,115,63,13994,27376.56290000001
2011-10-14,test,F,50s,58,1,28,14,134,161.0,28,14,3734,3605.435
2011-11-20,control,F,20s,73,1,37,19,136,371.2,37,19,1888,9076.7216
2011-11-08,control,F,20s,467,2,223,110,399,700.1000000000003,223,110,12361,30103.604000000003
2011-11-14,test,F,50s,916,5,410,223,1108,2126.690000000002,410,223,13534,41904.12050000003
2011-10-18,control,F,30s,281,3,120,69,1122,1756.14,120,69,52296,181986.79119999998
2011-09-11,test,F,30s,217,1,100,50,81,203.0800000000001,100,50,217,1564.7250000000006
2011-07-29,test,F,30s,231,3,105,60,718,730.3500000000001,105,60,360520,189853.23129999998
2011-07-14,test,M,20s,295,1,135,72,865,2204.36,135,72,16471,102410.92440000003
2011-09-25,control,F,50s,729,4,347,189,1580,2079.510000000001,347,189,31132,42688.95990000002
2011-02-22,control,F,30s,246,1,116,64,495,825.0400000000001,116,64,8881,18978.637799999997
2011-12-02,control,F,50s,88,1,42,22,39,124.83000000000001,42,22,107,1098.0573
2011-10-05,test,M,40s,71,1,29,16,251,406.53000000000003,29,16,5509,12913.9605
2011-05-31,control,M,50s,230,3,108,62,413,1136.77,108,62,4263,22893.314700000006
2011-07-18,test,F,30s,443,1,211,117,384,728.0600000000007,211,117,3336,8604.677999999994
2011-05-24,control,F,40s,69,1,31,19,68,211.49999999999997,31,19,450,8724.604999999998
2011-04-03,test,F,20s,42,1,19,12,364,280.56,19,12,18424,8899.192799999999
2011-09-15,test,F,20s,89,1,45,23,42,202.9,45,23,114,2447.12
2011-08-21,control,M,50s,433,3,189,106,650,928.3999999999994,189,106,20254,13300.99
2011-06-10,test,M,30s,51,1,22,14,55,149.89,22,14,315,2609.1690999999996
2011-09-12,test,M,40s,143,1,77,37,442,778.6499999999997,77,37,9014,25562.88810000001
2011-03-21,control,M,20s,123,1,56,31,74,151.89999999999998,56,31,280,1344.64
2011-11-21,test,M,30s,387,4,179,98,942,1273.2499999999998,179,98,14448,22365.743300000002
2011-12-09,control,M,20s,202,2,101,55,786,1479.2799999999997,101,55,24310,69996.32420000005
2011-11-22,test,M,40s,467,1,224,119,329,695.1899999999996,224,119,1751,8517.907299999999
2011-05-06,control,M,20s,128,2,64,26,520,816.1200000000001,64,26,13830,32874.31420000001
2011-07-27,control,F,40s,180,1,74,43,143,223.3899999999999,74,43,1513,2114.4795
2011-08-15,control,M,20s,123,1,56,30,455,626.0600000000001,56,30,26771,39049.759000000005
2011-04-28,test,F,50s,87,1,46,20,228,331.18,46,20,6188,7650.3588
2011-11-10,control,M,20s,609,5,301,152,1230,2376.5299999999997,301,152,24678,103171.68770000005
2011-03-20,control,M,50s,40,1,21,11,83,185.85,21,11,711,3272.6025
2011-11-29,test,M,40s,186,2,89,50,2126,3868.35,89,50,4161820,13335732.012899999
2010-12-10,test,F,40s,164,2,71,33,92,263.2999999999999,71,33,664,4279.299999999998
2011-05-24,test,M,50s,447,3,209,114,1019,1786.190000000001,209,114,26229,68431.17730000001
2011-08-16,test,M,30s,73,1,41,18,365,600.66,41,18,9713,28152.1044
2011-11-27,test,F,40s,364,1,163,92,135,263.21,163,92,343,1446.7207000000005
2011-10-13,control,M,50s,129,1,65,31,268,314.1499999999999,65,31,13136,9945.0287
2011-01-16,test,M,50s,93,1,52,25,83,161.3,52,25,919,5888.485000000001
2011-02-21,control,F,40s,312,1,141,78,418,732.3600000000004,141,78,4578,14207.8366
2011-11-15,control,F,20s,130,2,67,38,415,626.43,67,38,6167,11456.8995
2011-06-10,test,M,20s,19,1,7,4,25,147.75,7,4,185,5829.7625
2011-10-31,control,F,50s,50,1,27,13,223,427.92999999999995,27,13,4565,16141.438900000001
2011-06-08,test,F,50s,57,2,27,16,397,300.19000000000005,27,16,18941,5969.1083
2011-08-24,control,M,30s,36,1,14,10,90,161.94000000000003,14,10,1788,2737.6956
2011-10-10,test,F,50s,154,1,68,40,376,685.6,68,40,5780,12607.050000000003
2011-04-18,test,M,30s,61,1,30,14,6432,2949.1200000000003,30,14,3345408,703864.6272000001
2011-11-09,control,M,30s,162,1,86,43,703,1296.37,86,43,17953,67243.97309999999
2011-09-11,test,M,40s,114,2,56,30,174,547.48,56,30,1830,12324.731400000002
2011-02-24,control,M,40s,118,1,49,28,86,127.85999999999999,49,28,500,914.7508
2011-06-30,test,M,50s,120,1,52,31,287,530.47,52,31,4543,10611.883900000003
2011-03-31,test,M,40s,149,1,71,35,2271,3243.129999999999,71,35,237929,594288.2306999997
2010-12-06,test,M,50s,66,1,29,16,67,214.32,29,16,581,5475.188
2011-07-26,control,M,20s,189,3,91,49,1319,1968.4700000000003,91,49,118371,242903.6931
2011-12-01,test,F,40s,100,3,40,23,400,1084.54,40,23,11880,91719.0004
2011-11-09,control,M,20s,75,1,43,18,175,275.40999999999997,43,18,11535,33123.4815
2011-06-27,test,M,30s,38,1,18,9,292,310.12,18,9,12976,15400.887999999999
2011-02-17,control,F,40s,50,1,27,14,190,304.65999999999997,27,14,3908,9260.1988
2011-01-12,control,F,50s,176,1,75,39,373,812.2500000000001,75,39,6249,24424.73970000001
2011-05-26,test,M,20s,34,1,16,9,276,360.4800000000001,16,9,13424,18578.518400000004
2011-10-28,control,M,30s,69,1,38,17,109,304.49,38,17,825,5905.360500000001
2011-01-31,test,F,40s,52,1,23,13,151,265.05,23,13,2689,5658.5025000000005
2011-05-03,test,M,20s,71,1,35,15,135,494.84999999999997,35,15,1323,36138.9675
2011-05-05,control,M,40s,67,2,35,19,171,375.5799999999999,35,19,6333,36228.7064
2011-05-25,control,F,50s,118,1,57,28,102,196.89999999999998,57,28,460,1891.742
2011-09-14,test,M,20s,178,1,87,42,285,252.23000000000005,87,42,9101,2987.4691
2011-10-18,control,F,20s,41,1,23,11,160,284.68,23,11,2848,10953.256000000001
2011-12-01,control,M,50s,87,2,39,21,1461,1582.8500000000001,39,21,157431,156444.12869999997
2011-10-28,control,M,20s,64,1,27,19,145,284.09,27,19,10219,33094.549100000004
2011-11-28,control,M,40s,63,1,29,15,152,265.24,29,15,2438,5651.5142
2011-04-07,test,M,40s,89,1,39,22,152,188.13000000000002,39,22,1996,2104.2685
2011-04-12,control,M,40s,116,1,60,27,194,355.77000000000004,60,27,2528,7087.6111
2011-07-20,control,F,20s,202,1,89,46,357,460.39000000000004,89,46,5023,7574.022500000002
