event_date,variant_id,gender,age,impressions,users,clicks,purchases,revenue
2011-10-17,control,M,30s,55,1,55.0,200.0,225.59999999999994
2011-10-20,test,M,50s,80,2,80.0,741.0,933.1299999999995
2011-10-21,test,M,30s,13,1,13.0,76.0,526.0
2011-10-24,test,F,20s,14,1,14.0,24.0,53.76
2011-10-25,control,F,20s,45,2,45.0,369.0,850.3800000000001
2011-10-26,control,F,40s,20,1,20.0,400.0,308.59999999999997
2011-10-26,test,M,50s,18,2,18.0,366.0,710.18
2011-10-26,test,F,50s,239,1,239.0,921.0,1285.4799999999996
2011-10-27,test,F,20s,51,3,51.0,465.0,903.4099999999997
2011-10-27,test,F,30s,28,1,28.0,99.0,148.71999999999997
2011-10-30,control,M,50s,80,3,80.0,367.0,979.72
2011-11-01,test,F,20s,97,4,97.0,665.0,1182.3900000000006
2011-11-03,test,F,30s,63,3,63.0,4369.0,5942.159999999998
2011-11-04,control,F,50s,9,2,9.0,418.0,673.0999999999999
2011-11-06,control,F,20s,64,1,64.0,638.0,1303.1400000000006
2011-11-06,control,M,40s,169,4,169.0,1214.0,2266.350000000001
2011-11-06,control,F,30s,38,2,38.0,302.0,634.73
2011-11-07,test,M,50s,17,1,17.0,180.0,303.15999999999997
2011-11-08,control,M,50s,23,2,23.0,412.0,738.88
2011-11-11,test,F,40s,2,1,2.0,13.0,5.43
2011-11-14,control,F,20s,53,1,53.0,146.0,355.13999999999993
2011-11-15,test,M,40s,103,2,103.0,296.0,845.56
2011-11-17,test,F,30s,117,2,117.0,948.0,2502.539999999998
2011-11-17,test,F,20s,1,1,1.0,144.0,152.64
2011-11-20,test,M,30s,84,2,84.0,538.0,887.48
2011-11-20,test,M,20s,23,1,23.0,71.0,135.11
2011-11-27,control,M,50s,14,1,14.0,82.0,168.34
2011-11-28,control,F,50s,21,1,21.0,342.0,485.9599999999999
2011-11-30,test,F,20s,23,1,23.0,122.0,126.66000000000001
2011-11-30,test,F,30s,19,1,19.0,236.0,402.22
2011-12-02,test,F,50s,10,1,10.0,124.0,323.52000000000004
2011-12-02,control,M,20s,37,2,37.0,205.0,872.1700000000001
2011-12-02,control,M,30s,2,1,2.0,38.0,77.50000000000001
2011-12-05,test,F,50s,14,2,14.0,219.0,434.93999999999994
2011-12-06,control,F,20s,162,2,162.0,324.0,605.5600000000002
2011-12-07,test,F,40s,22,1,22.0,392.0,957.0600000000001
2011-12-08,test,M,20s,67,2,67.0,235.0,518.9100000000001
2010-12-01,control,M,20s,116,2,116.0,418.0,964.39
2010-12-01,control,M,30s,23,1,23.0,416.0,950.09
2010-12-02,control,M,50s,26,4,26.0,1669.0,1912.6000000000006
2010-12-02,control,F,40s,5,1,5.0,97.0,138.1
2010-12-07,control,F,40s,11,1,11.0,112.0,178.40000000000003
2010-12-07,test,F,20s,30,2,30.0,80.0,205.82
2010-12-07,test,F,30s,82,2,82.0,163.0,474.6999999999998
2010-12-08,test,F,40s,22,2,22.0,253.0,580.3500000000001
2010-12-08,test,M,50s,36,3,36.0,214.0,634.1
2010-12-20,test,F,30s,2,1,2.0,126.0,311.7
2011-01-05,test,F,40s,19,2,19.0,345.0,439.87
2011-01-07,test,M,50s,39,1,39.0,367.0,688.4499999999998
2011-01-09,test,M,20s,26,1,26.0,429.0,557.07
2011-01-12,control,M,20s,123,2,123.0,348.0,563.3099999999998
2011-01-14,test,F,20s,3,1,3.0,44.0,302.76
2011-01-20,control,F,50s,36,1,36.0,146.0,222.23999999999998
2011-01-24,control,F,40s,57,2,57.0,1041.0,1999.2200000000003
2011-01-26,control,M,50s,29,2,29.0,341.0,504.16999999999996
2011-02-01,control,M,20s,109,2,109.0,836.0,1153.43
2011-02-04,control,F,20s,23,1,23.0,47.0,123.78
2011-02-04,test,M,50s,8,1,8.0,756.0,1376.52
2011-02-06,control,F,50s,25,2,25.0,143.0,268.55
2011-02-07,test,M,40s,17,2,17.0,77.0,246.35000000000002
2011-02-09,test,M,20s,25,1,25.0,172.0,371.59999999999997
2011-02-13,test,F,30s,22,1,22.0,55.0,104.33000000000001
2011-02-15,control,M,30s,3,1,3.0,31.0,211.0
2011-02-15,control,M,20s,27,1,27.0,430.0,784.74
2011-02-18,control,M,40s,58,1,58.0,493.0,623.7800000000001
2011-02-20,test,F,40s,25,1,25.0,146.0,209.05
2011-02-23,test,M,20s,24,1,24.0,202.0,411.01999999999987
2011-02-23,test,M,30s,16,1,16.0,169.0,317.73
2011-02-28,control,M,50s,3,1,3.0,84.0,50.76
2011-03-01,control,F,50s,38,1,38.0,107.0,297.15999999999997
2011-03-01,test,F,40s,9,1,9.0,108.0,155.0
2011-03-01,test,M,50s,10,1,10.0,135.0,242.03
2011-03-08,control,F,30s,10,2,10.0,66.0,250.0
2011-03-08,control,F,20s,2,1,2.0,864.0,181.44
2011-03-10,test,F,20s,5,1,5.0,50.0,337.5
2011-03-10,test,F,30s,79,3,79.0,266.0,543.14
2011-03-10,control,F,40s,7,1,7.0,106.0,101.33999999999999
2011-03-11,test,F,40s,7,1,7.0,54.0,182.7
2011-03-14,test,F,30s,110,4,110.0,596.0,1341.280000000001
2011-03-16,test,M,40s,102,1,102.0,309.0,581.8900000000002
2011-03-17,control,F,50s,14,1,14.0,90.0,136.57
2011-03-17,test,F,30s,11,1,11.0,252.0,326.04
2011-03-24,test,M,30s,68,4,68.0,729.0,1332.170000000001
2011-03-28,test,F,30s,74,2,74.0,258.0,452.73999999999995
2011-03-28,control,F,40s,22,1,22.0,1310.0,2188.5
2011-03-29,test,F,20s,4,1,4.0,48.0,65.16000000000001
2011-03-29,test,F,30s,13,1,13.0,368.0,304.40000000000003
2011-03-29,control,F,20s,20,1,20.0,38.0,108.20000000000002
2011-03-29,test,M,30s,32,1,32.0,108.0,411.3300000000001
2011-03-30,control,F,50s,64,4,64.0,840.0,1131.2700000000004
2011-04-03,test,M,30s,10,1,10.0,19.0,146.99
2011-04-04,control,M,50s,36,1,36.0,169.0,583.87
2011-04-05,control,M,40s,5,2,5.0,34.0,540.4000000000001
2011-04-13,control,F,50s,39,2,39.0,220.0,343.15000000000003
2011-04-13,test,M,40s,9,1,9.0,315.0,490.05000000000007
2011-04-14,control,M,20s,25,2,25.0,910.0,964.67
2011-04-14,control,M,30s,14,1,14.0,100.0,205.8
2011-04-17,control,M,50s,29,1,29.0,123.0,175.27
2011-04-18,test,F,50s,19,3,19.0,322.0,656.2200000000003
2011-04-18,control,F,50s,21,1,21.0,1001.0,874.24
2011-04-19,test,M,20s,1,1,1.0,12.0,35.400000000000006
2011-04-19,test,M,30s,13,1,13.0,270.0,354.78000000000003
2011-04-19,control,F,40s,7,1,7.0,68.0,109.04
2011-04-20,control,F,50s,21,1,21.0,208.0,370.67999999999995
2011-04-21,control,M,50s,28,4,28.0,1984.0,1099.79
2011-04-26,control,M,40s,29,2,29.0,286.0,875.5399999999998
2011-05-03,control,M,50s,50,1,50.0,125.0,209.98999999999998
2011-05-09,control,M,20s,55,3,55.0,477.0,1266.7499999999998
2011-05-09,test,F,50s,59,3,59.0,675.0,919.4999999999999
2011-05-11,control,M,50s,75,1,75.0,859.0,1637.43
2011-05-12,control,F,20s,11,2,11.0,481.0,539.14
2011-05-17,test,M,20s,6,1,6.0,41.0,159.49
2011-05-17,test,M,30s,89,2,89.0,851.0,1634.4299999999994
2011-05-18,control,F,20s,15,3,15.0,288.0,496.30000000000007
2011-05-18,control,M,40s,3,1,3.0,162.0,205.74
2011-05-18,control,F,30s,80,2,80.0,171.0,566.26
2011-05-19,control,M,50s,20,2,20.0,232.0,503.6000000000001
2011-05-23,test,M,40s,45,1,45.0,434.0,1083.58
2011-05-23,control,F,20s,11,1,11.0,92.0,379.4
2011-05-24,test,F,40s,47,2,47.0,438.0,668.9300000000001
2011-05-25,test,F,20s,9,1,9.0,85.0,230.55
2011-05-26,control,M,30s,6,1,6.0,528.0,426.9599999999999
2011-05-26,control,M,20s,15,1,15.0,186.0,215.52000000000004
2011-05-27,test,M,50s,22,1,22.0,62.0,128.33
2011-05-29,test,F,30s,46,1,46.0,48.0,210.64999999999995
2011-05-31,control,F,50s,21,1,21.0,166.0,324.9200000000001
2011-06-03,control,M,20s,29,1,29.0,169.0,228.6299999999999
2011-06-06,control,M,20s,22,1,22.0,357.0,507.7
2011-06-07,test,M,40s,47,1,47.0,320.0,387.4200000000001
2011-06-10,test,F,40s,38,2,38.0,158.0,550.0499999999998
2011-06-12,test,F,40s,30,1,30.0,58.0,110.12
2011-06-13,control,M,20s,6,2,6.0,115.0,152.51999999999998
2011-06-13,test,M,20s,9,1,9.0,28.0,147.0
2011-06-13,test,M,30s,14,1,14.0,191.0,417.80000000000007
2011-06-16,control,F,20s,97,3,97.0,288.0,658.7899999999996
2011-06-16,control,F,30s,26,1,26.0,284.0,395.30000000000007
2011-06-17,control,F,20s,81,1,81.0,836.0,2060.0300000000007
2011-06-20,test,M,50s,20,2,20.0,205.0,548.94
2011-06-20,control,M,50s,20,1,20.0,211.0,484.0599999999999
2011-06-22,test,M,40s,40,3,40.0,2712.0,2208.53
2011-06-23,test,F,50s,34,2,34.0,285.0,585.34
2011-06-24,test,M,40s,1,1,1.0,3.0,119.85
2011-06-27,control,M,40s,21,1,21.0,72.0,154.15
2011-07-03,control,F,20s,10,1,10.0,178.0,145.79999999999998
2011-07-05,control,M,50s,26,3,26.0,313.0,485.06
2011-07-10,test,M,30s,49,1,49.0,61.0,115.72000000000003
2011-07-10,test,M,20s,24,1,24.0,69.0,111.22999999999999
2011-07-20,control,M,30s,5,1,5.0,248.0,464.71999999999997
2011-07-20,control,M,20s,32,2,32.0,1169.0,1446.8899999999996
2011-07-21,control,M,20s,34,1,34.0,260.0,460.6999999999999
2011-07-21,control,M,30s,13,1,13.0,206.0,189.26000000000002
2011-07-24,test,F,30s,98,4,98.0,5633.0,8833.080000000004
2011-07-27,control,M,40s,1,1,1.0,20.0,99.0
2011-08-04,test,F,20s,6,1,6.0,216.0,754.8000000000001
2011-08-07,control,M,20s,6,1,6.0,60.0,107.4
2011-08-07,control,M,30s,6,1,6.0,186.0,316.38
2011-08-08,test,M,30s,196,4,196.0,2424.0,4001.2499999999995
2011-08-11,test,F,50s,49,3,49.0,620.0,991.3800000000001
2011-08-14,test,F,30s,62,1,62.0,134.0,278.4599999999999
2011-08-17,control,M,50s,29,1,29.0,400.0,580.0799999999999
2011-08-19,test,F,30s,27,1,27.0,81.0,149.06
2011-08-21,test,F,20s,7,1,7.0,284.0,393.14
2011-08-21,test,F,30s,1,1,1.0,25.0,52.0
2011-08-23,control,F,30s,49,1,49.0,217.0,263.12999999999994
2011-08-23,control,F,20s,71,3,71.0,1032.0,1818.4499999999994
2011-08-26,test,M,40s,23,1,23.0,267.0,346.01
2011-08-31,test,F,30s,90,1,90.0,1151.0,4257.0599999999995
2011-08-31,test,F,20s,1,1,1.0,1000.0,340.0
2011-09-01,control,M,30s,3,1,3.0,14.0,75.3
2011-09-01,control,M,20s,6,1,6.0,846.0,576.74
2011-09-02,test,F,50s,36,2,36.0,111.0,284.92
2011-09-07,test,M,50s,20,2,20.0,620.0,1090.6000000000004
2011-09-09,control,M,50s,3,1,3.0,96.0,85.92
2011-09-09,test,M,20s,35,1,35.0,136.0,322.37
2011-09-16,control,F,50s,13,1,13.0,185.0,533.6
2011-09-21,test,M,30s,11,1,11.0,198.0,324.74
2011-09-21,control,F,40s,6,1,6.0,1100.0,1862.0
2011-09-22,test,F,40s,8,1,8.0,44.0,126.66
2011-09-25,control,M,30s,72,2,72.0,591.0,592.7599999999996
2011-09-27,test,F,50s,16,1,16.0,128.0,304.30000000000007
2011-09-28,test,F,40s,52,2,52.0,714.0,798.2600000000002
2011-09-29,test,F,40s,29,2,29.0,587.0,1393.99
2011-09-30,control,M,20s,26,3,26.0,757.0,484.66999999999996
2011-09-30,test,F,30s,19,1,19.0,268.0,317.9
2011-09-30,test,F,20s,3,1,3.0,2584.0,4488.0
2011-09-30,control,M,30s,52,1,52.0,181.0,253.7800000000001
2011-10-02,test,F,50s,75,1,75.0,646.0,743.7899999999997
2011-10-05,test,F,30s,113,2,113.0,15049.0,18432.15000000001
2011-10-05,test,F,20s,16,1,16.0,22.0,59.519999999999996
2011-10-09,test,M,30s,56,1,56.0,75.0,168.12000000000012
2011-10-10,control,M,40s,7,1,7.0,94.0,225.18
2011-10-14,test,M,40s,63,2,63.0,596.0,1131.2799999999997
2011-10-21,test,F,20s,11,1,11.0,201.0,1096.65
2011-10-21,control,M,20s,16,1,16.0,115.0,97.25
2011-10-21,control,M,30s,33,1,33.0,319.0,657.23
2011-10-21,test,F,30s,12,1,12.0,94.0,224.28
2011-10-23,test,M,50s,8,1,8.0,55.0,161.81
2011-10-24,control,M,40s,12,1,12.0,205.0,255.9
2011-10-24,test,M,50s,73,1,73.0,125.0,244.4500000000001
2011-11-01,control,F,30s,5,1,5.0,23.0,85.44999999999999
2011-11-01,test,M,40s,190,2,190.0,566.0,1128.5200000000007
2011-11-02,test,M,20s,42,2,42.0,149.0,494.38999999999993
2011-11-02,control,M,20s,41,2,41.0,1475.0,4147.27
2011-11-10,test,F,40s,34,3,34.0,546.0,1397.82
2011-11-13,test,F,30s,109,2,109.0,334.0,696.0600000000002
2011-11-13,test,F,20s,17,2,17.0,481.0,673.73
2011-11-13,control,F,50s,9,1,9.0,138.0,308.1
2011-11-14,control,M,30s,64,2,64.0,992.0,1222.12
2011-11-14,control,M,20s,7,2,7.0,534.0,997.9800000000001
2011-11-16,test,M,50s,92,1,92.0,930.0,1995.5600000000004
2011-11-20,test,F,40s,102,3,102.0,715.0,1427.8200000000004
2011-11-20,control,M,20s,20,1,20.0,182.0,285.56
2011-11-23,control,M,50s,64,3,64.0,715.0,1248.9600000000005
2011-11-23,test,F,20s,37,2,37.0,543.0,389.40999999999997
2011-11-23,test,F,30s,174,2,174.0,643.0,1623.41
2011-11-24,control,M,30s,2,1,2.0,384.0,279.35999999999996
2011-11-24,control,M,20s,79,6,79.0,1664.0,2920.1200000000013
2011-11-25,test,F,50s,9,1,9.0,41.0,138.55
2011-12-01,control,F,20s,21,2,21.0,262.0,714.0600000000002
2011-12-01,control,F,30s,19,2,19.0,196.0,402.29
2011-12-02,test,M,50s,76,1,76.0,230.0,309.5800000000001
2011-12-04,test,M,40s,15,1,15.0,72.0,262.68
2011-12-05,test,M,30s,40,3,40.0,681.0,632.31
2011-12-05,test,M,20s,40,2,40.0,670.0,1156.4399999999998
2011-12-06,control,M,30s,61,1,61.0,789.0,897.3499999999999
2011-12-06,control,M,20s,31,1,31.0,180.0,429.36
2011-12-06,test,M,40s,26,1,26.0,758.0,706.64
2011-12-07,control,M,40s,56,4,56.0,1206.0,1110.2199999999998
2011-12-08,control,F,50s,96,3,96.0,464.0,899.3299999999998
2010-12-02,test,F,40s,6,1,6.0,80.0,306.4
2010-12-02,test,M,40s,27,1,27.0,174.0,308.68
2010-12-05,test,M,20s,52,1,52.0,83.0,238.10999999999987
2010-12-05,test,M,30s,79,2,79.0,361.0,948.4999999999998
2010-12-06,test,M,20s,66,2,66.0,358.0,753.7600000000006
2010-12-06,test,M,30s,6,1,6.0,34.0,192.7
2010-12-09,test,F,20s,46,4,46.0,403.0,1399.9599999999996
2010-12-09,test,F,30s,110,3,110.0,378.0,725.6600000000007
2010-12-12,test,F,40s,33,2,33.0,201.0,362.2199999999999
2010-12-14,control,F,50s,46,1,46.0,63.0,151.65999999999997
2010-12-15,test,M,40s,22,1,22.0,83.0,209.64999999999998
2010-12-16,control,F,40s,26,2,26.0,294.0,613.4400000000002
2010-12-17,control,M,30s,20,1,20.0,197.0,311.1900000000001
2010-12-17,control,M,20s,26,3,26.0,441.0,1134.8899999999996
2011-01-05,test,M,20s,2,1,2.0,216.0,199.44
2011-01-05,test,M,30s,28,1,28.0,571.0,417.81000000000006
2011-01-09,control,F,50s,16,1,16.0,64.0,146.54999999999998
2011-01-12,control,F,20s,52,1,52.0,181.0,438.66999999999996
2011-01-16,test,M,20s,1,1,1.0,48.0,69.6
2011-01-17,control,F,50s,8,1,8.0,111.0,146.85
2011-01-23,test,F,30s,41,2,41.0,125.0,371.1900000000001
2011-01-25,test,F,20s,24,1,24.0,316.0,636.9400000000002
2011-01-28,test,M,50s,22,1,22.0,614.0,1131.0
2011-02-01,test,F,30s,16,2,16.0,53.0,251.95
2011-02-02,test,F,40s,4,1,4.0,111.0,349.89000000000004
2011-02-03,test,M,50s,31,1,31.0,171.0,617.25
2011-02-07,control,F,40s,55,2,55.0,460.0,719.8600000000004
2011-02-08,test,F,30s,19,1,19.0,57.0,150.25999999999996
2011-02-10,control,F,20s,43,3,43.0,4936.0,1490.6999999999998
2011-02-10,control,F,30s,8,1,8.0,53.0,160.15000000000003
2011-02-13,control,F,30s,26,1,26.0,211.0,401.0
2011-02-21,test,M,20s,16,1,16.0,264.0,504.7199999999999
2011-02-22,test,F,40s,2,1,2.0,144.0,364.32
2011-02-22,control,F,50s,28,1,28.0,105.0,373.73999999999995
2011-02-23,control,F,20s,8,1,8.0,76.0,185.00000000000003
2011-02-23,test,F,20s,8,2,8.0,792.0,917.04
2011-02-23,control,F,30s,20,1,20.0,98.0,499.6999999999999
2011-03-02,test,F,20s,1,1,1.0,150.0,1642.5
2011-03-02,test,F,30s,16,1,16.0,41.0,382.0999999999999
2011-03-04,control,F,50s,22,1,22.0,289.0,387.31000000000006
2011-03-04,control,M,40s,23,2,23.0,300.0,411.4
2011-03-04,test,F,40s,15,1,15.0,131.0,222.99
2011-03-07,test,F,40s,14,1,14.0,74.0,217.2
2011-03-14,control,M,20s,40,1,40.0,1717.0,2420.9500000000003
2011-03-14,control,M,30s,33,1,33.0,326.0,571.0600000000001
2011-03-15,test,M,40s,3,1,3.0,180.0,363.40000000000003
2011-03-23,test,F,50s,6,1,6.0,350.0,147.0
2011-03-30,control,M,40s,36,2,36.0,491.0,656.0700000000002
2011-04-03,test,F,50s,27,1,27.0,151.0,244.5
2011-04-05,test,M,50s,5,1,5.0,269.0,367.0
2011-04-05,test,F,30s,67,1,67.0,220.0,226.05999999999997
2011-04-08,test,F,40s,24,1,24.0,216.0,449.6400000000001
2011-04-15,test,F,20s,19,1,19.0,166.0,760.1000000000001
2011-04-15,control,M,40s,3,1,3.0,68.0,277.56
2011-04-15,test,F,30s,11,1,11.0,77.0,142.16000000000003
2011-04-19,test,F,40s,130,1,130.0,251.0,489.0499999999999
2011-04-21,control,F,50s,18,1,18.0,101.0,341.58
2011-04-28,test,F,20s,36,1,36.0,151.0,495.5400000000001
2011-04-28,test,M,40s,28,1,28.0,487.0,440.0
2011-05-03,test,M,50s,39,3,39.0,522.0,9133.99
2011-05-04,control,M,20s,14,2,14.0,296.0,607.4199999999998
2011-05-04,control,M,30s,23,1,23.0,138.0,397.68000000000006
2011-05-06,control,M,50s,13,3,13.0,917.0,1672.7699999999998
2011-05-08,control,M,40s,38,2,38.0,178.0,401.32000000000005
2011-05-13,test,M,30s,15,1,15.0,36.0,147.58
2011-05-15,test,M,50s,16,1,16.0,70.0,127.45000000000002
2011-05-18,test,M,20s,33,2,33.0,203.0,652.4399999999998
2011-05-18,test,M,30s,39,2,39.0,357.0,1177.5399999999997
2011-05-19,test,M,40s,57,1,57.0,210.0,595.7000000000002
2011-05-20,test,M,40s,39,1,39.0,336.0,968.5000000000002
2011-05-22,control,F,30s,5,1,5.0,32.0,111.4
2011-05-26,test,M,50s,2,1,2.0,18.0,48.1
2011-05-31,control,M,20s,4,1,4.0,32.0,74.96
2011-05-31,control,M,30s,15,2,15.0,98.0,259.0
2011-05-31,test,M,50s,42,1,42.0,364.0,906.3999999999999
2011-06-01,control,M,20s,9,1,9.0,89.0,90.74999999999999
2011-06-01,control,M,30s,17,1,17.0,64.0,122.74000000000001
2011-06-03,test,F,40s,15,1,15.0,329.0,419.79999999999995
2011-06-05,control,M,40s,29,1,29.0,32.0,116.09
2011-06-05,control,F,50s,31,3,31.0,554.0,878.6399999999998
2011-06-07,control,F,20s,1,1,1.0,4.0,34.0
2011-06-07,control,F,30s,72,2,72.0,259.0,273.44
2011-06-08,test,F,30s,135,3,135.0,735.0,1064.6000000000006
2011-06-10,test,M,50s,5,2,5.0,364.0,838.0
2011-06-15,test,M,40s,35,1,35.0,146.0,340.28
2011-06-22,control,M,30s,2,1,2.0,144.0,332.16
2011-06-22,control,M,20s,4,1,4.0,7.0,33.16
2011-06-23,control,M,50s,1,1,1.0,3.0,14.85
2011-06-27,test,M,50s,8,1,8.0,488.0,1116.0
2011-06-28,test,M,40s,123,2,123.0,449.0,935.1500000000003
2011-06-30,test,M,20s,118,2,118.0,1115.0,2990.579999999999
2011-06-30,test,M,30s,29,1,29.0,94.0,131.06
2011-07-01,test,M,20s,80,2,80.0,785.0,1257.83
2011-07-03,control,M,50s,38,2,38.0,286.0,606.1500000000001
2011-07-05,test,F,20s,11,1,11.0,94.0,214.80000000000004
2011-07-06,test,M,20s,5,1,5.0,34.0,108.39999999999999
2011-07-07,control,F,30s,50,2,50.0,849.0,1309.21
2011-07-07,control,F,20s,3,1,3.0,98.0,253.7
2011-07-08,test,M,50s,2,1,2.0,224.0,438.0
2011-07-08,control,F,50s,20,2,20.0,271.0,387.78999999999996
2011-07-11,test,M,40s,19,1,19.0,157.0,307.97
2011-07-12,test,F,40s,41,1,41.0,334.0,393.3100000000002
2011-07-15,test,F,30s,31,1,31.0,72.0,180.8
2011-07-18,control,F,40s,13,1,13.0,143.0,314.15000000000003
2011-07-20,control,F,50s,88,2,88.0,497.0,794.5999999999995
2011-07-20,test,M,40s,95,1,95.0,316.0,384.9999999999997
2011-07-24,control,M,40s,22,2,22.0,740.0,748.06
2011-07-26,control,M,50s,24,1,24.0,277.0,427.23
2011-07-29,control,M,50s,19,1,19.0,204.0,362.0
2011-08-01,control,F,40s,3,1,3.0,30.0,57.3
2011-08-02,control,M,20s,15,1,15.0,222.0,189.94
2011-08-03,test,M,40s,54,2,54.0,637.0,905.5899999999999
2011-08-05,test,M,50s,13,1,13.0,1163.0,2017.92
2011-08-05,control,M,20s,153,2,153.0,915.0,1589.1900000000003
2011-08-11,control,M,20s,15,1,15.0,108.0,252.62
2011-08-15,control,M,50s,12,2,12.0,168.0,558.7400000000002
2011-08-16,test,M,50s,4,1,4.0,48.0,48.0
2011-08-16,control,F,30s,1,1,1.0,480.0,201.6
2011-08-18,control,M,30s,27,2,27.0,219.0,259.77
2011-08-18,control,M,20s,86,1,86.0,1154.0,1964.8500000000004
2011-08-19,test,M,50s,18,2,18.0,35.0,120.36000000000001
2011-08-21,test,M,30s,22,1,22.0,236.0,400.2200000000001
2011-08-24,control,M,50s,140,3,140.0,561.0,1176.7
2011-08-25,control,F,40s,18,1,18.0,134.0,308.2
2011-08-25,test,M,20s,17,1,17.0,124.0,338.54
2011-08-30,test,M,50s,8,1,8.0,69.0,165.43
2011-09-07,control,M,50s,62,2,62.0,820.0,1351.0200000000004
2011-09-12,test,F,40s,21,1,21.0,292.0,330.9200000000001
2011-09-15,test,F,50s,7,1,7.0,82.0,151.49999999999997
2011-09-18,control,F,20s,14,1,14.0,203.0,305.06999999999994
2011-09-20,test,M,40s,92,2,92.0,495.0,885.2900000000001
2011-09-23,test,F,20s,29,1,29.0,338.0,511.82
2011-09-23,test,F,30s,87,1,87.0,227.0,459.34
2011-09-25,control,F,30s,6,1,6.0,298.0,438.32
2011-09-25,control,F,20s,23,1,23.0,490.0,329.34000000000003
2011-10-05,control,F,40s,68,1,68.0,208.0,745.3700000000002
2011-10-07,control,F,40s,7,1,7.0,15.0,89.85000000000001
2011-10-09,control,M,30s,37,1,37.0,356.0,364.5899999999999
2011-10-10,test,F,30s,97,2,97.0,569.0,763.15
2011-10-10,test,F,20s,91,3,91.0,518.0,1157.800000000001
2011-10-11,control,M,50s,68,3,68.0,535.0,1047.0099999999998
2011-10-12,test,F,40s,3,1,3.0,44.0,146.0
2011-10-12,test,M,30s,23,1,23.0,220.0,477.55
2011-10-13,control,M,20s,72,2,72.0,552.0,950.0799999999996
2011-10-13,control,M,30s,138,1,138.0,444.0,579.2199999999999
2011-10-14,test,F,20s,1,1,1.0,300.0,108.0
2011-10-14,test,F,30s,108,2,108.0,624.0,1892.2199999999998
2011-10-18,control,F,50s,65,2,65.0,294.0,508.4399999999999
2011-10-19,test,F,20s,6,1,6.0,578.0,620.04
2011-10-19,test,F,30s,110,4,110.0,1449.0,2099.9000000000005
2011-10-28,test,F,40s,1,1,1.0,1.0,39.95
2011-10-28,control,M,50s,55,2,55.0,879.0,2009.5200000000002
2011-11-06,test,M,20s,71,1,71.0,237.0,445.90999999999985
2011-11-06,test,M,30s,11,1,11.0,106.0,237.57000000000002
2011-11-07,control,M,30s,47,2,47.0,227.0,464.1
2011-11-07,test,F,40s,28,2,28.0,354.0,896.8800000000002
2011-11-08,control,F,50s,50,2,50.0,387.0,609.37
2011-11-08,test,M,20s,22,2,22.0,243.0,372.13
2011-11-08,test,M,30s,6,1,6.0,54.0,101.64000000000001
2011-11-09,test,M,40s,113,3,113.0,2101.0,3815.250000000001
2011-11-09,control,M,50s,106,2,106.0,398.0,470.4399999999999
2011-11-14,test,F,20s,38,2,38.0,673.0,606.69
2011-11-15,control,F,50s,19,2,19.0,389.0,878.6300000000001
2011-11-16,control,F,30s,29,1,29.0,143.0,319.86
2011-11-16,control,F,20s,48,2,48.0,204.0,464.05999999999983
2011-11-17,test,M,40s,88,3,88.0,741.0,1988.58
2011-11-18,control,M,40s,42,3,42.0,293.0,679.45
2011-11-20,control,F,50s,3,1,3.0,28.0,52.2
2011-11-21,control,F,30s,12,2,12.0,72.0,168.08
2011-11-22,control,F,40s,21,1,21.0,111.0,238.40999999999997
2011-11-23,test,M,20s,48,1,48.0,441.0,852.81
2011-11-23,test,M,30s,28,1,28.0,219.0,348.3800000000001
2011-11-29,test,F,20s,22,2,22.0,357.0,655.1999999999998
2011-11-29,test,F,30s,166,2,166.0,381.0,935.5700000000003
2011-12-01,test,M,20s,13,2,13.0,183.0,305.46999999999997
2011-12-01,control,M,30s,24,2,24.0,471.0,720.1899999999999
2011-12-01,control,M,20s,45,2,45.0,270.0,368.61999999999966
2011-12-01,test,M,30s,10,1,10.0,169.0,277.02000000000004
2011-12-02,control,F,30s,22,2,22.0,166.0,430.17999999999995
2011-12-08,test,F,40s,34,2,34.0,387.0,467.8500000000001
2011-12-09,control,F,40s,19,1,19.0,236.0,420.52
2011-12-09,control,M,50s,33,2,33.0,254.0,358.3
2010-12-06,control,F,20s,18,1,18.0,112.0,308.79999999999995
2010-12-06,control,M,40s,3,1,3.0,192.0,223.68
2010-12-06,control,F,30s,14,1,14.0,84.0,222.17999999999998
2010-12-08,control,M,50s,11,2,11.0,177.0,322.25
2010-12-09,control,M,20s,46,3,46.0,401.0,849.0799999999999
2010-12-13,control,M,20s,23,1,23.0,78.0,280.94
2010-12-15,control,F,20s,115,3,115.0,1169.0,1714.570000000001
2010-12-17,test,F,50s,11,1,11.0,83.0,190.54999999999998
2010-12-19,control,M,20s,24,1,24.0,337.0,469.87
2010-12-20,test,M,40s,29,1,29.0,65.0,150.35000000000002
2010-12-23,test,F,40s,9,1,9.0,63.0,128.7
2011-01-07,control,M,50s,69,3,69.0,682.0,1305.91
2011-01-09,control,M,40s,9,1,9.0,78.0,114.0
2011-01-09,test,F,30s,31,1,31.0,99.0,279.02
2011-01-13,control,F,50s,19,1,19.0,505.0,692.82
2011-01-18,test,M,20s,10,1,10.0,113.0,132.52
2011-01-21,test,F,20s,16,1,16.0,484.0,301.96000000000004
2011-01-25,control,F,20s,17,1,17.0,188.0,333.0800000000001
2011-01-25,control,F,30s,10,1,10.0,66.0,146.1
2011-02-01,test,M,20s,39,1,39.0,164.0,439.29999999999995
