event_id,user_id,session_id,event_time,variant,page
E0000867,100509,S000867,2025-07-07 03:36:00,0,checkout_cta
E0000868,100510,S000868,2025-07-10 21:33:00,0,checkout_cta
E0000869,100511,S000869,2025-07-10 00:40:00,0,home_banner
E0000870,100512,S000870,2025-07-12 09:26:00,1,product_reco
E0000871,100513,S000871,2025-07-12 22:43:00,0,product_reco
E0000872,100513,S000872,2025-07-12 20:42:00,0,product_reco
E0000873,100514,S000873,2025-07-13 19:32:00,1,checkout_cta
E0000874,100515,S000874,2025-07-05 06:13:00,0,home_banner
E0000875,100516,S000875,2025-07-13 01:51:00,1,home_banner
E0000876,100516,S000876,2025-07-13 04:15:00,1,home_banner
E0000877,100517,S000877,2025-07-09 07:40:00,0,home_banner
E0000878,100517,S000878,2025-07-09 10:23:00,0,home_banner
E0000879,100517,S000879,2025-07-09 10:44:00,0,checkout_cta
E0000880,100518,S000880,2025-07-14 00:54:00,0,checkout_cta
E0000881,100519,S000881,2025-07-04 08:16:00,0,home_banner
E0000882,100520,S000882,2025-07-14 22:59:00,0,home_banner
E0000883,100520,S000883,2025-07-14 23:30:00,0,home_banner
E0000884,100521,S000884,2025-07-10 01:34:00,0,checkout_cta
E0000885,100521,S000885,2025-07-10 05:40:00,0,product_reco
E0000886,100522,S000886,2025-07-04 23:01:00,0,home_banner
E0000887,100523,S000887,2025-07-12 15:28:00,0,home_banner
E0000888,100523,S000888,2025-07-12 19:57:00,0,product_reco
E0000889,100523,S000889,2025-07-12 13:26:00,0,home_banner
E0000890,100524,S000890,2025-07-15 07:51:00,1,product_reco
E0000891,100525,S000891,2025-07-08 21:53:00,1,product_reco
E0000892,100525,S000892,2025-07-08 20:44:00,1,home_banner
E0000893,100526,S000893,2025-07-14 01:18:00,1,product_reco
E0000894,100527,S000894,2025-07-06 11:50:00,1,product_reco
E0000895,100527,S000895,2025-07-06 12:05:00,1,product_reco
E0000896,100528,S000896,2025-07-04 07:47:00,1,product_reco
E0000897,100528,S000897,2025-07-04 06:47:00,1,product_reco
E0000898,100529,S000898,2025-07-05 06:51:00,0,checkout_cta
E0000899,100529,S000899,2025-07-05 05:23:00,0,home_banner
E0000900,100530,S000900,2025-07-13 01:44:00,1,home_banner
E0000901,100530,S000901,2025-07-13 02:37:00,1,home_banner
E0000902,100530,S000902,2025-07-13 03:13:00,1,home_banner
E0000903,100531,S000903,2025-07-06 17:17:00,0,home_banner
E0000904,100532,S000904,2025-07-15 14:01:00,1,home_banner
E0000905,100533,S000905,2025-07-04 18:10:00,0,checkout_cta
E0000906,100534,S000906,2025-07-15 00:08:00,1,checkout_cta
E0000907,100535,S000907,2025-07-14 16:11:00,0,product_reco
E0000908,100536,S000908,2025-07-14 09:25:00,1,checkout_cta
E0000909,100536,S000909,2025-07-14 12:19:00,1,product_reco
E0000910,100537,S000910,2025-07-14 14:13:00,0,home_banner
E0000911,100537,S000911,2025-07-14 11:00:00,0,checkout_cta
E0000912,100538,S000912,2025-07-06 20:00:00,0,checkout_cta
E0000913,100538,S000913,2025-07-06 17:27:00,0,product_reco
E0000914,100539,S000914,2025-07-06 05:03:00,1,product_reco
E0000915,100540,S000915,2025-07-03 01:44:00,0,checkout_cta
E0000916,100540,S000916,2025-07-03 07:54:00,0,product_reco
E0000917,100540,S000917,2025-07-03 08:30:00,0,product_reco
E0000918,100541,S000918,2025-07-06 07:51:00,1,product_reco
E0000919,100542,S000919,2025-07-15 10:56:00,0,product_reco
E0000920,100543,S000920,2025-07-04 09:24:00,1,home_banner
E0000921,100543,S000921,2025-07-04 13:18:00,1,checkout_cta
E0000922,100544,S000922,2025-07-14 10:24:00,0,home_banner
E0000923,100544,S000923,2025-07-14 15:34:00,0,home_banner
E0000924,100545,S000924,2025-07-12 02:44:00,1,product_reco
E0000925,100546,S000925,2025-07-02 09:59:00,0,product_reco
E0000926,100546,S000926,2025-07-02 06:29:00,0,home_banner
E0000927,100546,S000927,2025-07-02 03:26:00,0,home_banner
E0000928,100547,S000928,2025-07-05 02:53:00,0,home_banner
E0000929,100547,S000929,2025-07-05 00:59:00,0,product_reco
E0000930,100547,S000930,2025-07-05 03:17:00,0,product_reco
E0000931,100548,S000931,2025-07-04 10:53:00,1,product_reco
E0000932,100548,S000932,2025-07-04 12:46:00,1,product_reco
E0000933,100549,S000933,2025-07-12 17:10:00,0,product_reco
E0000934,100549,S000934,2025-07-12 10:04:00,0,product_reco
E0000935,100550,S000935,2025-07-13 17:33:00,0,home_banner
E0000936,100551,S000936,2025-07-07 00:51:00,1,home_banner
E0000937,100551,S000937,2025-07-07 04:32:00,1,checkout_cta
E0000938,100551,S000938,2025-07-07 07:20:00,1,product_reco
E0000939,100552,S000939,2025-07-02 21:16:00,1,checkout_cta
E0000940,100552,S000940,2025-07-03 03:13:00,1,checkout_cta
E0000941,100553,S000941,2025-07-14 14:47:00,0,checkout_cta
E0000942,100553,S000942,2025-07-14 15:27:00,0,product_reco
E0000943,100554,S000943,2025-07-15 00:40:00,1,product_reco
E0000944,100554,S000944,2025-07-15 02:42:00,1,product_reco
E0000945,100555,S000945,2025-07-01 10:31:00,1,checkout_cta
E0000946,100555,S000946,2025-07-01 12:13:00,1,home_banner
E0000947,100556,S000947,2025-07-14 20:46:00,0,home_banner
E0000948,100556,S000948,2025-07-15 00:44:00,0,product_reco
E0000949,100557,S000949,2025-07-06 03:20:00,0,product_reco
E0000950,100557,S000950,2025-07-06 03:35:00,0,product_reco
E0000951,100558,S000951,2025-07-12 18:54:00,1,home_banner
E0000952,100559,S000952,2025-07-10 13:58:00,0,product_reco
E0000953,100559,S000953,2025-07-10 20:42:00,0,home_banner
E0000954,100560,S000954,2025-07-05 09:34:00,1,home_banner
E0000955,100560,S000955,2025-07-05 13:21:00,1,checkout_cta
E0000956,100561,S000956,2025-07-07 10:59:00,1,product_reco
E0000957,100561,S000957,2025-07-07 11:22:00,1,checkout_cta
E0000958,100562,S000958,2025-07-08 21:53:00,0,home_banner
E0000959,100563,S000959,2025-07-01 15:03:00,0,home_banner
E0000960,100564,S000960,2025-07-14 16:40:00,0,product_reco
E0000961,100564,S000961,2025-07-14 13:26:00,0,checkout_cta
E0000962,100564,S000962,2025-07-14 12:35:00,0,product_reco
E0000963,100565,S000963,2025-07-02 23:07:00,0,product_reco
E0000964,100565,S000964,2025-07-03 04:05:00,0,home_banner
E0000965,100566,S000965,2025-07-10 06:24:00,1,checkout_cta
E0000966,100566,S000966,2025-07-09 23:15:00,1,home_banner
E0000967,100567,S000967,2025-07-09 05:06:00,0,home_banner
E0000968,100568,S000968,2025-07-15 12:37:00,1,product_reco
E0000969,100569,S000969,2025-07-04 05:24:00,0,product_reco
E0000970,100570,S000970,2025-07-08 12:48:00,1,product_reco
E0000971,100571,S000971,2025-07-15 06:07:00,1,home_banner
E0000972,100571,S000972,2025-07-15 02:56:00,1,product_reco
E0000973,100572,S000973,2025-07-12 06:21:00,1,checkout_cta
E0000974,100572,S000974,2025-07-12 02:02:00,1,checkout_cta
E0000975,100573,S000975,2025-07-10 09:07:00,0,product_reco
E0000976,100573,S000976,2025-07-10 06:14:00,0,home_banner
E0000977,100573,S000977,2025-07-10 09:29:00,0,product_reco
E0000978,100574,S000978,2025-07-14 06:15:00,1,home_banner
E0000979,100574,S000979,2025-07-14 03:23:00,1,home_banner
E0000980,100574,S000980,2025-07-14 08:11:00,1,home_banner
E0000981,100575,S000981,2025-07-12 23:20:00,1,product_reco
E0000982,100576,S000982,2025-07-10 18:00:00,1,home_banner
E0000983,100576,S000983,2025-07-10 15:30:00,1,home_banner
E0000984,100577,S000984,2025-07-03 00:22:00,0,checkout_cta
E0000985,100577,S000985,2025-07-02 20:52:00,0,product_reco
E0000986,100578,S000986,2025-07-08 09:42:00,0,home_banner
E0000987,100578,S000987,2025-07-08 09:04:00,0,product_reco
E0000988,100579,S000988,2025-07-05 22:27:00,0,product_reco
E0000989,100579,S000989,2025-07-05 20:22:00,0,home_banner
E0000990,100580,S000990,2025-07-07 08:55:00,1,checkout_cta
E0000991,100580,S000991,2025-07-07 04:14:00,1,product_reco
E0000992,100581,S000992,2025-07-04 08:31:00,0,checkout_cta
E0000993,100582,S000993,2025-07-04 08:54:00,0,product_reco
E0000994,100582,S000994,2025-07-04 10:02:00,0,product_reco
E0000995,100582,S000995,2025-07-04 10:55:00,0,checkout_cta
E0000996,100583,S000996,2025-07-02 11:53:00,0,home_banner
E0000997,100583,S000997,2025-07-02 13:14:00,0,home_banner
E0000998,100584,S000998,2025-07-03 07:55:00,1,checkout_cta
E0000999,100585,S000999,2025-07-13 16:28:00,0,checkout_cta
E0001000,100585,S001000,2025-07-13 10:22:00,0,checkout_cta
E0001001,100586,S001001,2025-07-13 22:20:00,1,home_banner
E0001002,100586,S001002,2025-07-13 22:14:00,1,product_reco
E0001003,100586,S001003,2025-07-14 01:21:00,1,home_banner
E0001004,100587,S001004,2025-07-03 07:04:00,1,checkout_cta
E0001005,100587,S001005,2025-07-03 11:10:00,1,checkout_cta
E0001006,100588,S001006,2025-07-11 01:07:00,1,checkout_cta
E0001007,100589,S001007,2025-07-09 17:07:00,1,home_banner
E0001008,100589,S001008,2025-07-09 14:31:00,1,home_banner
E0001009,100590,S001009,2025-07-01 13:24:00,0,checkout_cta
E0001010,100591,S001010,2025-07-05 12:57:00,1,checkout_cta
E0001011,100591,S001011,2025-07-05 14:34:00,1,home_banner
E0001012,100592,S001012,2025-07-07 01:02:00,0,product_reco
E0001013,100593,S001013,2025-07-02 22:35:00,0,checkout_cta
E0001014,100594,S001014,2025-07-12 22:13:00,1,home_banner
E0001015,100594,S001015,2025-07-12 19:18:00,1,home_banner
E0001016,100595,S001016,2025-07-12 13:35:00,1,product_reco
E0001017,100595,S001017,2025-07-12 14:48:00,1,home_banner
E0001018,100596,S001018,2025-07-02 21:53:00,1,product_reco
E0001019,100597,S001019,2025-07-15 02:02:00,0,home_banner
E0001020,100598,S001020,2025-07-14 03:15:00,1,checkout_cta
E0001021,100598,S001021,2025-07-14 00:38:00,1,checkout_cta
E0001022,100599,S001022,2025-07-05 03:34:00,0,product_reco
E0001023,100600,S001023,2025-07-09 16:50:00,0,checkout_cta
E0001024,100601,S001024,2025-07-12 16:08:00,0,home_banner
E0001025,100601,S001025,2025-07-12 17:02:00,0,home_banner
E0001026,100602,S001026,2025-07-08 02:40:00,1,checkout_cta
E0001027,100603,S001027,2025-07-03 16:44:00,1,checkout_cta
E0001028,100603,S001028,2025-07-03 18:50:00,1,checkout_cta
E0001029,100604,S001029,2025-07-08 14:04:00,1,checkout_cta
E0001030,100604,S001030,2025-07-08 19:11:00,1,product_reco
E0001031,100605,S001031,2025-07-11 14:28:00,0,home_banner
E0001032,100605,S001032,2025-07-11 16:35:00,0,product_reco
E0001033,100606,S001033,2025-07-13 10:41:00,0,product_reco
E0001034,100606,S001034,2025-07-13 12:39:00,0,product_reco
E0001035,100607,S001035,2025-07-06 14:21:00,1,home_banner
E0001036,100608,S001036,2025-07-05 03:53:00,0,home_banner
E0001037,100609,S001037,2025-07-14 07:58:00,1,checkout_cta
E0001038,100610,S001038,2025-07-13 06:02:00,1,home_banner
E0001039,100611,S001039,2025-07-13 08:00:00,0,product_reco
E0001040,100612,S001040,2025-07-09 13:05:00,0,product_reco
E0001041,100612,S001041,2025-07-09 15:37:00,0,home_banner
E0001042,100613,S001042,2025-07-11 03:12:00,1,product_reco
E0001043,100613,S001043,2025-07-11 02:51:00,1,home_banner
E0001044,100614,S001044,2025-07-06 05:52:00,1,product_reco
E0001045,100615,S001045,2025-07-07 18:58:00,0,home_banner
E0001046,100616,S001046,2025-07-09 07:43:00,1,checkout_cta
E0001047,100616,S001047,2025-07-09 03:33:00,1,checkout_cta
E0001048,100617,S001048,2025-07-09 07:25:00,1,home_banner
E0001049,100617,S001049,2025-07-09 01:35:00,1,home_banner
E0001050,100618,S001050,2025-07-05 10:17:00,0,product_reco
E0001051,100618,S001051,2025-07-05 03:19:00,0,home_banner
E0001052,100619,S001052,2025-07-11 03:01:00,1,home_banner
E0001053,100620,S001053,2025-07-11 22:09:00,0,checkout_cta
E0001054,100620,S001054,2025-07-11 16:01:00,0,product_reco
E0001055,100621,S001055,2025-07-13 16:01:00,0,product_reco
E0001056,100621,S001056,2025-07-13 13:31:00,0,checkout_cta
E0001057,100622,S001057,2025-07-11 22:20:00,1,checkout_cta
E0001058,100623,S001058,2025-07-08 01:15:00,1,checkout_cta
E0001059,100623,S001059,2025-07-08 01:11:00,1,checkout_cta
E0001060,100623,S001060,2025-07-08 01:05:00,1,product_reco
E0001061,100624,S001061,2025-07-09 00:58:00,0,product_reco
E0001062,100624,S001062,2025-07-09 06:26:00,0,home_banner
E0001063,100625,S001063,2025-07-08 04:36:00,0,checkout_cta
E0001064,100626,S001064,2025-07-11 00:56:00,1,product_reco
E0001065,100626,S001065,2025-07-11 03:14:00,1,checkout_cta
E0001066,100627,S001066,2025-07-13 01:46:00,1,product_reco
E0001067,100628,S001067,2025-07-14 12:05:00,0,home_banner
E0001068,100628,S001068,2025-07-14 12:12:00,0,product_reco
E0001069,100628,S001069,2025-07-14 07:53:00,0,product_reco
E0001070,100629,S001070,2025-07-02 13:47:00,0,product_reco
E0001071,100629,S001071,2025-07-02 12:04:00,0,product_reco
E0001072,100629,S001072,2025-07-02 13:37:00,0,product_reco
E0001073,100630,S001073,2025-07-06 05:04:00,0,home_banner
E0001074,100631,S001074,2025-07-05 23:33:00,1,home_banner
E0001075,100631,S001075,2025-07-05 16:48:00,1,checkout_cta
E0001076,100631,S001076,2025-07-05 17:36:00,1,product_reco
E0001077,100632,S001077,2025-07-11 12:15:00,0,product_reco
E0001078,100633,S001078,2025-07-14 09:02:00,0,product_reco
E0001079,100633,S001079,2025-07-14 08:02:00,0,product_reco
E0001080,100634,S001080,2025-07-15 08:04:00,0,product_reco
E0001081,100634,S001081,2025-07-15 11:08:00,0,home_banner
E0001082,100635,S001082,2025-07-01 20:35:00,0,home_banner
E0001083,100636,S001083,2025-07-04 17:16:00,1,product_reco
E0001084,100636,S001084,2025-07-04 10:16:00,1,home_banner
E0001085,100637,S001085,2025-07-11 12:53:00,0,checkout_cta
E0001086,100638,S001086,2025-07-03 13:07:00,1,product_reco
E0001087,100638,S001087,2025-07-03 09:21:00,1,home_banner
E0001088,100639,S001088,2025-07-04 08:37:00,1,product_reco
E0001089,100640,S001089,2025-07-08 05:59:00,1,home_banner
E0001090,100640,S001090,2025-07-08 00:33:00,1,product_reco
E0001091,100641,S001091,2025-07-08 16:36:00,0,product_reco
E0001092,100642,S001092,2025-07-12 06:34:00,1,home_banner
E0001093,100642,S001093,2025-07-12 03:26:00,1,home_banner
E0001094,100642,S001094,2025-07-12 08:52:00,1,product_reco
E0001095,100643,S001095,2025-07-06 06:41:00,0,home_banner
E0001096,100644,S001096,2025-07-06 03:35:00,0,checkout_cta
E0001097,100645,S001097,2025-07-13 14:20:00,0,product_reco
E0001098,100646,S001098,2025-07-05 09:20:00,1,checkout_cta
E0001099,100647,S001099,2025-07-09 05:29:00,0,checkout_cta
E0001100,100647,S001100,2025-07-09 04:15:00,0,checkout_cta
E0001101,100648,S001101,2025-07-05 12:30:00,1,product_reco
E0001102,100649,S001102,2025-07-11 17:45:00,1,product_reco
E0001103,100649,S001103,2025-07-11 15:34:00,1,home_banner
E0001104,100650,S001104,2025-07-09 01:24:00,0,product_reco
E0001105,100651,S001105,2025-07-04 14:49:00,1,product_reco
E0001106,100651,S001106,2025-07-04 13:04:00,1,product_reco
E0001107,100652,S001107,2025-07-15 11:35:00,1,product_reco
E0001108,100652,S001108,2025-07-15 06:45:00,1,product_reco
E0001109,100653,S001109,2025-07-13 00:07:00,1,home_banner
E0001110,100653,S001110,2025-07-12 20:55:00,1,product_reco
E0001111,100653,S001111,2025-07-12 21:40:00,1,home_banner
E0001112,100654,S001112,2025-07-14 18:36:00,0,product_reco
E0001113,100654,S001113,2025-07-14 18:36:00,0,home_banner
E0001114,100655,S001114,2025-07-07 12:34:00,0,checkout_cta
E0001115,100655,S001115,2025-07-07 17:36:00,0,product_reco
E0001116,100656,S001116,2025-07-14 12:25:00,0,checkout_cta
E0001117,100657,S001117,2025-07-13 23:26:00,1,home_banner
E0001118,100658,S001118,2025-07-08 06:49:00,0,home_banner
E0001119,100658,S001119,2025-07-07 23:54:00,0,home_banner
E0001120,100659,S001120,2025-07-08 20:04:00,1,checkout_cta
E0001121,100659,S001121,2025-07-08 12:36:00,1,product_reco
E0001122,100659,S001122,2025-07-08 12:27:00,1,product_reco
E0001123,100660,S001123,2025-07-03 09:41:00,1,home_banner
E0001124,100660,S001124,2025-07-03 05:50:00,1,product_reco
E0001125,100661,S001125,2025-07-04 01:33:00,1,home_banner
E0001126,100661,S001126,2025-07-03 22:47:00,1,home_banner
E0001127,100662,S001127,2025-07-14 17:24:00,0,product_reco
E0001128,100662,S001128,2025-07-14 18:56:00,0,home_banner
E0001129,100663,S001129,2025-07-10 14:13:00,0,checkout_cta
E0001130,100664,S001130,2025-07-10 08:58:00,0,home_banner
E0001131,100664,S001131,2025-07-10 12:20:00,0,home_banner
E0001132,100664,S001132,2025-07-10 09:08:00,0,checkout_cta
E0001133,100665,S001133,2025-07-05 06:22:00,0,checkout_cta
E0001134,100665,S001134,2025-07-05 01:18:00,0,product_reco
E0001135,100666,S001135,2025-07-10 07:03:00,1,product_reco
E0001136,100666,S001136,2025-07-10 03:24:00,1,home_banner
E0001137,100666,S001137,2025-07-10 10:04:00,1,home_banner
E0001138,100667,S001138,2025-07-13 02:55:00,1,home_banner
E0001139,100667,S001139,2025-07-13 04:12:00,1,product_reco
E0001140,100668,S001140,2025-07-06 05:56:00,0,product_reco
E0001141,100668,S001141,2025-07-06 05:18:00,0,checkout_cta
E0001142,100669,S001142,2025-07-03 17:32:00,1,home_banner
E0001143,100669,S001143,2025-07-03 21:25:00,1,checkout_cta
E0001144,100669,S001144,2025-07-03 22:33:00,1,home_banner
E0001145,100670,S001145,2025-07-04 22:03:00,1,checkout_cta
E0001146,100670,S001146,2025-07-04 20:37:00,1,product_reco
E0001147,100671,S001147,2025-07-04 08:08:00,1,product_reco
E0001148,100671,S001148,2025-07-04 03:23:00,1,home_banner
E0001149,100672,S001149,2025-07-10 13:01:00,1,checkout_cta
E0001150,100673,S001150,2025-07-03 10:22:00,1,checkout_cta
E0001151,100673,S001151,2025-07-03 14:30:00,1,checkout_cta
E0001152,100674,S001152,2025-07-08 01:15:00,1,product_reco
E0001153,100675,S001153,2025-07-05 22:34:00,1,checkout_cta
E0001154,100676,S001154,2025-07-09 21:14:00,0,checkout_cta
E0001155,100676,S001155,2025-07-09 18:01:00,0,product_reco
E0001156,100677,S001156,2025-07-01 15:14:00,0,home_banner
E0001157,100677,S001157,2025-07-01 12:08:00,0,home_banner
E0001158,100678,S001158,2025-07-10 00:38:00,0,checkout_cta
E0001159,100679,S001159,2025-07-02 14:04:00,1,home_banner
E0001160,100680,S001160,2025-07-12 15:14:00,1,product_reco
E0001161,100681,S001161,2025-07-13 18:23:00,0,home_banner
E0001162,100681,S001162,2025-07-13 18:07:00,0,checkout_cta
E0001163,100681,S001163,2025-07-13 20:45:00,0,product_reco
E0001164,100682,S001164,2025-07-10 02:12:00,0,product_reco
E0001165,100683,S001165,2025-07-10 02:32:00,1,home_banner
E0001166,100683,S001166,2025-07-09 22:04:00,1,home_banner
E0001167,100684,S001167,2025-07-08 08:57:00,1,home_banner
E0001168,100684,S001168,2025-07-08 09:27:00,1,product_reco
E0001169,100685,S001169,2025-07-03 22:22:00,1,product_reco
E0001170,100685,S001170,2025-07-03 23:07:00,1,product_reco
E0001171,100685,S001171,2025-07-03 22:51:00,1,home_banner
E0001172,100686,S001172,2025-07-07 23:23:00,0,checkout_cta
E0001173,100686,S001173,2025-07-08 04:18:00,0,home_banner
E0001174,100687,S001174,2025-07-05 04:12:00,0,product_reco
E0001175,100688,S001175,2025-07-03 11:46:00,0,home_banner
E0001176,100688,S001176,2025-07-03 11:33:00,0,checkout_cta
E0001177,100688,S001177,2025-07-03 13:10:00,0,checkout_cta
E0001178,100689,S001178,2025-07-12 18:46:00,1,home_banner
E0001179,100690,S001179,2025-07-09 22:01:00,0,home_banner
E0001180,100691,S001180,2025-07-13 11:57:00,0,home_banner
E0001181,100692,S001181,2025-07-08 15:20:00,1,product_reco
E0001182,100693,S001182,2025-07-13 09:07:00,0,home_banner
E0001183,100693,S001183,2025-07-13 06:45:00,0,product_reco
E0001184,100693,S001184,2025-07-13 07:16:00,0,product_reco
E0001185,100694,S001185,2025-07-06 19:12:00,1,product_reco
E0001186,100694,S001186,2025-07-06 19:51:00,1,home_banner
E0001187,100695,S001187,2025-07-03 10:38:00,0,product_reco
E0001188,100696,S001188,2025-07-08 14:20:00,1,home_banner
E0001189,100696,S001189,2025-07-08 17:38:00,1,checkout_cta
E0001190,100697,S001190,2025-07-06 06:08:00,1,product_reco
E0001191,100698,S001191,2025-07-09 10:31:00,0,home_banner
E0001192,100699,S001192,2025-07-08 17:38:00,0,product_reco
E0001193,100700,S001193,2025-07-14 10:04:00,0,product_reco
E0001194,100701,S001194,2025-07-02 10:27:00,0,home_banner
E0001195,100702,S001195,2025-07-14 04:44:00,0,home_banner
E0001196,100703,S001196,2025-07-03 15:03:00,0,product_reco
E0001197,100703,S001197,2025-07-03 08:09:00,0,product_reco
E0001198,100704,S001198,2025-07-05 03:28:00,1,checkout_cta
E0001199,100705,S001199,2025-07-06 16:48:00,1,checkout_cta
E0001200,100706,S001200,2025-07-05 15:19:00,1,product_reco
E0001201,100707,S001201,2025-07-13 07:44:00,0,product_reco
E0001202,100707,S001202,2025-07-13 09:30:00,0,checkout_cta
E0001203,100707,S001203,2025-07-13 10:32:00,0,product_reco
E0001204,100708,S001204,2025-07-06 00:47:00,0,product_reco
E0001205,100709,S001205,2025-07-12 05:01:00,0,home_banner
E0001206,100710,S001206,2025-07-10 23:13:00,0,product_reco
E0001207,100710,S001207,2025-07-11 01:35:00,0,product_reco
E0001208,100711,S001208,2025-07-03 03:02:00,1,checkout_cta
E0001209,100712,S001209,2025-07-05 03:24:00,0,product_reco
E0001210,100712,S001210,2025-07-05 05:08:00,0,home_banner
E0001211,100713,S001211,2025-07-04 22:20:00,0,checkout_cta
E0001212,100714,S001212,2025-07-02 20:19:00,0,home_banner
E0001213,100714,S001213,2025-07-02 20:46:00,0,product_reco
E0001214,100714,S001214,2025-07-02 19:58:00,0,home_banner
E0001215,100715,S001215,2025-07-02 15:38:00,1,product_reco
E0001216,100715,S001216,2025-07-02 15:08:00,1,checkout_cta
E0001217,100716,S001217,2025-07-09 01:36:00,0,home_banner
E0001218,100717,S001218,2025-07-10 01:58:00,0,home_banner
E0001219,100718,S001219,2025-07-09 14:26:00,0,product_reco
E0001220,100718,S001220,2025-07-09 17:39:00,0,home_banner
E0001221,100719,S001221,2025-07-15 06:19:00,0,home_banner
E0001222,100720,S001222,2025-07-03 09:23:00,0,checkout_cta
E0001223,100721,S001223,2025-07-05 17:17:00,0,product_reco
E0001224,100721,S001224,2025-07-05 17:57:00,0,checkout_cta
E0001225,100721,S001225,2025-07-05 23:12:00,0,product_reco
E0001226,100722,S001226,2025-07-08 08:32:00,0,checkout_cta
E0001227,100722,S001227,2025-07-08 08:39:00,0,checkout_cta
E0001228,100723,S001228,2025-07-08 04:39:00,0,home_banner
E0001229,100723,S001229,2025-07-08 08:03:00,0,home_banner
E0001230,100724,S001230,2025-07-09 23:14:00,0,home_banner
E0001231,100725,S001231,2025-07-07 16:21:00,0,product_reco
E0001232,100725,S001232,2025-07-07 15:21:00,0,home_banner
E0001233,100726,S001233,2025-07-14 07:50:00,0,checkout_cta
E0001234,100726,S001234,2025-07-14 02:46:00,0,home_banner
E0001235,100726,S001235,2025-07-14 07:10:00,0,product_reco
E0001236,100727,S001236,2025-07-13 23:26:00,0,home_banner
E0001237,100727,S001237,2025-07-13 18:40:00,0,checkout_cta
E0001238,100728,S001238,2025-07-11 19:26:00,0,checkout_cta
E0001239,100729,S001239,2025-07-08 15:43:00,1,home_banner
E0001240,100729,S001240,2025-07-08 20:48:00,1,checkout_cta
E0001241,100730,S001241,2025-07-02 15:01:00,0,checkout_cta
E0001242,100730,S001242,2025-07-02 14:02:00,0,home_banner
E0001243,100730,S001243,2025-07-02 10:40:00,0,product_reco
E0001244,100731,S001244,2025-07-10 18:17:00,0,home_banner
E0001245,100731,S001245,2025-07-10 13:51:00,0,product_reco
E0001246,100732,S001246,2025-07-13 08:11:00,1,product_reco
E0001247,100732,S001247,2025-07-13 12:36:00,1,home_banner
E0001248,100733,S001248,2025-07-02 22:48:00,1,product_reco
E0001249,100733,S001249,2025-07-03 01:11:00,1,product_reco
E0001250,100734,S001250,2025-07-07 15:21:00,0,product_reco
E0001251,100735,S001251,2025-07-12 04:49:00,1,product_reco
E0001252,100735,S001252,2025-07-11 23:05:00,1,checkout_cta
E0001253,100736,S001253,2025-07-08 02:22:00,0,checkout_cta
E0001254,100736,S001254,2025-07-08 05:39:00,0,product_reco
E0001255,100737,S001255,2025-07-02 12:01:00,0,checkout_cta
E0001256,100738,S001256,2025-07-14 08:32:00,0,product_reco
E0001257,100738,S001257,2025-07-14 06:19:00,0,product_reco
E0001258,100739,S001258,2025-07-02 16:52:00,1,home_banner
E0001259,100740,S001259,2025-07-05 18:25:00,1,home_banner
E0001260,100740,S001260,2025-07-05 22:17:00,1,home_banner
E0001261,100741,S001261,2025-07-15 14:37:00,0,checkout_cta
E0001262,100742,S001262,2025-07-13 17:30:00,1,home_banner
E0001263,100742,S001263,2025-07-13 14:45:00,1,product_reco
E0001264,100742,S001264,2025-07-13 20:39:00,1,checkout_cta
E0001265,100743,S001265,2025-07-08 04:17:00,0,product_reco
E0001266,100744,S001266,2025-07-07 16:19:00,0,checkout_cta
E0001267,100745,S001267,2025-07-12 02:58:00,0,home_banner
E0001268,100746,S001268,2025-07-08 01:21:00,0,checkout_cta
E0001269,100746,S001269,2025-07-08 04:50:00,0,checkout_cta
E0001270,100746,S001270,2025-07-08 03:18:00,0,product_reco
E0001271,100747,S001271,2025-07-10 14:16:00,1,home_banner
E0001272,100748,S001272,2025-07-12 04:34:00,1,home_banner
E0001273,100749,S001273,2025-07-12 17:56:00,1,home_banner
E0001274,100750,S001274,2025-07-02 18:28:00,0,product_reco
E0001275,100750,S001275,2025-07-02 15:57:00,0,product_reco
E0001276,100751,S001276,2025-07-10 01:49:00,1,home_banner
E0001277,100752,S001277,2025-07-03 12:07:00,0,product_reco
E0001278,100753,S001278,2025-07-07 08:26:00,1,home_banner
E0001279,100754,S001279,2025-07-03 13:34:00,1,product_reco
E0001280,100755,S001280,2025-07-07 07:45:00,0,product_reco
E0001281,100756,S001281,2025-07-14 16:10:00,0,home_banner
E0001282,100757,S001282,2025-07-05 17:59:00,0,product_reco
E0001283,100757,S001283,2025-07-05 19:04:00,0,product_reco
E0001284,100758,S001284,2025-07-11 07:58:00,1,home_banner
E0001285,100758,S001285,2025-07-11 10:51:00,1,product_reco
E0001286,100759,S001286,2025-07-07 03:14:00,0,home_banner
E0001287,100760,S001287,2025-07-06 16:44:00,0,checkout_cta
E0001288,100760,S001288,2025-07-06 17:52:00,0,product_reco
E0001289,100761,S001289,2025-07-04 16:14:00,1,product_reco
E0001290,100762,S001290,2025-07-05 01:13:00,1,home_banner
E0001291,100763,S001291,2025-07-02 16:32:00,0,home_banner
E0001292,100764,S001292,2025-07-07 23:30:00,0,home_banner
E0001293,100764,S001293,2025-07-07 22:45:00,0,home_banner
E0001294,100764,S001294,2025-07-07 21:39:00,0,product_reco
E0001295,100765,S001295,2025-07-07 00:51:00,0,product_reco
E0001296,100766,S001296,2025-07-07 18:13:00,1,checkout_cta
