order_id,customer_id,order_date,order_amount,payment_method,category
O00499,C0064,2026-01-19,47000.0,POINT,electronics
O00500,C0098,2026-02-09,204000.0,POINT,sports
O00501,C0028,2026-01-24,7000.0,POINT,digital
O00502,C0093,2026-03-11,57000.0,CASH,food
O00503,C0048,2026-04-21,234000.0,MOBILE,living
O00504,C0027,2026-01-07,50000.0,POINT,food
O00505,C0084,2026-04-09,11000.0,POINT,living
O00506,C0100,2026-01-22,291000.0,CASH,electronics
O00507,C0098,2026-02-13,76000.0,POINT,beauty
O00508,C0069,2026-05-07,79000.0,CARD,electronics
O00509,C0112,2026-03-12,220000.0,POINT,digital
O00510,C0020,2026-04-03,133000.0,CASH,digital
O00511,C0051,2026-04-28,59000.0,CASH,beauty
O00512,C0002,2026-04-12,175000.0,MOBILE,living
O00513,C0085,2026-04-23,176000.0,TRANSFER,electronics
O00514,C0077,2026-03-24,107000.0,TRANSFER,sports
O00515,C0046,2026-04-12,168000.0,POINT,digital
O00516,C0148,2026-03-04,171000.0,TRANSFER,beauty
O00517,C0101,2026-04-04,63000.0,MOBILE,fashion
O00518,C0140,2026-02-16,286000.0,CARD,digital
O00519,C0054,2026-04-23,154000.0,CARD,living
O00520,C0128,2026-02-05,160000.0,CASH,beauty
O00521,C0040,2026-04-19,198000.0,CARD,digital
O00522,C0123,2026-05-30,210000.0,MOBILE,living
O00523,C0140,2026-01-10,189000.0,MOBILE,food
O00524,C0028,2026-03-05,186000.0,CASH,book
O00525,C0145,2026-04-13,174000.0,TRANSFER,food
O00526,C0003,2026-01-26,137000.0,CASH,fashion
O00527,C0115,2026-04-06,205000.0,TRANSFER,electronics
O00528,C0089,2026-01-07,252000.0,CARD,beauty
O00529,C0107,2026-01-22,64000.0,CASH,sports
O00530,C0080,2026-03-29,238000.0,CASH,digital
O00531,C0090,2026-05-02,54000.0,TRANSFER,digital
O00532,C0082,2026-01-18,158000.0,CARD,food
O00533,C0006,2026-03-29,60000.0,CASH,fashion
O00534,C0133,2026-02-14,287000.0,CASH,sports
O00535,C0144,2026-04-20,241000.0,CASH,living
O00536,C0048,2026-02-17,226000.0,TRANSFER,book
O00537,C0051,2026-04-26,224000.0,TRANSFER,book
O00538,C0055,2026-02-22,147000.0,CARD,food
O00539,C0138,2026-02-17,192000.0,POINT,fashion
O00540,C0118,2026-01-30,139000.0,TRANSFER,sports
O00541,C0100,2026-04-11,63000.0,POINT,sports
O00542,C0118,2026-02-14,157000.0,MOBILE,food
O00543,C0035,2026-03-22,65000.0,CASH,beauty
O00544,C0030,2026-02-16,196000.0,CASH,living
O00545,C0108,2026-02-05,299000.0,TRANSFER,living
O00546,C0048,2026-05-05,280000.0,CASH,electronics
O00547,C0126,2026-03-15,76000.0,CASH,sports
O00548,C0116,2026-01-14,188000.0,CARD,digital
O00549,C0035,2026-02-19,201000.0,MOBILE,digital
O00550,C0105,2026-05-06,217000.0,TRANSFER,digital
O00551,C0043,2026-01-22,294000.0,CARD,fashion
O00552,C0075,2026-01-09,145000.0,CASH,beauty
O00553,C0044,2026-04-28,294000.0,TRANSFER,food
O00554,C0147,2026-01-30,142000.0,MOBILE,sports
O00555,C0139,2026-01-11,230000.0,MOBILE,fashion
O00556,C0109,2026-01-27,131000.0,POINT,book
O00557,C0116,2026-03-09,183000.0,CARD,digital
O00558,C0031,2026-03-02,112000.0,MOBILE,sports
O00559,C0110,2026-02-12,76000.0,CASH,fashion
O00560,C0016,2026-05-26,184000.0,MOBILE,beauty
O00561,C0138,2026-02-13,170000.0,POINT,beauty
O00562,C0147,2026-03-10,268000.0,CARD,electronics
O00563,C0106,2026-01-16,146000.0,CASH,electronics
O00564,C0064,2026-02-07,169000.0,CASH,living
O00565,C0126,2026-02-06,300000.0,POINT,living
O00566,C0097,2026-04-26,43000.0,CARD,living
O00567,C0132,2026-03-13,193000.0,TRANSFER,digital
O00568,C0084,2026-05-29,6000.0,CARD,digital
O00569,C0092,2026-01-17,278000.0,TRANSFER,fashion
O00570,C0110,2026-02-24,258000.0,POINT,sports
O00571,C0073,2026-03-28,285000.0,MOBILE,electronics
O00572,C0145,2026-05-05,180000.0,CARD,book
O00573,C0026,2026-04-28,13000.0,CARD,electronics
O00574,C0113,2026-04-27,5000.0,TRANSFER,fashion
O00575,C0034,2026-03-19,86000.0,POINT,food
O00576,C0093,2026-03-06,47000.0,POINT,electronics
O00577,C0014,2026-04-12,161000.0,CASH,living
O00578,C0024,2026-01-25,5000.0,CASH,digital
O00579,C0020,2026-02-03,120000.0,MOBILE,digital
O00580,C0003,2026-01-03,180000.0,CARD,living
O00581,C0034,2026-05-03,41000.0,CASH,living
O00582,C0023,2026-01-27,57000.0,POINT,sports
O00583,C0077,2026-02-05,200000.0,CASH,electronics
O00584,C0018,2026-05-16,293000.0,CARD,electronics
O00585,C0113,2026-03-31,114000.0,CASH,living
O00586,C0114,2026-02-25,49000.0,CARD,electronics
O00587,C0032,2026-04-09,184000.0,TRANSFER,sports
O00588,C0036,2026-03-05,146000.0,CARD,fashion
O00589,C0142,2026-03-14,18000.0,POINT,fashion
O00590,C0133,2026-05-11,101000.0,TRANSFER,beauty
O00591,C0014,2026-03-03,258000.0,TRANSFER,food
O00592,C0062,2026-05-08,41000.0,MOBILE,book
O00593,C0093,2026-03-23,72000.0,TRANSFER,living
O00594,C0094,2026-05-20,93000.0,TRANSFER,food
O00595,C0005,2026-01-18,12000.0,POINT,fashion
O00596,C0011,2026-01-16,208000.0,MOBILE,beauty
O00597,C0129,2026-04-17,221000.0,TRANSFER,food
O00598,C0138,2026-05-18,83000.0,POINT,food
O00599,C0080,2026-01-21,266000.0,CASH,electronics
O00600,C0138,2026-03-25,205000.0,MOBILE,food
O00601,C0080,2026-04-22,127000.0,CARD,fashion
O00602,C0023,2026-04-22,64000.0,TRANSFER,book
O00603,C0080,2026-02-14,66000.0,CARD,electronics
O00604,C0003,2026-02-11,259000.0,POINT,beauty
O00605,C0043,2026-04-06,69000.0,POINT,food
O00606,C0008,2026-03-27,224000.0,POINT,food
O00607,C0068,2026-05-28,44000.0,TRANSFER,digital
O00608,C0131,2026-04-03,33000.0,TRANSFER,electronics
O00609,C0095,2026-02-10,135000.0,CARD,food
O00610,C0059,2026-05-11,6000.0,CARD,book
O00611,C0063,2026-01-12,246000.0,POINT,living
O00612,C0039,2026-02-15,23000.0,MOBILE,living
O00613,C0058,2026-03-24,132000.0,TRANSFER,sports
O00614,C0070,2026-01-20,297000.0,POINT,food
O00615,C0129,2026-01-14,96000.0,CASH,book
O00616,C0103,2026-01-18,243000.0,POINT,beauty
O00617,C0084,2026-01-23,288000.0,TRANSFER,book
O00618,C0095,2026-02-21,154000.0,MOBILE,beauty
O00619,C0063,2026-04-29,193000.0,MOBILE,digital
O00620,C0051,2026-05-20,130000.0,CASH,book
O00621,C0105,2026-01-07,124000.0,MOBILE,sports
O00622,C0003,2026-03-27,5000.0,TRANSFER,beauty
O00623,C0027,2026-02-22,276000.0,CASH,living
O00624,C0126,2026-01-16,77000.0,POINT,food
O00625,C0012,2026-03-01,271000.0,TRANSFER,sports
O00626,C0118,2026-01-22,53000.0,MOBILE,electronics
O00627,C0101,2026-01-20,295000.0,CARD,living
O00628,C0034,2026-03-02,154000.0,POINT,sports
O00629,C0101,2026-03-25,167000.0,TRANSFER,beauty
O00630,C0060,2026-01-20,108000.0,CASH,food
O00631,C0040,2026-01-28,89000.0,TRANSFER,digital
O00632,C0081,2026-04-15,66000.0,MOBILE,sports
O00633,C0054,2026-04-26,162000.0,TRANSFER,beauty
O00634,C0031,2026-01-24,85000.0,POINT,book
O00635,C0056,2026-03-25,80000.0,CARD,fashion
O00636,C0092,2026-04-12,267000.0,CARD,beauty
O00637,C0067,2026-02-14,20000.0,TRANSFER,digital
O00638,C0143,2026-05-21,132000.0,CARD,digital
O00639,C0027,2026-02-05,67000.0,CARD,book
O00640,C0057,2026-02-03,106000.0,TRANSFER,sports
O00641,C0022,2026-05-30,137000.0,CARD,book
O00642,C0017,2026-02-20,232000.0,CASH,food
O00643,C0085,2026-02-01,26000.0,TRANSFER,book
O00644,C0044,2026-05-27,226000.0,TRANSFER,digital
O00645,C0008,2026-04-08,223000.0,CASH,sports
O00646,C0055,2026-02-17,145000.0,POINT,digital
O00647,C0039,2026-01-09,130000.0,POINT,digital
O00648,C0106,2026-05-21,250000.0,CARD,food
O00649,C0072,2026-04-09,75000.0,TRANSFER,fashion
O00650,C0135,2026-03-05,283000.0,CARD,living
O00651,C0092,2026-05-03,283000.0,TRANSFER,sports
O00652,C0145,2026-05-09,169000.0,TRANSFER,beauty
O00653,C0047,2026-01-07,168000.0,MOBILE,fashion
O00654,C0008,2026-03-13,34000.0,TRANSFER,sports
O00655,C0150,2026-03-01,86000.0,CARD,fashion
O00656,C0062,2026-03-10,278000.0,CARD,fashion
O00657,C0148,2026-04-10,186000.0,CASH,electronics
O00658,C0061,2026-03-23,188000.0,MOBILE,book
O00659,C0091,2026-05-26,293000.0,CASH,fashion
O00660,C0127,2026-05-19,163000.0,CASH,digital
O00661,C0010,2026-01-24,33000.0,CASH,fashion
O00662,C0006,2026-05-15,249000.0,CARD,sports
O00663,C0052,2026-02-03,179000.0,CASH,sports
O00664,C0016,2026-01-06,80000.0,MOBILE,electronics
O00665,C0029,2026-05-15,191000.0,CARD,sports
O00666,C0102,2026-01-26,177000.0,POINT,sports
O00667,C0035,2026-02-10,228000.0,TRANSFER,sports
O00668,C0045,2026-05-24,187000.0,CASH,electronics
O00669,C0097,2026-03-20,155000.0,CASH,electronics
O00670,C0001,2026-05-27,205000.0,MOBILE,book
O00671,C0047,2026-03-23,118000.0,MOBILE,food
O00672,C0128,2026-02-06,174000.0,CARD,fashion
O00673,C0089,2026-03-23,90000.0,CARD,sports
O00674,C0115,2026-01-03,140000.0,CASH,fashion
O00675,C0018,2026-03-31,136000.0,CARD,book
O00676,C0013,2026-04-09,229000.0,TRANSFER,electronics
O00677,C0106,2026-05-07,198000.0,POINT,living
O00678,C0026,2026-05-03,300000.0,CASH,electronics
O00679,C0116,2026-01-19,22000.0,POINT,book
O00680,C0082,2026-03-08,58000.0,CARD,sports
O00681,C0044,2026-04-07,87000.0,CARD,food
O00682,C0087,2026-05-04,20000.0,TRANSFER,electronics
O00683,C0112,2026-02-10,32000.0,CARD,sports
O00684,C0053,2026-02-18,214000.0,MOBILE,beauty
O00685,C0073,2026-03-18,126000.0,CARD,book
O00686,C0101,2026-05-27,286000.0,TRANSFER,electronics
O00687,C0014,2026-04-03,6000.0,TRANSFER,food
O00688,C0076,2026-05-03,107000.0,CARD,book
O00689,C0053,2026-02-13,154000.0,CARD,digital
O00690,C0030,2026-03-20,208000.0,TRANSFER,digital
O00691,C0068,2026-01-24,283000.0,TRANSFER,electronics
O00692,C0095,2026-04-08,194000.0,CASH,digital
O00693,C0012,2026-03-09,230000.0,TRANSFER,beauty
O00694,C0058,2026-03-10,293000.0,CARD,electronics
O00695,C0025,2026-01-22,181000.0,MOBILE,living
O00696,C0059,2026-05-22,36000.0,TRANSFER,living
O00697,C0138,2026-05-02,298000.0,CASH,digital
O00698,C0077,2026-01-21,207000.0,CARD,electronics
O00699,C0031,2026-04-25,93000.0,CASH,fashion
O00700,C0050,2026-02-02,26000.0,TRANSFER,food
O00701,C0112,2026-02-21,80000.0,MOBILE,beauty
O00702,C0082,2026-01-18,49000.0,TRANSFER,living
O00703,C0142,2026-03-25,146000.0,MOBILE,digital
O00704,C0004,2026-05-14,219000.0,CARD,living
O00705,C0039,2026-02-07,295000.0,MOBILE,food
O00706,C0028,2026-05-25,56000.0,POINT,sports
O00707,C0106,2026-03-09,201000.0,TRANSFER,digital
O00708,C0010,2026-02-14,146000.0,TRANSFER,electronics
O00709,C0103,2026-01-10,207000.0,POINT,fashion
O00710,C0013,2026-05-02,142000.0,POINT,book
O00711,C0087,2026-03-19,164000.0,POINT,digital
O00712,C0026,2026-02-28,73000.0,POINT,digital
O00713,C0083,2026-03-10,218000.0,MOBILE,food
O00714,C0049,2026-04-24,113000.0,TRANSFER,digital
O00715,C0133,2026-04-06,33000.0,MOBILE,electronics
O00716,C0017,2026-03-21,264000.0,TRANSFER,electronics
O00717,C0135,2026-05-26,19000.0,CASH,fashion
O00718,C0052,2026-01-15,132000.0,CARD,digital
O00719,C0013,2026-04-03,106000.0,POINT,sports
O00720,C0119,2026-05-10,208000.0,CARD,book
O00721,C0062,2026-04-06,255000.0,MOBILE,digital
O00722,C0046,2026-05-02,287000.0,POINT,sports
O00723,C0042,2026-03-08,51000.0,POINT,book
O00724,C0099,2026-01-13,88000.0,MOBILE,fashion
O00725,C0057,2026-02-27,110000.0,POINT,living
O00726,C0132,2026-01-06,9000.0,TRANSFER,electronics
O00727,C0045,2026-01-03,119000.0,POINT,beauty
O00728,C0071,2026-04-19,197000.0,POINT,digital
O00729,C0065,2026-02-25,243000.0,POINT,living
O00730,C0150,2026-01-27,8000.0,MOBILE,sports
O00731,C0144,2026-03-14,157000.0,CARD,digital
O00732,C0017,2026-03-28,146000.0,POINT,beauty
O00733,C0067,2026-03-18,101000.0,CASH,fashion
O00734,C0015,2026-04-14,168000.0,CASH,book
O00735,C0128,2026-03-17,137000.0,TRANSFER,living
O00736,C0100,2026-01-10,297000.0,CASH,sports
O00737,C0057,2026-05-17,248000.0,POINT,beauty
O00738,C0044,2026-05-23,97000.0,POINT,food
O00739,C0121,2026-02-02,137000.0,MOBILE,electronics
O00740,C0086,2026-01-23,118000.0,POINT,fashion
O00741,C0079,2026-04-18,174000.0,POINT,beauty
O00742,C0150,2026-03-17,242000.0,CARD,digital
O00743,C0014,2026-05-30,41000.0,TRANSFER,fashion
O00744,C0129,2026-01-31,200000.0,MOBILE,beauty
O00745,C0106,2026-01-14,82000.0,CASH,fashion
O00746,C0088,2026-04-15,296000.0,TRANSFER,electronics
O00747,C0081,2026-02-16,46000.0,TRANSFER,sports
O00748,C0046,2026-03-22,34000.0,CARD,digital
O00749,C0071,2026-02-23,91000.0,MOBILE,electronics
O00750,C0126,2026-01-23,71000.0,MOBILE,living
O00751,C0110,2026-04-14,224000.0,TRANSFER,living
O00752,C0002,2026-01-10,278000.0,CASH,sports
O00753,C0004,2026-03-24,276000.0,CASH,book
O00754,C0002,2026-03-05,120000.0,POINT,beauty
O00755,C0034,2026-01-27,201000.0,MOBILE,beauty
O00756,C0043,2026-01-17,28000.0,POINT,beauty
O00757,C0117,2026-05-14,273000.0,POINT,living
O00758,C0035,2026-03-29,255000.0,POINT,fashion
O00759,C0043,2026-04-14,14000.0,CASH,fashion
O00760,C0034,2026-02-24,16000.0,MOBILE,electronics
O00761,C0032,2026-04-04,24000.0,TRANSFER,beauty
O00762,C0137,2026-01-13,29000.0,CARD,book
O00763,C0013,2026-01-30,218000.0,TRANSFER,living
O00764,C0032,2026-05-21,134000.0,TRANSFER,electronics
O00765,C0053,2026-01-03,159000.0,TRANSFER,food
O00766,C0134,2026-03-11,75000.0,TRANSFER,food
O00767,C0131,2026-01-31,149000.0,CARD,food
O00768,C0128,2026-02-20,107000.0,POINT,fashion
O00769,C0092,2026-04-15,156000.0,CASH,book
O00770,C0141,2026-05-08,111000.0,TRANSFER,sports
O00771,C0061,2026-01-01,11000.0,CARD,food
O00772,C0147,2026-05-07,81000.0,CARD,food
O00773,C0026,2026-03-07,123000.0,TRANSFER,beauty
O00774,C0068,2026-04-29,30000.0,CARD,electronics
O00775,C0011,2026-03-16,189000.0,POINT,living
O00776,C0030,2026-01-25,28000.0,CARD,electronics
O00777,C0044,2026-03-26,188000.0,TRANSFER,beauty
O00778,C0024,2026-04-06,180000.0,CASH,food
O00779,C0103,2026-04-13,238000.0,POINT,living
O00780,C0123,2026-04-18,90000.0,CARD,electronics
O00781,C0016,2026-02-10,58000.0,TRANSFER,digital
O00782,C0146,2026-04-23,97000.0,MOBILE,living
O00783,C0092,2026-01-08,71000.0,TRANSFER,digital
O00784,C0029,2026-04-16,230000.0,CARD,food
O00785,C0067,2026-03-22,11000.0,MOBILE,fashion
O00786,C0087,2026-05-13,272000.0,MOBILE,food
O00787,C0111,2026-03-05,251000.0,POINT,living
O00788,C0039,2026-05-23,32000.0,CARD,electronics
O00789,C0130,2026-05-01,258000.0,CASH,food
O00790,C0126,2026-03-24,128000.0,POINT,beauty
O00791,C0013,2026-05-10,119000.0,MOBILE,living
O00792,C0104,2026-03-02,45000.0,TRANSFER,digital
O00793,C0147,2026-04-25,50000.0,TRANSFER,digital
O00794,C0081,2026-01-31,259000.0,CARD,food
O00795,C0104,2026-04-16,23000.0,MOBILE,book
O00796,C0024,2026-03-19,265000.0,MOBILE,fashion
O00797,C0117,2026-03-29,191000.0,CARD,fashion
O00798,C0117,2026-03-26,291000.0,MOBILE,digital
O00799,C0094,2026-04-26,63000.0,CARD,fashion
O00800,C0001,2026-03-29,186000.0,POINT,sports
O00801,C0028,2026-01-12,89000.0,TRANSFER,electronics
O00802,C0105,2026-01-28,135000.0,MOBILE,fashion
O00803,C0049,2026-01-31,206000.0,CASH,digital
O00804,C0049,2026-03-28,60000.0,TRANSFER,book
O00805,C0032,2026-04-26,239000.0,MOBILE,electronics
O00806,C0128,2026-01-02,276000.0,CARD,living
O00807,C0150,2026-05-04,265000.0,CASH,electronics
O00808,C0033,2026-01-27,203000.0,MOBILE,sports
O00809,C0130,2026-04-09,219000.0,MOBILE,fashion
O00810,C0071,2026-04-12,180000.0,POINT,digital
O00811,C0035,2026-02-05,216000.0,MOBILE,beauty
O00812,C0141,2026-03-22,288000.0,CASH,fashion
O00813,C0054,2026-03-16,181000.0,CASH,electronics
O00814,C0129,2026-05-19,170000.0,CARD,sports
O00815,C0144,2026-05-03,297000.0,TRANSFER,beauty
O00816,C0109,2026-01-04,272000.0,CARD,book
O00817,C0098,2026-02-07,32000.0,CARD,fashion
O00818,C0069,2026-02-11,151000.0,POINT,electronics
O00819,C0016,2026-03-17,109000.0,MOBILE,book
O00820,C0092,2026-04-26,57000.0,MOBILE,fashion
O00821,C0144,2026-04-10,126000.0,MOBILE,beauty
O00822,C0013,2026-04-08,203000.0,TRANSFER,sports
O00823,C0142,2026-01-14,11000.0,POINT,fashion
O00824,C0114,2026-02-27,193000.0,MOBILE,fashion
O00825,C0050,2026-03-17,234000.0,CASH,food
O00826,C0048,2026-02-14,268000.0,CARD,living
O00827,C0011,2026-04-20,147000.0,MOBILE,beauty
O00828,C0034,2026-02-11,135000.0,CARD,sports
O00829,C0120,2026-02-09,25000.0,CASH,sports
O00830,C0014,2026-03-19,256000.0,MOBILE,sports
O00831,C0019,2026-03-23,274000.0,CASH,electronics
O00832,C0134,2026-01-18,263000.0,CASH,living
O00833,C0140,2026-05-18,211000.0,CARD,sports
O00834,C0057,2026-02-24,174000.0,POINT,sports
O00835,C0076,2026-02-25,276000.0,TRANSFER,book
O00836,C0030,2026-03-30,233000.0,CASH,fashion
O00837,C0011,2026-03-24,200000.0,CARD,living
O00838,C0066,2026-05-19,149000.0,CARD,sports
O00839,C0132,2026-05-11,233000.0,TRANSFER,book
O00840,C0076,2026-02-19,169000.0,MOBILE,food
O00841,C0025,2026-02-12,280000.0,MOBILE,book
O00842,C0017,2026-02-23,114000.0,TRANSFER,food
O00843,C0053,2026-05-18,227000.0,CARD,electronics
O00844,C0007,2026-04-28,174000.0,CARD,food
O00845,C0019,2026-01-14,96000.0,POINT,food
O00846,C0148,2026-02-28,137000.0,TRANSFER,living
O00847,C0116,2026-04-14,226000.0,POINT,book
O00848,C0100,2026-01-31,278000.0,CARD,food
O00849,C0150,2026-01-12,42000.0,POINT,food
O00850,C0075,2026-03-19,49000.0,POINT,digital
O00851,C0098,2026-04-12,20000.0,TRANSFER,electronics
O00852,C0137,2026-02-26,74000.0,TRANSFER,beauty
O00853,C0037,2026-03-18,196000.0,CARD,electronics
O00854,C0032,2026-01-11,7000.0,MOBILE,living
O00855,C0138,2026-05-21,48000.0,POINT,fashion
O00856,C0089,2026-02-24,216000.0,MOBILE,electronics
O00857,C0042,2026-02-17,118000.0,MOBILE,beauty
O00858,C0050,2026-01-30,97000.0,MOBILE,book
O00859,C0141,2026-04-29,286000.0,CARD,beauty
O00860,C0018,2026-03-06,55000.0,CASH,digital
O00861,C0085,2026-04-02,70000.0,CASH,food
O00862,C0073,2026-01-18,104000.0,POINT,digital
O00863,C0116,2026-03-26,161000.0,MOBILE,electronics
O00864,C0145,2026-05-26,191000.0,POINT,living
O00865,C0044,2026-01-02,165000.0,CASH,fashion
O00866,C0112,2026-03-12,189000.0,CASH,sports
O00867,C0123,2026-04-29,233000.0,POINT,beauty
O00868,C0125,2026-05-22,60000.0,CASH,food
O00869,C0072,2026-02-05,280000.0,CASH,beauty
O00870,C0020,2026-01-20,14000.0,MOBILE,book
O00871,C0149,2026-05-29,212000.0,MOBILE,fashion
O00872,C0010,2026-05-22,138000.0,MOBILE,digital
O00873,C0039,2026-04-04,205000.0,CASH,beauty
O00874,C0035,2026-04-29,261000.0,MOBILE,food
O00875,C0102,2026-04-04,262000.0,CARD,fashion
O00876,C0043,2026-05-12,76000.0,TRANSFER,electronics
O00877,C0046,2026-05-25,294000.0,CASH,digital
O00878,C0092,2026-01-11,117000.0,TRANSFER,fashion
O00879,C0017,2026-03-09,194000.0,CASH,book
O00880,C0053,2026-05-13,189000.0,TRANSFER,digital
O00881,C0117,2026-01-12,25000.0,POINT,food
O00882,C0134,2026-03-12,139000.0,MOBILE,electronics
O00883,C0097,2026-04-07,192000.0,MOBILE,food
O00884,C0133,2026-03-06,197000.0,CASH,living
O00885,C0091,2026-03-30,254000.0,TRANSFER,book
O00886,C0129,2026-02-05,230000.0,CASH,fashion
O00887,C0020,2026-05-12,148000.0,CASH,electronics
O00888,C0048,2026-02-10,190000.0,MOBILE,food
O00889,C0059,2026-04-17,174000.0,CARD,digital
O00890,C0123,2026-05-03,112000.0,MOBILE,electronics
O00891,C0106,2026-01-06,129000.0,CARD,electronics
O00892,C0147,2026-02-11,73000.0,MOBILE,book
O00893,C0147,2026-02-07,33000.0,CASH,beauty
O00894,C0047,2026-05-13,212000.0,MOBILE,book
O00895,C0073,2026-01-22,115000.0,TRANSFER,digital
O00896,C0124,2026-02-13,117000.0,TRANSFER,electronics
O00897,C0150,2026-02-16,266000.0,POINT,electronics
O00898,C0088,2026-04-27,40000.0,CASH,living
O00899,C0099,2026-02-03,60000.0,CARD,fashion
O00900,C0134,2026-05-10,219000.0,CASH,food
O00901,C0046,2026-05-02,24000.0,MOBILE,food
O00902,C0024,2026-05-04,71000.0,MOBILE,book
O00903,C0111,2026-05-14,220000.0,POINT,book
O00904,C0136,2026-04-20,122000.0,TRANSFER,living
O00905,C0090,2026-05-28,55000.0,TRANSFER,electronics
O00906,C0066,2026-05-03,124000.0,CARD,beauty
O00907,C0140,2026-04-15,136000.0,CASH,book
O00908,C0002,2026-05-28,272000.0,CARD,book
O00909,C0097,2026-02-22,166000.0,TRANSFER,sports
O00910,C0028,2026-02-09,223000.0,MOBILE,beauty
O00911,C0067,2026-05-18,221000.0,MOBILE,sports
O00912,C0071,2026-04-12,109000.0,TRANSFER,digital
O00913,C0046,2026-04-05,291000.0,MOBILE,digital
O00914,C0065,2026-03-20,300000.0,POINT,living
O00915,C0036,2026-01-31,122000.0,TRANSFER,electronics
O00916,C0026,2026-02-24,265000.0,TRANSFER,sports
O00917,C0141,2026-01-14,87000.0,TRANSFER,book
O00918,C0024,2026-02-07,246000.0,MOBILE,living
O00919,C0023,2026-01-17,139000.0,CASH,sports
O00920,C0021,2026-01-10,201000.0,TRANSFER,beauty
O00921,C0015,2026-02-14,258000.0,TRANSFER,book
O00922,C0052,2026-05-13,151000.0,CASH,book
O00923,C0131,2026-05-13,123000.0,MOBILE,electronics
O00924,C0010,2026-04-03,127000.0,CARD,electronics
O00925,C0023,2026-03-12,209000.0,POINT,living
O00926,C0104,2026-02-21,270000.0,CARD,food
O00927,C0024,2026-05-21,150000.0,MOBILE,sports
O00928,C0089,2026-03-12,120000.0,MOBILE,fashion
O00929,C0117,2026-04-14,299000.0,CARD,beauty
O00930,C0045,2026-04-15,264000.0,CARD,food
O00931,C0129,2026-03-17,179000.0,CARD,beauty
O00932,C0138,2026-05-28,133000.0,TRANSFER,living
O00933,C0145,2026-05-04,129000.0,POINT,digital
O00934,C0118,2026-01-08,251000.0,CARD,beauty
O00935,C0018,2026-04-08,117000.0,CASH,sports
O00936,C0106,2026-04-01,269000.0,MOBILE,book
O00937,C0068,2026-03-05,152000.0,CARD,living
O00938,C0088,2026-01-20,288000.0,CASH,digital
O00939,C0081,2026-04-01,116000.0,MOBILE,beauty
O00940,C0047,2026-02-18,260000.0,CASH,fashion
O00941,C0062,2026-03-09,110000.0,CASH,fashion
O00942,C0064,2026-04-02,84000.0,CARD,food
O00943,C0021,2026-05-07,8000.0,MOBILE,book
O00944,C0124,2026-04-06,166000.0,TRANSFER,beauty
O00945,C0126,2026-02-16,266000.0,POINT,living
O00946,C0057,2026-05-28,70000.0,CARD,living
O00947,C0123,2026-05-19,21000.0,MOBILE,sports
O00948,C0101,2026-02-14,239000.0,CARD,digital
O00949,C0081,2026-01-03,11000.0,CASH,living
O00950,C0149,2026-01-26,171000.0,POINT,beauty
O00951,C0048,2026-05-21,139000.0,CASH,beauty
O00952,C0121,2026-03-29,192000.0,CASH,digital
O00953,C0109,2026-02-23,219000.0,POINT,sports
O00954,C0103,2026-03-13,235000.0,CASH,electronics
O00955,C0148,2026-02-28,56000.0,POINT,fashion
O00956,C0143,2026-04-21,200000.0,CASH,electronics
O00957,C0039,2026-05-02,9000.0,CASH,living
O00958,C0128,2026-02-04,269000.0,MOBILE,sports
O00959,C0125,2026-03-18,133000.0,MOBILE,book
O00960,C0102,2026-01-26,88000.0,CARD,fashion
O00961,C0066,2026-05-02,54000.0,TRANSFER,sports
O00962,C0067,2026-04-03,189000.0,MOBILE,beauty
O00963,C0089,2026-01-06,215000.0,CARD,sports
O00964,C0051,2026-05-28,299000.0,MOBILE,electronics
O00965,C0073,2026-04-01,171000.0,MOBILE,digital
O00966,C0115,2026-01-21,200000.0,MOBILE,beauty
O00967,C0119,2026-02-07,90000.0,POINT,living
O00968,C0147,2026-04-14,41000.0,CARD,electronics
O00969,C0088,2026-02-28,165000.0,POINT,beauty
O00970,C0069,2026-04-12,143000.0,TRANSFER,sports
O00971,C0134,2026-04-26,216000.0,CASH,electronics
O00972,C0006,2026-02-02,125000.0,POINT,food
O00973,C0054,2026-02-12,208000.0,CARD,food
O00974,C0017,2026-05-02,285000.0,CARD,book
O00975,C0102,2026-05-15,47000.0,CARD,beauty
O00976,C0040,2026-01-22,204000.0,POINT,fashion
O00977,C0064,2026-03-14,231000.0,CASH,electronics
O00978,C0135,2026-02-13,19000.0,CARD,sports
O00979,C0084,2026-05-02,244000.0,MOBILE,beauty
O00980,C0141,2026-04-24,74000.0,MOBILE,electronics
O00981,C0117,2026-05-25,227000.0,MOBILE,beauty
O00982,C0089,2026-05-04,281000.0,CASH,food
O00983,C0114,2026-03-20,192000.0,TRANSFER,beauty
O00984,C0040,2026-03-19,10000.0,CARD,electronics
O00985,C0089,2026-03-15,245000.0,MOBILE,book
O00986,C0126,2026-05-03,158000.0,CARD,living
O00987,C0075,2026-03-01,8000.0,MOBILE,sports
O00988,C0049,2026-04-16,292000.0,TRANSFER,living
O00989,C0064,2026-02-11,204000.0,TRANSFER,fashion
O00990,C0068,2026-01-21,221000.0,CASH,beauty
O00991,C0073,2026-05-17,142000.0,TRANSFER,fashion
O00992,C0018,2026-02-16,74000.0,POINT,food
O00993,C0117,2026-04-26,144000.0,MOBILE,digital
O00994,C0049,2026-03-24,14000.0,CASH,book
O00995,C0137,2026-01-06,100000.0,CARD,beauty
