Date,Product,Quantity,Revenue
2025-10,Product_C,62,22806
2025-07,Product_B,38,47356
2025-05,Product_A,72,19814
2025-10,Product_D,44,46994
2025-05,Product_A,39,40587
2025-11,Product_A,75,17670
2025-06,Product_A,72,49478
2025-11,Product_C,57,14876
2025-05,Product_C,27,1530
2025-10,Product_B,25,39406
2025-08,Product_E,40,37961
2025-10,Product_A,42,31659
2025-03,Product_C,81,46070
2025-12,Product_C,28,48728
2025-02,Product_C,82,32321
2025-07,Product_B,8,32764
2025-03,Product_C,3,32447
2025-12,Product_E,53,8460
2025-03,Product_D,39,37190
2025-11,Product_E,25,46612
2025-04,Product_A,50,29522
2025-03,Product_E,10,31630
2025-12,Product_C,23,1530
2025-04,Product_B,56,10501
2025-04,Product_D,49,33776
2025-01,Product_A,79,36614
2025-08,Product_D,87,30682
2025-04,Product_B,61,35073
2025-10,Product_D,8,26567
2025-09,Product_E,12,1186
2025-08,Product_E,76,35381
2025-02,Product_C,24,37384
2025-06,Product_E,78,47801
2025-09,Product_D,35,35802
2025-05,Product_E,77,26665
2025-01,Product_A,21,29966
2025-08,Product_B,26,27966
2025-06,Product_B,12,18434
2025-04,Product_C,93,27438
2025-11,Product_B,59,27130
2025-12,Product_D,49,47596
2025-06,Product_E,24,47258
2025-01,Product_C,81,45790
2025-06,Product_E,60,25183
2025-11,Product_A,11,16471
2025-05,Product_A,56,37215
2025-03,Product_E,56,39712
2025-08,Product_E,40,41654
2025-06,Product_E,56,8266
2025-10,Product_D,65,29163
2025-05,Product_A,80,24408
2025-10,Product_E,38,2811
2025-07,Product_E,41,44334
2025-06,Product_D,4,18979
2025-11,Product_E,29,33321
2025-08,Product_B,34,29541
2025-01,Product_D,72,15714
2025-05,Product_E,9,47336
2025-12,Product_C,3,13795
2025-04,Product_D,88,7767
2025-05,Product_B,10,23141
2025-08,Product_E,38,35304
2025-02,Product_B,60,13116
2025-07,Product_B,83,2057
2025-01,Product_E,23,42136
2025-03,Product_E,29,26337
2025-10,Product_C,33,46661
2025-02,Product_D,33,32630
2025-05,Product_B,1,30255
